playerId,playerName,position,team,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,putthroughBlockedDistribution,ownGoalScored,lastPlayerTackle,tacklesWon,hitWoodwork,successfulCrossesOpenPlay,blockedShots,totalShots,foulWonPenalty,unsuccessfulCrossesOpenPlay,oboxBlocked,successfulCrossesAndCorners,penaltiesConceded,totalTouchesInOppositionBox,throwInsToOppositionPlayer,putthroughBlockedDistributionWon,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,successfulDribbles,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,handballsConceded,expectedGoals,shotsOnTargetIncGoals,expectedGoalsOnTarget,goals,offsides,awayGoals,substituteOn,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,shotsBlockedInBox,leftFootGoals,unsuccessfulDribbles,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,overruns,goalAssists,successfulLayoffs,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,homeGoals,oboxTarget,iboxBlocked,throughBalls,rightFootGoals,headedGoals,clearancesOffTheLine,secondGoalAssists,unsuccessfulLayoffs,redCards2ndYellow,penaltiesTaken,penaltyGoals
641221,Pedro Lima,Defender,Wolverhampton Wanderers U21,Brazil,2025-26,18.0,0.3709,0.0,,8.0,,12.0,9.0,3.0,20.0,55.0,,5.0,,,259.0,3.0,12.0,,10.0,32.0,,1.0,6.98,3.0,1.0,6.0,6.0,15.0,1.0,,1.0,0.0,30.0,,24.0,11.0,9.0,,,2.0,18.0,6.0,25.0,2.0,0.0,,55.0,2.0,41.0,,,23.0,3.0,134.0,5.0,21.0,,0.0,8.0,6.0,8.0,,,6.0,,4.0,1.0,3.0,,5.0,,4.0,,9.0,5.0,6.0,6.0,6.0,2.0,1.0,,5.0,5.0,7.0,16.0,3.0,,2.0,,0.3431,1.0,0.2774,,,,6.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,
483081,Rodrigo Gomes,Defender,Wolverhampton Wanderers,Portugal,2025-26,59.0,0.4153,0.0,,23.0,,63.0,22.0,9.0,73.0,263.0,,24.0,,,960.0,18.0,45.0,4.0,39.0,188.0,,2.0,14.514,3.0,1.0,13.0,18.0,41.0,51.0,,8.0,0.0,104.0,,70.0,33.0,22.0,,,5.0,134.0,14.0,80.0,6.0,0.0,,260.0,11.0,157.0,,,67.0,2.0,481.0,9.0,59.0,,0.0,10.0,23.0,26.0,,,18.0,,3.0,2.0,18.0,,21.0,1.0,3.0,,50.0,9.0,11.0,21.0,25.0,12.0,8.0,2.0,6.0,9.0,75.0,13.0,8.0,1.0,1.0,,2.1454,6.0,1.5157,3.0,3.0,0.0,13.0,3.0,3.0,,1.0,,18.0,,,,,2.0,,6.0,,,3.0,,1.0,,3.0,,,1.0,,,,
510362,Toti Gomes,Defender,Wolverhampton Wanderers,Portugal,2025-26,42.0,0.3059,1.0,,23.0,,58.0,19.0,17.0,115.0,816.0,3.0,44.0,1.0,,1427.0,20.0,68.0,5.0,44.0,661.0,,1.0,28.1648,6.0,10.0,95.0,33.0,22.0,295.0,,11.0,0.0,110.0,,299.0,53.0,19.0,,,10.0,230.0,28.0,66.0,24.0,1.0,3.0,790.0,,144.0,,,135.0,40.0,1057.0,31.0,474.0,,2.0,57.0,36.0,6.0,,1.0,13.0,,3.0,1.0,4.0,,8.0,,3.0,,9.0,6.0,1.0,8.0,7.0,2.0,10.0,12.0,11.0,14.0,87.0,10.0,4.0,,3.0,,0.5332,2.0,0.3483,,,,2.0,2.0,2.0,,1.0,,2.0,,,,,2.0,,,,,,,1.0,,,,1.0,,,,,
431248,Ladislav Krejcí,Defender,Wolverhampton Wanderers,Czech Republic,2025-26,103.0,1.4879,1.0,,32.0,,110.0,28.0,27.0,230.0,1317.0,19.0,113.0,3.0,,2361.0,49.0,104.0,8.0,40.0,999.0,,2.0,39.1492,8.0,18.0,117.0,45.0,54.0,469.0,,7.0,0.0,207.0,,522.0,79.0,28.0,,,11.0,381.0,37.0,94.0,64.0,0.0,18.0,1269.0,2.0,287.0,1.0,,225.0,88.0,1670.0,60.0,710.0,,3.0,120.0,63.0,24.0,1.0,1.0,21.0,,4.0,5.0,16.0,,13.0,1.0,4.0,,47.0,11.0,15.0,13.0,10.0,6.0,2.0,15.0,33.0,32.0,101.0,15.0,5.0,1.0,13.0,1.0,2.2232,10.0,2.7986,2.0,,1.0,1.0,8.0,8.0,,4.0,1.0,2.0,,,,,,1.0,5.0,,,1.0,,4.0,1.0,,1.0,,,1.0,1.0,,
523705,Jackson Tchatchoua,Defender,Wolverhampton Wanderers,Cameroon,2025-26,68.0,1.6891,0.0,,29.0,,108.0,31.0,19.0,129.0,542.0,,54.0,3.0,,1837.0,31.0,66.0,7.0,43.0,399.0,,,32.0818,20.0,5.0,57.0,37.0,37.0,18.0,,9.0,0.0,134.0,,149.0,62.0,31.0,,,14.0,252.0,30.0,80.0,23.0,0.0,,542.0,16.0,261.0,,,224.0,14.0,941.0,10.0,183.0,,3.0,21.0,37.0,38.0,,,15.0,,22.0,,2.0,,69.0,,22.0,,25.0,11.0,10.0,69.0,16.0,1.0,5.0,8.0,8.0,15.0,151.0,64.0,5.0,,7.0,,0.3312,1.0,0.1571,,2.0,,12.0,1.0,1.0,,,,9.0,,,,,2.0,1.0,6.0,,,,,,,,,,,1.0,,,
601956,Saheed Olagunju,Defender,Wolverhampton Wanderers U21,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509291,André,Midfielder,Wolverhampton Wanderers,Brazil,2025-26,143.0,0.9923,0.0,,82.0,,86.0,35.0,30.0,113.0,1311.0,,19.0,1.0,,2766.0,15.0,148.0,6.0,144.0,1139.0,,3.0,47.9328,18.0,3.0,50.0,53.0,128.0,357.0,,43.0,1.0,291.0,,334.0,212.0,35.0,,,38.0,551.0,47.0,272.0,4.0,0.0,,1276.0,1.0,220.0,,,393.0,59.0,1763.0,7.0,657.0,,12.0,27.0,40.0,45.0,,1.0,44.0,,3.0,10.0,5.0,,10.0,9.0,10.0,,6.0,,26.0,30.0,45.0,4.0,19.0,13.0,47.0,30.0,227.0,2.0,6.0,9.0,34.0,1.0,0.522,1.0,0.0712,1.0,,0.0,5.0,,,4.0,1.0,1.0,15.0,1.0,1.0,14.0,0.0906,,,35.0,19.0,,1.0,,1.0,1.0,,,,,,,,
448089,João Gomes,Midfielder,Wolverhampton Wanderers,Brazil,2025-26,222.0,2.0797,0.0,,107.0,,177.0,35.0,32.0,210.0,1455.0,,54.0,2.0,,2833.0,27.0,226.0,6.0,199.0,1206.0,,4.0,50.3825,15.0,4.0,45.0,56.0,195.0,424.0,,49.0,1.0,448.0,,363.0,194.0,35.0,,,39.0,653.0,50.0,394.0,27.0,0.0,,1412.0,6.0,364.0,,,350.0,39.0,2050.0,15.0,603.0,,10.0,33.0,65.0,60.0,,,68.0,1.0,11.0,6.0,13.0,,21.0,2.0,11.0,,36.0,,31.0,21.0,79.0,6.0,43.0,6.0,69.0,36.0,318.0,13.0,9.0,2.0,49.0,1.0,1.2783,7.0,2.3741,1.0,1.0,0.0,3.0,3.0,3.0,,4.0,,24.0,3.0,3.0,1.0,0.2155,3.0,1.0,44.0,1.0,3.0,1.0,3.0,4.0,4.0,1.0,,,,2.0,,,
231057,Jean-Ricner Bellegarde,Midfielder,Wolverhampton Wanderers,Haiti,2025-26,76.0,1.1237,0.0,,28.0,,68.0,26.0,15.0,88.0,428.0,,30.0,,,1251.0,21.0,95.0,6.0,86.0,314.0,,,23.8604,12.0,,20.0,30.0,55.0,107.0,,41.0,0.0,171.0,,142.0,44.0,26.0,,,13.0,229.0,24.0,141.0,9.0,0.0,,407.0,5.0,175.0,,,83.0,26.0,711.0,6.0,116.0,,5.0,20.0,24.0,24.0,,,15.0,,4.0,6.0,15.0,,13.0,6.0,5.0,,25.0,,14.0,20.0,32.0,8.0,18.0,3.0,20.0,10.0,96.0,1.0,14.0,6.0,11.0,,0.9889,7.0,1.8026,1.0,,0.0,11.0,2.0,2.0,1.0,,,12.0,2.0,2.0,4.0,0.1414,1.0,1.0,11.0,5.0,4.0,1.0,4.0,,5.0,1.0,,,1.0,,,,
209041,Angel Gomes,Midfielder,Wolverhampton Wanderers,England,2025-26,19.0,0.2778,0.0,,10.0,,22.0,12.0,7.0,27.0,188.0,,4.0,,,464.0,2.0,25.0,1.0,23.0,151.0,,2.0,9.6417,6.0,,4.0,8.0,17.0,46.0,,9.0,0.0,44.0,,53.0,17.0,12.0,,,4.0,83.0,7.0,40.0,2.0,0.0,,178.0,,56.0,,,36.0,10.0,266.0,1.0,80.0,,1.0,5.0,12.0,8.0,,,6.0,1.0,1.0,,6.0,,2.0,,2.0,,5.0,,3.0,9.0,6.0,4.0,4.0,2.0,7.0,1.0,53.0,,7.0,,6.0,,0.2553,2.0,0.2173,,,,5.0,,,1.0,,,2.0,2.0,2.0,2.0,0.1021,,,8.0,3.0,2.0,,2.0,,1.0,,,,,,,,
685628,Jerome Abbey,Midfielder,Wolverhampton Wanderers U21,England,2025-26,1.0,0.0004,0.0,,1.0,,2.0,1.0,,4.0,5.0,,2.0,,,16.0,1.0,3.0,,1.0,1.0,,,0.6224,,,,,,,,,0.0,3.0,,5.0,,1.0,,,1.0,1.0,,1.0,2.0,0.0,,5.0,,4.0,,,,,9.0,2.0,,,0.0,2.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
589121,Ethan Sutherland,Midfielder,Wolverhampton Wanderers U21,Scotland,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605319,Luke Rawlings,Midfielder,Wolverhampton Wanderers U21,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155511,Adam Armstrong,Forward,Wolverhampton Wanderers,England,2025-26,46.0,0.8631,0.0,,8.0,,44.0,14.0,14.0,48.0,152.0,,23.0,1.0,,1146.0,14.0,30.0,1.0,21.0,104.0,,4.0,22.4808,4.0,,12.0,20.0,32.0,48.0,,3.0,0.0,76.0,,30.0,15.0,14.0,,,4.0,71.0,19.0,53.0,9.0,0.0,,143.0,4.0,101.0,,,39.0,,282.0,3.0,34.0,,3.0,4.0,11.0,12.0,,,4.0,2.0,1.0,6.0,12.0,,4.0,1.0,1.0,,42.0,1.0,6.0,4.0,17.0,6.0,10.0,1.0,13.0,2.0,35.0,,7.0,1.0,7.0,1.0,2.7398,6.0,1.6099,2.0,6.0,2.0,,3.0,3.0,,5.0,,8.0,,,,,,2.0,4.0,,1.0,0.0,1.0,5.0,1.0,2.0,,,,3.0,,1.0,1.0
184754,Hwang Hee-Chan,Forward,Wolverhampton Wanderers,South Korea,2025-26,74.0,1.5803,0.0,,10.0,,84.0,26.0,18.0,93.0,378.0,,20.0,,,1452.0,14.0,43.0,3.0,37.0,272.0,,4.0,25.751,13.0,1.0,16.0,29.0,60.0,105.0,,18.0,0.0,117.0,,118.0,57.0,26.0,,,6.0,175.0,26.0,97.0,6.0,0.0,,364.0,8.0,182.0,,,60.0,13.0,605.0,3.0,113.0,,5.0,9.0,29.0,17.0,,,4.0,,2.0,4.0,15.0,,10.0,2.0,3.0,,29.0,,7.0,16.0,27.0,9.0,9.0,,28.0,13.0,95.0,8.0,17.0,2.0,17.0,,2.3877,6.0,2.7052,2.0,9.0,0.0,8.0,3.0,3.0,1.0,2.0,1.0,16.0,2.0,2.0,5.0,0.0879,,2.0,9.0,6.0,1.0,2.0,1.0,2.0,4.0,1.0,,,,3.0,,1.0,1.0
488213,Tolu Arokodare,Forward,Wolverhampton Wanderers,Nigeria,2025-26,144.0,0.448,0.0,,7.0,,101.0,33.0,13.0,107.0,270.0,,191.0,1.0,,1407.0,92.0,141.0,4.0,42.0,162.0,,3.0,24.4151,11.0,,43.0,28.0,52.0,65.0,,17.0,0.0,285.0,,48.0,26.0,33.0,,,2.0,113.0,24.0,94.0,99.0,0.0,,270.0,9.0,225.0,,,76.0,1.0,599.0,1.0,50.0,,1.0,6.0,27.0,21.0,,,5.0,1.0,,9.0,38.0,,,3.0,,,101.0,,9.0,,36.0,22.0,18.0,2.0,17.0,5.0,81.0,,6.0,3.0,3.0,,5.4603,16.0,4.0351,3.0,6.0,2.0,20.0,11.0,11.0,,6.0,,14.0,1.0,1.0,,0.0747,1.0,1.0,33.0,,2.0,1.0,2.0,6.0,1.0,1.0,2.0,,,22.0,,1.0,
593001,Enso González,Forward,Wolverhampton Wanderers U21,Paraguay,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647671,Mateus Mané,Forward,Wolverhampton Wanderers U21,Portugal,2025-26,169.0,3.6906,0.0,,28.0,,67.0,27.0,19.0,89.0,375.0,,46.0,3.0,,1790.0,38.0,114.0,2.0,106.0,274.0,,5.0,29.6019,29.0,,26.0,30.0,131.0,100.0,,47.0,0.0,283.0,,138.0,77.0,27.0,,,15.0,225.0,28.0,237.0,8.0,0.0,,353.0,12.0,323.0,,,58.0,12.0,897.0,9.0,95.0,,0.0,22.0,26.0,42.0,,,13.0,2.0,11.0,6.0,36.0,2.0,35.0,5.0,34.0,1.0,43.0,,21.0,59.0,94.0,19.0,31.0,1.0,25.0,5.0,79.0,5.0,4.0,5.0,12.0,3.0,2.0136,17.0,3.4121,3.0,2.0,1.0,8.0,5.0,5.0,15.0,1.0,,53.0,3.0,3.0,13.0,0.1254,5.0,1.0,9.0,29.0,9.0,2.0,9.0,1.0,4.0,3.0,,,1.0,3.0,,,
596054,Tom Edozie,Forward,Wolverhampton Wanderers U21,England,2025-26,3.0,0.0007,0.0,,1.0,,2.0,3.0,,2.0,7.0,,,,,12.0,,3.0,,3.0,4.0,,,,,,,,3.0,1.0,,,0.0,6.0,,2.0,1.0,3.0,,,1.0,3.0,,6.0,,0.0,,7.0,,5.0,,,2.0,1.0,16.0,,2.0,,0.0,,,,,,,1.0,,,2.0,,,,,,3.0,,,,3.0,1.0,2.0,,,,2.0,,,,,,0.2275,1.0,0.8113,1.0,,0.0,3.0,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,
