matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,totalOffside,totalDistance
2444579,11,2024-11-09 15:00:00,"Molineux Stadium, Wolverhampton",31403,Away,Southampton,Wolves,0,2,L,0,1,0,0,,9.0,,6.0,3.0,,,1.0,,1.0,,,,5.0,2.0,38.0,63.0,673.0,606.0,71.1,19.0,16.0,7.0,5.0,6.0,6.0,6.0,3.0,2.0,,12.0,8.0,116.0,2.0,2.0,,,47.0,43.0,9.0,5.0,9.0,9.0,,12.0,14.0,0.0,0.0,,,
2444589,12,2024-11-24 14:00:00,"St. Mary's Stadium, Southampton",31278,Home,Southampton,Liverpool,2,3,L,1,1,0,0,2.0,7.0,5.0,2.0,,,,1.0,2.0,1.0,,,1.0,5.0,3.0,12.0,27.0,365.0,303.0,37.8,17.0,15.0,8.0,5.0,32.0,32.0,8.0,9.0,3.0,2.0,10.0,3.0,95.0,8.0,3.0,,,37.0,39.0,4.0,3.0,3.0,3.0,2.0,11.0,9.0,0.0,0.0,1.0,,
2444591,13,2024-11-29 20:00:00,"American Express Stadium, Falmer",31542,Away,Southampton,Brighton,1,1,D,0,1,0,0,1.0,10.0,2.0,2.0,6.0,,,1.0,,1.0,1.0,,,7.0,5.0,28.0,41.0,421.0,368.0,47.7,21.0,17.0,9.0,4.0,30.0,30.0,7.0,6.0,2.0,,9.0,8.0,99.0,4.0,1.0,,,57.0,49.0,9.0,10.0,6.0,6.0,1.0,16.0,19.0,0.0,0.0,,1.0,
2444609,14,2024-12-04 19:30:00,"St. Mary's Stadium, Southampton",31193,Home,Southampton,Chelsea,1,5,L,1,3,1,0,1.0,6.0,4.0,,2.0,,,3.0,1.0,3.0,,,1.0,5.0,5.0,22.0,27.0,432.0,384.0,45.1,20.0,12.0,10.0,6.0,23.0,23.0,1.0,6.0,1.0,1.0,4.0,3.0,89.0,6.0,5.0,,,46.0,31.0,7.0,6.0,5.0,5.0,,7.0,13.0,0.0,0.0,,3.0,
2444610,15,2024-12-07 15:00:00,"Villa Park, Birmingham",42453,Away,Southampton,Aston Villa,0,1,L,0,1,0,0,,4.0,,,4.0,,,,,,,,,3.0,3.0,18.0,35.0,490.0,438.0,52.8,23.0,15.0,5.0,12.0,17.0,17.0,7.0,9.0,1.0,1.0,5.0,13.0,105.0,3.0,1.0,,,45.0,56.0,8.0,9.0,1.0,1.0,,15.0,17.0,0.0,0.0,,4.0,
2444628,16,2024-12-15 19:00:00,"St. Mary's Stadium, Southampton",31090,Home,Southampton,Spurs,0,5,L,0,5,0,0,,9.0,3.0,4.0,2.0,,,3.0,,3.0,,,,6.0,2.0,19.0,36.0,428.0,373.0,41.6,16.0,15.0,10.0,11.0,15.0,15.0,5.0,4.0,,1.0,13.0,11.0,94.0,4.0,5.0,,,41.0,39.0,9.0,4.0,2.0,2.0,,8.0,15.0,0.0,0.0,,2.0,
2444634,17,2024-12-22 14:00:00,"Craven Cottage, London",26819,Away,Southampton,Fulham,0,0,D,0,0,0,0,,5.0,1.0,1.0,3.0,,,,,,,,,2.0,1.0,20.0,38.0,419.0,336.0,43.2,14.0,19.0,11.0,11.0,38.0,38.0,5.0,4.0,,,5.0,4.0,118.0,5.0,,,1.0,43.0,45.0,15.0,15.0,5.0,5.0,1.0,15.0,8.0,0.0,0.0,,2.0,
2444648,18,2024-12-26 15:00:00,"St. Mary's Stadium, Southampton",31059,Home,Southampton,West Ham,0,1,L,0,0,0,0,,18.0,5.0,9.0,4.0,,,4.0,,4.0,,,,17.0,9.0,34.0,63.0,475.0,399.0,54.2,31.0,15.0,8.0,10.0,13.0,13.0,13.0,5.0,,,8.0,9.0,120.0,1.0,1.0,,,53.0,62.0,22.0,21.0,2.0,2.0,,15.0,8.0,0.0,0.0,,,
2444652,19,2024-12-29 15:00:00,"Selhurst Park, London",25130,Away,Southampton,Crystal Palace,1,2,L,1,1,0,0,1.0,7.0,3.0,3.0,1.0,0.9414,0.9988,1.0,1.0,,,0.407361,1.0,6.0,3.0,24.0,59.0,445.0,358.0,53.6,16.0,16.0,8.0,13.0,33.0,33.0,4.0,7.0,3.0,1.0,4.0,11.0,146.0,8.0,2.0,2.3522,,62.0,58.0,24.0,17.0,7.0,7.0,1.0,19.0,18.0,0.0,0.0,,1.0,
2444667,20,2025-01-04 15:00:00,"St. Mary's Stadium, Southampton",31001,Home,Southampton,Brentford,0,5,L,0,1,0,0,,8.0,1.0,5.0,2.0,,,,,,,,,7.0,3.0,21.0,46.0,465.0,398.0,50.6,19.0,15.0,8.0,4.0,22.0,22.0,8.0,3.0,2.0,3.0,5.0,9.0,114.0,5.0,5.0,,,49.0,49.0,18.0,15.0,2.0,2.0,,10.0,4.0,0.0,0.0,,1.0,
2444678,21,2025-01-16 20:00:00,"Old Trafford, Manchester",73722,Away,Southampton,Man Utd,1,3,L,1,0,0,0,1.0,13.0,5.0,3.0,5.0,,,,,1.0,,,,10.0,7.0,16.0,57.0,406.0,323.0,40.5,18.0,25.0,16.0,9.0,29.0,29.0,12.0,11.0,,1.0,8.0,14.0,128.0,6.0,3.0,,,65.0,44.0,20.0,9.0,4.0,4.0,,10.0,7.0,0.0,0.0,,,112397.65
2444688,22,2025-01-19 14:00:00,"The City Ground, Nottingham",30180,Away,Southampton,Nott'm Forest,2,3,L,0,3,0,0,2.0,10.0,4.0,2.0,4.0,,,2.0,1.0,1.0,,,2.0,9.0,8.0,28.0,51.0,475.0,414.0,55.5,24.0,11.0,10.0,6.0,32.0,32.0,6.0,3.0,,1.0,7.0,12.0,113.0,1.0,3.0,,,49.0,63.0,22.0,19.0,8.0,8.0,3.0,18.0,4.0,0.0,0.0,,,
2444697,23,2025-01-25 15:00:00,"St. Mary's Stadium, Southampton",31141,Home,Southampton,Newcastle,1,3,L,1,2,0,0,1.0,12.0,5.0,3.0,4.0,,,1.0,1.0,,,,1.0,10.0,7.0,18.0,53.0,470.0,396.0,52.7,15.0,21.0,7.0,5.0,23.0,23.0,5.0,4.0,1.0,,7.0,11.0,115.0,5.0,3.0,,,56.0,40.0,21.0,4.0,3.0,3.0,,10.0,5.0,0.0,0.0,,2.0,104419.2
2444705,24,2025-02-01 15:00:00,"Portman Road, Ipswich",29902,Away,Southampton,Ipswich,2,1,W,1,1,0,0,2.0,9.0,4.0,1.0,4.0,0.9086,0.4539,,1.0,,,0.317713,,6.0,5.0,17.0,54.0,402.0,312.0,43.0,16.0,34.0,17.0,10.0,27.0,27.0,10.0,3.0,,,17.0,8.0,137.0,5.0,1.0,1.427,,78.0,66.0,26.0,19.0,2.0,2.0,,14.0,11.0,0.0,0.0,,4.0,115666.39
2444717,25,2025-02-15 15:00:00,"St. Mary's Stadium, Southampton",31037,Home,Southampton,Bournemouth,1,3,L,0,2,0,0,1.0,11.0,4.0,3.0,4.0,0.7925,1.036,1.0,,1.0,,0.836662,1.0,11.0,8.0,28.0,53.0,386.0,306.0,44.7,25.0,27.0,18.0,11.0,28.0,28.0,6.0,4.0,,,10.0,9.0,130.0,5.0,3.0,2.8072,,79.0,53.0,22.0,14.0,4.0,4.0,2.0,13.0,15.0,0.0,0.0,,,108819.21
2444729,26,2025-02-22 15:00:00,"St. Mary's Stadium, Southampton",30775,Home,Southampton,Brighton,0,4,L,0,1,0,0,,6.0,1.0,2.0,3.0,0.1253,0.0284,,,,,0.173042,,5.0,3.0,15.0,43.0,431.0,346.0,49.9,5.0,13.0,7.0,13.0,23.0,23.0,1.0,3.0,1.0,1.0,10.0,6.0,126.0,8.0,4.0,4.709,,45.0,59.0,12.0,21.0,5.0,5.0,1.0,11.0,12.0,0.0,0.0,,2.0,104472.81
2444737,27,2025-02-25 20:15:00,"Stamford Bridge, London",39485,Away,Southampton,Chelsea,0,4,L,0,3,0,0,,7.0,2.0,2.0,3.0,0.7231,0.6621,2.0,,2.0,,0.479975,,6.0,4.0,15.0,37.0,415.0,350.0,40.4,12.0,16.0,11.0,9.0,12.0,12.0,6.0,2.0,1.0,1.0,5.0,7.0,100.0,6.0,4.0,3.0921,,33.0,42.0,8.0,12.0,2.0,2.0,1.0,9.0,5.0,0.0,0.0,,,105910.41
2444744,28,2025-03-08 15:00:00,"Anfield, Liverpool",60399,Away,Southampton,Liverpool,1,3,L,1,0,0,0,1.0,6.0,4.0,,2.0,0.3566,0.3604,,1.0,,,0.143899,,5.0,5.0,14.0,33.0,267.0,204.0,28.8,8.0,21.0,10.0,9.0,37.0,37.0,5.0,8.0,1.0,,18.0,9.0,100.0,4.0,3.0,3.3018,,52.0,46.0,9.0,3.0,4.0,4.0,,9.0,9.0,0.0,0.0,,1.0,105716.47
2444759,29,2025-03-15 15:00:00,"St. Mary's Stadium, Southampton",30950,Home,Southampton,Wolves,1,2,L,0,1,0,0,1.0,10.0,3.0,3.0,4.0,1.3663,1.8556,2.0,1.0,2.0,2.0,1.09516,,10.0,6.0,34.0,57.0,596.0,532.0,59.1,26.0,14.0,10.0,4.0,9.0,9.0,8.0,,,,4.0,15.0,122.0,1.0,2.0,0.9233,,57.0,54.0,12.0,14.0,5.0,5.0,1.0,12.0,13.0,0.0,0.0,,2.0,108531.84
2444769,30,2025-04-02 19:45:00,"St. Mary's Stadium, Southampton",29366,Home,Southampton,Crystal Palace,1,1,D,1,0,0,0,1.0,8.0,2.0,3.0,3.0,0.6724,1.2782,1.0,1.0,,,0.610956,1.0,6.0,4.0,20.0,45.0,382.0,299.0,42.3,21.0,14.0,4.0,9.0,29.0,29.0,6.0,1.0,1.0,,5.0,9.0,136.0,2.0,1.0,0.9755,,48.0,48.0,16.0,13.0,2.0,2.0,1.0,14.0,8.0,0.0,0.0,,2.0,110722.75
2444778,31,2025-04-06 14:00:00,"Tottenham Hotspur Stadium, London",60984,Away,Southampton,Spurs,1,3,L,0,2,0,0,1.0,12.0,4.0,2.0,6.0,1.0378,0.4472,3.0,1.0,2.0,1.0,0.458877,1.0,9.0,8.0,26.0,46.0,470.0,416.0,49.2,25.0,30.0,19.0,7.0,16.0,16.0,4.0,3.0,2.0,,9.0,11.0,101.0,5.0,3.0,3.4655,,60.0,49.0,5.0,5.0,1.0,1.0,3.0,20.0,15.0,0.0,0.0,,1.0,108032.88
2444788,32,2025-04-12 15:00:00,"St. Mary's Stadium, Southampton",30673,Home,Southampton,Aston Villa,0,3,L,0,0,0,0,,7.0,2.0,4.0,1.0,0.3105,0.25,1.0,,1.0,,0.138904,,5.0,1.0,19.0,34.0,354.0,307.0,39.9,8.0,18.0,10.0,11.0,37.0,37.0,3.0,5.0,1.0,,4.0,12.0,98.0,7.0,3.0,3.2949,,32.0,45.0,8.0,6.0,2.0,2.0,1.0,11.0,4.0,0.0,0.0,,,100732.88
2444799,33,2025-04-19 15:00:00,"London Stadium, London",62461,Away,Southampton,West Ham,1,1,D,0,0,0,0,1.0,15.0,4.0,5.0,6.0,0.6413,0.8571,1.0,,1.0,1.0,0.525675,,11.0,7.0,33.0,59.0,455.0,396.0,48.1,25.0,15.0,9.0,6.0,14.0,14.0,3.0,5.0,,,3.0,3.0,104.0,3.0,1.0,1.0933,,44.0,40.0,11.0,11.0,5.0,5.0,7.0,13.0,14.0,0.0,0.0,,1.0,107161.99
2444808,34,2025-04-26 15:00:00,"St. Mary's Stadium, Southampton",28946,Home,Southampton,Fulham,1,2,L,1,0,0,0,1.0,7.0,3.0,,4.0,0.6282,1.4104,1.0,1.0,,1.0,0.270851,1.0,5.0,5.0,15.0,49.0,319.0,246.0,35.4,13.0,9.0,4.0,6.0,42.0,42.0,6.0,5.0,,,4.0,10.0,119.0,3.0,2.0,2.912,,44.0,52.0,15.0,21.0,,,1.0,10.0,12.0,0.0,0.0,,1.0,105795.88
2444817,35,2025-05-03 15:00:00,"King Power Stadium, Leicester",31240,Away,Southampton,Leicester,0,2,L,0,2,0,0,,8.0,2.0,1.0,5.0,0.5329,0.3296,1.0,,1.0,,0.580865,,8.0,7.0,24.0,44.0,455.0,396.0,50.4,20.0,13.0,10.0,5.0,16.0,16.0,6.0,6.0,,,5.0,5.0,99.0,2.0,2.0,1.3253,,42.0,40.0,13.0,10.0,7.0,7.0,,13.0,12.0,0.0,0.0,,1.0,104617.44
2444827,36,2025-05-10 15:00:00,"St. Mary's Stadium, Southampton",30937,Home,Southampton,Man City,0,0,D,0,0,0,0,,2.0,,,2.0,0.101,,,,,,0.308809,,2.0,2.0,7.0,37.0,258.0,196.0,28.2,7.0,13.0,8.0,11.0,52.0,52.0,4.0,14.0,1.0,,13.0,7.0,101.0,4.0,,0.6609,1.0,40.0,51.0,17.0,17.0,1.0,1.0,,9.0,8.0,0.0,0.0,,2.0,102216.59
2444836,37,2025-05-18 12:00:00,"Goodison Park, Liverpool",39201,Away,Southampton,Everton,0,2,L,0,2,0,0,,6.0,2.0,3.0,1.0,1.2126,1.217,1.0,,2.0,1.0,0.832271,,3.0,2.0,17.0,33.0,509.0,441.0,50.0,17.0,18.0,11.0,8.0,30.0,30.0,4.0,4.0,1.0,,5.0,12.0,120.0,2.0,2.0,2.6457,,46.0,61.0,11.0,21.0,5.0,5.0,,10.0,5.0,0.0,0.0,,1.0,103698.98
2444847,38,2025-05-25 16:00:00,"St. Mary's Stadium, Southampton",31289,Home,Southampton,Arsenal,1,2,L,0,1,0,0,1.0,7.0,2.0,2.0,3.0,0.6174,0.9922,,,,,0.544568,1.0,3.0,2.0,22.0,39.0,339.0,278.0,38.2,17.0,18.0,9.0,6.0,34.0,34.0,7.0,11.0,1.0,,10.0,11.0,105.0,6.0,2.0,1.4136,,52.0,49.0,13.0,14.0,5.0,5.0,1.0,7.0,7.0,0.0,0.0,,1.0,102200.04
