matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
803264,11,2015-11-01 16:00:00,"St. Mary's Stadium, Southampton",31229,Home,Southampton,Bournemouth,2,0,W,2,0,1,0,2.0,11.0,2.0,4.0,5.0,1.0,1.0,,,2.0,8.0,5.0,27.0,64.0,479.0,400.0,48.5,21.0,15.0,19.0,28.0,15.0,16.0,5.0,,,7.0,9.0,143.0,2.0,,1.0,49.0,44.0,19.0,14.0,4.0,4.0,,5.0,5.0,0.0,0.0,,,1.0
803277,12,2015-11-07 15:00:00,"Stadium of Light, Sunderland",41781,Away,Southampton,Sunderland,1,0,W,0,0,0,0,1.0,14.0,5.0,5.0,4.0,1.0,1.0,1.0,,,9.0,4.0,48.0,81.0,551.0,431.0,64.2,14.0,13.0,13.0,34.0,29.0,15.0,1.0,,,5.0,11.0,179.0,3.0,,1.0,55.0,53.0,29.0,24.0,7.0,7.0,,11.0,10.0,0.0,0.0,1.0,1.0,5.0
803289,13,2015-11-21 15:00:00,"St. Mary's Stadium, Southampton",30039,Home,Southampton,Stoke,0,1,L,0,1,0,0,,15.0,1.0,13.0,1.0,,,,,,11.0,2.0,54.0,84.0,517.0,403.0,58.2,16.0,13.0,12.0,8.0,7.0,20.0,2.0,,,8.0,11.0,177.0,2.0,1.0,,53.0,48.0,19.0,20.0,7.0,7.0,3.0,8.0,8.0,0.0,0.0,,,
803297,14,2015-11-28 15:00:00,"Etihad Stadium, Manchester",54102,Away,Southampton,Man City,1,3,L,0,2,0,0,1.0,12.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,9.0,8.0,25.0,56.0,463.0,377.0,54.1,18.0,14.0,13.0,18.0,12.0,7.0,7.0,,1.0,7.0,21.0,154.0,5.0,3.0,,54.0,58.0,10.0,13.0,4.0,4.0,3.0,11.0,13.0,0.0,0.0,,,6.0
803302,15,2015-12-05 15:00:00,"St. Mary's Stadium, Southampton",29645,Home,Southampton,Aston Villa,1,1,D,0,1,0,0,1.0,23.0,5.0,12.0,6.0,3.0,,4.0,,1.0,20.0,9.0,56.0,91.0,539.0,438.0,63.1,25.0,19.0,10.0,9.0,5.0,16.0,3.0,,,6.0,9.0,171.0,1.0,1.0,,51.0,36.0,11.0,14.0,10.0,10.0,2.0,4.0,8.0,0.0,0.0,,,3.0
803317,16,2015-12-12 15:00:00,"Selhurst Park, London",24914,Away,Southampton,Crystal Palace,0,1,L,0,1,0,0,,15.0,3.0,8.0,4.0,1.0,,1.0,,,12.0,6.0,31.0,72.0,397.0,296.0,56.2,14.0,9.0,7.0,47.0,37.0,12.0,4.0,,,14.0,10.0,167.0,4.0,1.0,,50.0,59.0,18.0,18.0,5.0,5.0,2.0,13.0,11.0,0.0,0.0,,,
803330,17,2015-12-19 15:00:00,"St. Mary's Stadium, Southampton",31636,Home,Southampton,Spurs,0,2,L,0,2,0,0,,11.0,4.0,2.0,5.0,2.0,,2.0,,,11.0,9.0,33.0,76.0,386.0,277.0,51.0,24.0,21.0,27.0,14.0,8.0,18.0,3.0,1.0,,12.0,15.0,183.0,3.0,2.0,,57.0,67.0,20.0,18.0,4.0,4.0,,18.0,9.0,0.0,0.0,,,5.0
803332,18,2015-12-26 19:45:00,"St. Mary's Stadium, Southampton",31669,Home,Southampton,Arsenal,4,0,W,1,0,0,0,4.0,14.0,5.0,5.0,4.0,4.0,3.0,1.0,1.0,3.0,9.0,6.0,24.0,52.0,312.0,231.0,35.2,22.0,15.0,15.0,22.0,14.0,11.0,,,,9.0,6.0,135.0,5.0,,1.0,46.0,48.0,7.0,18.0,3.0,3.0,,10.0,9.0,0.0,0.0,,,6.0
803348,19,2015-12-28 17:30:00,"Boleyn Ground, London",34977,Away,Southampton,West Ham,1,2,L,1,0,0,0,1.0,14.0,3.0,8.0,3.0,1.0,,1.0,,,9.0,5.0,44.0,92.0,409.0,304.0,50.9,21.0,19.0,20.0,27.0,22.0,16.0,2.0,1.0,1.0,6.0,14.0,182.0,2.0,2.0,,55.0,62.0,19.0,21.0,7.0,7.0,,12.0,5.0,0.0,0.0,,,2.0
803358,20,2016-01-02 15:00:00,"Carrow Road, Norwich",27022,Away,Southampton,Norwich,0,1,L,0,0,1,0,,10.0,4.0,5.0,1.0,1.0,,1.0,,,9.0,5.0,47.0,89.0,494.0,379.0,58.4,19.0,16.0,15.0,23.0,20.0,12.0,2.0,1.0,,8.0,6.0,170.0,,1.0,,52.0,49.0,23.0,25.0,9.0,9.0,,7.0,8.0,0.0,0.0,,,2.0
803370,21,2016-01-13 19:45:00,"St. Mary's Stadium, Southampton",28399,Home,Southampton,Watford,2,0,W,1,0,0,0,2.0,15.0,7.0,7.0,1.0,2.0,,3.0,1.0,2.0,9.0,6.0,45.0,89.0,458.0,351.0,50.6,22.0,19.0,28.0,30.0,25.0,21.0,3.0,,,6.0,6.0,170.0,1.0,,1.0,57.0,40.0,20.0,15.0,8.0,9.0,1.0,9.0,10.0,0.0,0.0,,,4.0
803380,22,2016-01-16 15:00:00,"St. Mary's Stadium, Southampton",29622,Home,Southampton,West Brom,3,0,W,2,0,0,0,3.0,9.0,5.0,2.0,2.0,,1.0,,,1.0,7.0,5.0,27.0,83.0,465.0,375.0,55.8,14.0,13.0,16.0,34.0,25.0,13.0,3.0,,,5.0,9.0,144.0,,,1.0,50.0,52.0,17.0,24.0,1.0,1.0,,10.0,10.0,0.0,0.0,1.0,1.0,2.0
803388,23,2016-01-23 15:00:00,"Old Trafford, Manchester",75408,Away,Southampton,Man Utd,1,0,W,0,0,0,0,1.0,7.0,2.0,5.0,,2.0,1.0,1.0,,1.0,6.0,1.0,28.0,84.0,361.0,237.0,44.6,18.0,12.0,40.0,28.0,20.0,26.0,2.0,,,7.0,5.0,178.0,1.0,,1.0,68.0,41.0,33.0,18.0,4.0,4.0,4.0,8.0,11.0,0.0,0.0,,,1.0
803397,24,2016-02-02 19:45:00,"Emirates Stadium, London",60044,Away,Southampton,Arsenal,0,0,D,0,0,0,0,,14.0,3.0,4.0,7.0,1.0,,1.0,,,7.0,5.0,34.0,65.0,274.0,179.0,33.3,32.0,17.0,33.0,31.0,22.0,26.0,6.0,,,14.0,16.0,160.0,10.0,,1.0,54.0,69.0,8.0,17.0,3.0,3.0,,19.0,11.0,0.0,0.0,,,2.0
803411,25,2016-02-06 17:30:00,"St. Mary's Stadium, Southampton",29161,Home,Southampton,West Ham,1,0,W,1,0,1,0,1.0,8.0,2.0,3.0,3.0,1.0,1.0,,,1.0,6.0,4.0,24.0,50.0,280.0,213.0,35.2,19.0,14.0,17.0,47.0,40.0,6.0,10.0,,,7.0,17.0,116.0,2.0,,1.0,45.0,48.0,14.0,6.0,4.0,4.0,2.0,17.0,10.0,0.0,0.0,,,
803416,26,2016-02-13 15:00:00,"Swansea.com Stadium, Swansea",20890,Away,Southampton,Swansea,1,0,W,0,0,0,0,1.0,14.0,5.0,4.0,5.0,2.0,1.0,1.0,,1.0,12.0,9.0,26.0,74.0,401.0,303.0,45.6,11.0,8.0,16.0,58.0,48.0,19.0,3.0,,,3.0,9.0,155.0,2.0,,1.0,48.0,41.0,26.0,15.0,4.0,4.0,1.0,12.0,9.0,0.0,0.0,,,2.0
803425,27,2016-02-27 15:00:00,"St. Mary's Stadium, Southampton",31688,Home,Southampton,Chelsea,1,2,L,1,0,0,0,1.0,7.0,2.0,3.0,2.0,1.0,1.0,1.0,,,6.0,3.0,33.0,59.0,338.0,256.0,34.6,14.0,12.0,19.0,28.0,22.0,18.0,3.0,,,15.0,8.0,142.0,2.0,2.0,,41.0,55.0,12.0,18.0,7.0,7.0,,10.0,11.0,0.0,0.0,,,5.0
803436,28,2016-03-01 19:45:00,"Vitality Stadium, Bournemouth",11033,Away,Southampton,Bournemouth,0,2,L,0,1,0,0,,6.0,1.0,3.0,2.0,2.0,,2.0,,,6.0,3.0,28.0,72.0,424.0,327.0,54.6,13.0,11.0,9.0,38.0,31.0,16.0,3.0,,1.0,7.0,11.0,152.0,2.0,2.0,,55.0,53.0,27.0,20.0,2.0,2.0,,18.0,10.0,0.0,0.0,,,4.0
803450,29,2016-03-05 15:00:00,"St. Mary's Stadium, Southampton",31458,Home,Southampton,Sunderland,1,1,D,0,0,1,0,1.0,16.0,5.0,4.0,7.0,1.0,,1.0,,1.0,11.0,10.0,53.0,81.0,496.0,392.0,65.1,10.0,5.0,14.0,40.0,33.0,22.0,4.0,1.0,,9.0,9.0,168.0,2.0,1.0,,50.0,47.0,23.0,19.0,12.0,12.0,,9.0,8.0,0.0,0.0,,,1.0
803457,30,2016-03-12 15:00:00,"bet365 Stadium, Stoke",27833,Away,Southampton,Stoke,2,1,W,2,0,1,0,2.0,11.0,4.0,5.0,2.0,2.0,,2.0,1.0,2.0,9.0,6.0,27.0,64.0,345.0,252.0,39.4,20.0,15.0,10.0,42.0,36.0,13.0,3.0,,,12.0,20.0,157.0,1.0,1.0,,62.0,70.0,20.0,25.0,4.0,4.0,,12.0,13.0,0.0,0.0,,,1.0
803466,31,2016-03-20 13:30:00,"St. Mary's Stadium, Southampton",31596,Home,Southampton,Liverpool,3,2,W,0,2,0,0,3.0,16.0,5.0,6.0,5.0,,,2.0,,3.0,13.0,9.0,26.0,78.0,466.0,379.0,49.2,18.0,15.0,22.0,31.0,23.0,24.0,4.0,,,14.0,7.0,136.0,6.0,2.0,,60.0,48.0,20.0,14.0,3.0,3.0,1.0,10.0,13.0,0.0,0.0,1.0,,3.0
803477,32,2016-04-03 13:30:00,"King Power Stadium, Leicester",32071,Away,Southampton,Leicester,0,1,L,0,1,0,0,,10.0,2.0,5.0,3.0,1.0,,1.0,,,8.0,5.0,56.0,73.0,407.0,322.0,54.0,20.0,17.0,11.0,38.0,28.0,22.0,4.0,,,9.0,21.0,175.0,4.0,1.0,,67.0,58.0,28.0,17.0,8.0,8.0,,13.0,12.0,0.0,0.0,,,2.0
803488,33,2016-04-09 15:00:00,"St. Mary's Stadium, Southampton",31542,Home,Southampton,Newcastle,3,1,W,2,0,0,0,3.0,20.0,6.0,9.0,5.0,2.0,1.0,1.0,,2.0,17.0,9.0,35.0,73.0,429.0,321.0,50.6,15.0,13.0,19.0,21.0,18.0,17.0,1.0,1.0,,7.0,14.0,169.0,2.0,1.0,,43.0,40.0,12.0,6.0,11.0,11.0,,8.0,7.0,0.0,0.0,,,2.0
803496,34,2016-04-16 15:00:00,"Goodison Park, Liverpool",36761,Away,Southampton,Everton,1,1,D,0,0,0,0,1.0,17.0,4.0,9.0,4.0,1.0,1.0,,2.0,1.0,13.0,6.0,54.0,73.0,378.0,292.0,50.7,15.0,13.0,15.0,16.0,14.0,17.0,3.0,,,13.0,9.0,158.0,1.0,1.0,,53.0,50.0,23.0,14.0,10.0,10.0,,14.0,8.0,0.0,0.0,,,3.0
803507,35,2016-04-23 15:00:00,"Villa Park, Birmingham",29729,Away,Southampton,Aston Villa,4,2,W,2,1,0,0,4.0,17.0,7.0,6.0,4.0,5.0,3.0,4.0,2.0,4.0,13.0,10.0,46.0,58.0,536.0,446.0,58.0,21.0,18.0,23.0,17.0,12.0,13.0,3.0,,,14.0,12.0,152.0,4.0,2.0,,51.0,67.0,16.0,24.0,11.0,11.0,1.0,9.0,7.0,0.0,0.0,,,4.0
803517,36,2016-05-01 16:30:00,"St. Mary's Stadium, Southampton",31472,Home,Southampton,Man City,4,2,W,2,1,0,0,4.0,14.0,7.0,5.0,2.0,4.0,4.0,,1.0,4.0,12.0,8.0,35.0,72.0,384.0,296.0,40.2,38.0,23.0,25.0,13.0,11.0,17.0,,1.0,1.0,13.0,13.0,149.0,3.0,2.0,,78.0,63.0,16.0,15.0,8.0,9.0,,12.0,8.0,0.0,0.0,,,3.0
803527,37,2016-05-08 13:30:00,"White Hart Lane, London",35748,Away,Southampton,Spurs,2,1,W,1,1,0,0,2.0,10.0,2.0,5.0,3.0,2.0,1.0,1.0,,2.0,8.0,3.0,27.0,71.0,257.0,175.0,30.2,26.0,17.0,22.0,45.0,31.0,10.0,5.0,1.0,1.0,11.0,12.0,133.0,5.0,1.0,,60.0,48.0,19.0,8.0,2.0,2.0,,15.0,7.0,0.0,0.0,,,4.0
803534,38,2016-05-15 15:00:00,"St. Mary's Stadium, Southampton",31313,Home,Southampton,Crystal Palace,4,1,W,1,0,0,0,4.0,19.0,5.0,12.0,2.0,1.0,2.0,,1.0,2.0,13.0,4.0,37.0,69.0,396.0,329.0,49.8,15.0,11.0,19.0,40.0,30.0,15.0,8.0,,,6.0,10.0,120.0,3.0,1.0,,47.0,35.0,12.0,11.0,2.0,2.0,1.0,7.0,13.0,0.0,0.0,1.0,1.0,2.0
