playerId,playerName,position,team,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,throughBalls,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,substituteOn,iboxTarget,shotsOnTargetInBox,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,expectedGoals,successfulCrossesOpenPlay,goalAssists,offsides,oboxBlocked,successfulCrossesAndCorners,lastPlayerTackle,shotsBlockedOutsideBox,clearancesOffTheLine,handballsConceded,ownGoalScored,foulWonPenalty,goals,awayGoals,homeGoals,headedGoals,hitWoodwork,unsuccessfulLayoffs,cornersTakenInclShortCorners,successfulCornersIntoBox,rightFootGoals,unsuccessfulCornersIntoBox,leftFootGoals,shotsOnTargetOutsideBox,penaltiesTaken,oboxTarget,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltyGoals
607464,Michael Kayode,Defender,Brentford,Italy,2025-26,156.0,,2.9359,0.0,,67.0,,2.0,124.0,37.0,37.0,171.0,1141.0,,,68.0,8.0,,3264.0,27.0,213.0,3.0,2.0,172.0,932.0,,,5.0,48.181,33.0,10.0,99.0,49.0,129.0,78.0,,50.0,0.0,369.0,,333.0,163.0,37.0,,22.0,418.0,46.0,301.0,41.0,0.0,,1126.0,523.0,55.0,,,436.0,26.0,38.0,38.0,2177.0,27.0,566.0,11.0,,8.0,47.0,64.0,2.0,4.0,3.0,5.0,1.4273,5.0,2.0,42.0,,2.0,2.0,47.0,35.0,176.0,3.0,21.0,52.0,42.0,83.0,3.0,2.0,23.0,45.0,15.0,294.0,215.0,6.0,1.1757,14.0,1.0,1.0,1.0,14.0,,1.0,2.0,1.0,1.0,,1.0,0.0,1.0,1.0,,1.0,,,,,,,,,,,,
494556,Ollie Shield,Defender,Brentford,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649240,Joshua Stephenson,Defender,Brentford,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587433,Conor McManus,Defender,Brentford,Ireland,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56979,Jordan Henderson,Midfielder,Brentford,England,2025-26,51.0,,2.4524,0.0,,27.0,,6.0,137.0,32.0,22.0,256.0,1158.0,,,31.0,2.0,,1922.0,18.0,48.0,3.0,,35.0,831.0,,,1.0,27.7565,16.0,13.0,34.0,28.0,33.0,265.0,,7.0,0.0,99.0,,423.0,98.0,32.0,,14.0,434.0,25.0,68.0,13.0,0.0,,1120.0,318.0,3.0,,,295.0,13.0,17.0,71.0,1382.0,50.0,485.0,11.0,,6.0,119.0,52.0,,2.0,1.0,1.0,0.6364,4.0,32.0,26.0,10.0,,,20.0,13.0,,1.0,9.0,5.0,32.0,11.0,1.0,3.0,5.0,13.0,7.0,175.0,2.0,12.0,0.3319,12.0,3.0,1.0,1.0,17.0,1.0,1.0,,,,,1.0,0.0,1.0,,,,3.0,1.0,1.0,1.0,,,,,,,,
513418,Kevin Schade,Midfielder,Brentford,Germany,2025-26,241.0,,2.0848,1.0,,41.0,,4.0,159.0,35.0,32.0,170.0,527.0,,,173.0,5.0,,2757.0,86.0,190.0,3.0,,103.0,350.0,,,2.0,35.3262,25.0,1.0,31.0,34.0,155.0,162.0,,43.0,0.0,431.0,,177.0,94.0,35.0,,17.0,253.0,31.0,258.0,87.0,1.0,,523.0,388.0,20.0,,,64.0,50.0,18.0,7.0,1088.0,5.0,109.0,19.0,,6.0,11.0,33.0,1.0,12.0,24.0,11.0,9.826,45.0,22.0,17.0,3.0,15.0,15.0,48.0,141.0,2.0,12.0,24.0,55.0,17.0,100.0,12.0,21.0,24.0,24.0,3.0,124.0,9.0,13.0,12.1782,4.0,3.0,10.0,,5.0,,,,1.0,,2.0,8.0,2.0,6.0,3.0,4.0,3.0,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,,,,
207283,Mathias Jensen,Midfielder,Brentford,Denmark,2025-26,116.0,,6.0183,0.0,,41.0,,13.0,134.0,36.0,26.0,215.0,1122.0,,,29.0,4.0,,2252.0,21.0,83.0,3.0,,75.0,809.0,,,4.0,33.8616,32.0,14.0,37.0,33.0,95.0,313.0,,15.0,0.0,199.0,,396.0,117.0,36.0,,18.0,584.0,30.0,170.0,8.0,0.0,,1071.0,405.0,19.0,,,237.0,20.0,21.0,98.0,1603.0,36.0,361.0,11.0,,3.0,81.0,44.0,2.0,10.0,8.0,2.0,1.8919,19.0,35.0,35.0,10.0,2.0,2.0,33.0,40.0,5.0,1.0,18.0,16.0,88.0,41.0,1.0,11.0,12.0,23.0,4.0,176.0,23.0,13.0,2.2661,13.0,1.0,2.0,9.0,38.0,,9.0,,,,,3.0,2.0,1.0,,1.0,2.0,65.0,17.0,3.0,43.0,,3.0,,3.0,3.0,3.0,0.1288,
183656,Josh Dasilva,Midfielder,Brentford,England,2025-26,1.0,,0.0015,0.0,,,,,1.0,2.0,,1.0,5.0,,,,,,2.0,,,,,,4.0,,,,,1.0,,,,1.0,2.0,,,0.0,1.0,,2.0,1.0,2.0,,,2.0,,1.0,,0.0,,5.0,2.0,,,,1.0,,,,8.0,,2.0,,,0.0,,,,,,,,1.0,1.0,,2.0,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,1.0,,,0.0762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244858,Fábio Carvalho,Midfielder,Brentford,Portugal,2025-26,6.0,,0.0312,0.0,,3.0,,,5.0,6.0,1.0,5.0,25.0,,,4.0,,,100.0,3.0,5.0,,,4.0,18.0,,,,2.77,,,,4.0,3.0,6.0,,,0.0,11.0,,7.0,5.0,6.0,,1.0,11.0,4.0,7.0,1.0,0.0,,22.0,14.0,1.0,,,7.0,,,2.0,45.0,,10.0,,,0.0,,,,,1.0,,0.6839,2.0,1.0,3.0,5.0,,,1.0,2.0,,,1.0,2.0,4.0,3.0,,1.0,1.0,2.0,,5.0,,,0.6992,,,,,1.0,,,,,,,1.0,0.0,1.0,,,,3.0,1.0,1.0,1.0,,,,,,,,
543295,Antoni Milambo,Midfielder,Brentford,Netherlands,2025-26,1.0,,0.0116,0.0,,3.0,,,3.0,1.0,1.0,3.0,11.0,,,3.0,,,45.0,1.0,5.0,,,3.0,8.0,,,,2.3906,,,,3.0,,,,,0.0,6.0,,5.0,2.0,1.0,,2.0,5.0,3.0,3.0,2.0,0.0,,11.0,4.0,,,,4.0,,,,19.0,,3.0,,,0.0,,1.0,,,,,,,1.0,,,,,2.0,,,,2.0,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508395,Yehor Yarmoliuk,Midfielder,Brentford,Ukraine,2025-26,153.0,,1.3883,0.0,,70.0,,2.0,137.0,37.0,30.0,211.0,1347.0,,,58.0,6.0,,2665.0,26.0,129.0,2.0,,97.0,1069.0,,,4.0,38.0746,12.0,8.0,41.0,42.0,127.0,358.0,,12.0,0.0,282.0,,370.0,187.0,37.0,,25.0,532.0,40.0,224.0,32.0,0.0,,1334.0,328.0,15.0,,,329.0,37.0,28.0,67.0,1782.0,35.0,612.0,12.0,,7.0,74.0,49.0,1.0,4.0,4.0,2.0,0.7708,12.0,21.0,22.0,7.0,1.0,1.0,64.0,18.0,,3.0,43.0,27.0,22.0,50.0,3.0,8.0,8.0,45.0,14.0,290.0,6.0,15.0,1.2018,8.0,2.0,1.0,1.0,8.0,,1.0,,,,,1.0,0.0,1.0,,1.0,1.0,,,1.0,,,2.0,,2.0,,,,
440089,Mikkel Damsgaard,Midfielder,Brentford,Denmark,2025-26,155.0,,5.442,0.0,,57.0,,14.0,170.0,33.0,24.0,225.0,951.0,,,46.0,3.0,,2057.0,27.0,116.0,2.0,,97.0,689.0,,,4.0,27.4444,38.0,6.0,16.0,32.0,128.0,241.0,,23.0,1.0,271.0,,374.0,139.0,33.0,,22.0,530.0,30.0,225.0,19.0,0.0,,907.0,425.0,18.0,,,176.0,19.0,25.0,37.0,1420.0,21.0,224.0,11.0,,0.0,55.0,40.0,,5.0,11.0,3.0,3.1071,24.0,34.0,33.0,9.0,3.0,3.0,49.0,80.0,1.0,2.0,22.0,33.0,69.0,66.0,2.0,13.0,15.0,35.0,4.0,160.0,6.0,15.0,2.6169,12.0,4.0,4.0,3.0,28.0,,3.0,,1.0,,,4.0,3.0,1.0,1.0,1.0,1.0,43.0,13.0,3.0,25.0,,4.0,,4.0,1.0,1.0,0.1681,
204580,Vitaly Janelt,Midfielder,Brentford,Germany,2025-26,66.0,,2.2719,0.0,,27.0,,2.0,61.0,25.0,15.0,103.0,811.0,,,38.0,4.0,,1437.0,15.0,66.0,2.0,,43.0,665.0,,,3.0,22.3305,17.0,5.0,34.0,21.0,51.0,221.0,,13.0,0.0,132.0,,280.0,85.0,25.0,,11.0,357.0,19.0,94.0,23.0,0.0,,773.0,172.0,5.0,,,176.0,20.0,30.0,43.0,1081.0,18.0,370.0,7.0,,8.0,42.0,28.0,,3.0,3.0,1.0,1.2013,9.0,14.0,13.0,10.0,1.0,1.0,14.0,22.0,,1.0,5.0,6.0,42.0,12.0,1.0,6.0,7.0,16.0,8.0,134.0,5.0,4.0,0.9081,5.0,4.0,,2.0,19.0,,2.0,1.0,1.0,,,1.0,1.0,0.0,1.0,1.0,1.0,37.0,11.0,,21.0,,1.0,,1.0,,,,
606689,Romelle Donovan,Midfielder,Brentford,England,2025-26,7.0,,0.0173,0.0,,,,,6.0,4.0,,7.0,16.0,,,1.0,,,38.0,1.0,8.0,,,8.0,8.0,,,,,1.0,,,,6.0,3.0,,3.0,0.0,15.0,,4.0,5.0,4.0,,,8.0,,14.0,,0.0,,16.0,14.0,5.0,,,5.0,2.0,,1.0,34.0,1.0,1.0,2.0,,0.0,1.0,3.0,,2.0,1.0,,0.0475,1.0,,2.0,4.0,,,1.0,5.0,,,,1.0,2.0,3.0,,,1.0,,,4.0,,,0.0958,,,,2.0,,,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,
559610,Luka Bentt,Midfielder,Brentford,Belgium,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547671,Riley Owen,Midfielder,Brentford,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502500,Igor Thiago,Forward,Brentford,Brazil,2025-26,322.0,,1.8834,0.0,,38.0,,4.0,182.0,38.0,37.0,194.0,630.0,,,291.0,9.0,,3284.0,179.0,203.0,3.0,,91.0,423.0,,,5.0,49.2128,23.0,1.0,64.0,50.0,143.0,136.0,,26.0,7.0,525.0,,142.0,93.0,38.0,,16.0,268.0,47.0,234.0,112.0,0.0,,610.0,387.0,29.0,,,154.0,73.0,12.0,13.0,1215.0,3.0,175.0,15.0,,7.0,12.0,43.0,,17.0,43.0,8.0,20.0216,67.0,56.0,12.0,1.0,21.0,21.0,38.0,169.0,,15.0,23.0,24.0,12.0,66.0,15.0,24.0,19.0,22.0,8.0,198.0,,7.0,20.584,7.0,1.0,23.0,2.0,7.0,,2.0,1.0,4.0,,,22.0,9.0,13.0,2.0,3.0,19.0,,,14.0,,6.0,,9.0,,,,,8.0
200641,Reiss Nelson,Forward,Brentford,England,2025-26,13.0,,0.1165,0.0,,4.0,,,5.0,10.0,,6.0,74.0,,,,,,118.0,,11.0,,,11.0,66.0,,,1.0,3.575,1.0,,2.0,2.0,13.0,25.0,,2.0,0.0,24.0,,13.0,16.0,10.0,,1.0,52.0,2.0,24.0,,0.0,,73.0,24.0,5.0,,,16.0,,,2.0,115.0,,16.0,,,0.0,1.0,,,,1.0,1.0,0.5036,5.0,2.0,2.0,10.0,,,3.0,8.0,,,2.0,7.0,2.0,11.0,,4.0,1.0,3.0,1.0,20.0,,,0.7111,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,
533463,Dango Ouattara,Forward,Brentford,Burkina Faso,2025-26,187.0,,4.3238,0.0,,24.0,,5.0,158.0,32.0,25.0,179.0,485.0,,,107.0,1.0,,2279.0,55.0,138.0,3.0,,86.0,288.0,,,4.0,32.5666,24.0,4.0,52.0,35.0,132.0,47.0,,39.0,3.0,325.0,,149.0,85.0,32.0,,11.0,241.0,32.0,218.0,52.0,0.0,,473.0,438.0,23.0,,,166.0,27.0,24.0,18.0,1075.0,12.0,84.0,17.0,,5.0,21.0,34.0,,14.0,20.0,9.0,6.8412,42.0,18.0,71.0,7.0,10.0,10.0,61.0,119.0,1.0,10.0,32.0,57.0,89.0,88.0,10.0,22.0,29.0,13.0,,123.0,3.0,13.0,7.7177,11.0,3.0,9.0,4.0,19.0,,4.0,,,,5.0,7.0,2.0,5.0,2.0,1.0,2.0,28.0,7.0,,18.0,5.0,3.0,,3.0,,,,
249231,Keane Lewis-Potter,Forward,Brentford,England,2025-26,97.0,,2.5026,0.0,,23.0,,1.0,71.0,36.0,22.0,127.0,568.0,,,39.0,5.0,,1968.0,28.0,86.0,4.0,,75.0,417.0,,,2.0,32.3425,16.0,8.0,37.0,32.0,69.0,143.0,,36.0,1.0,183.0,,230.0,96.0,36.0,,9.0,260.0,28.0,144.0,11.0,0.0,,562.0,266.0,16.0,,,54.0,15.0,12.0,24.0,993.0,33.0,203.0,5.0,,1.0,56.0,35.0,,12.0,9.0,2.0,2.2722,19.0,8.0,46.0,14.0,4.0,4.0,31.0,74.0,16.0,6.0,10.0,28.0,47.0,43.0,6.0,10.0,13.0,14.0,2.0,141.0,46.0,12.0,3.0378,21.0,3.0,3.0,6.0,22.0,,6.0,,,,,3.0,2.0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,6.0,6.0,0.3966,
593174,Kaye Furo,Forward,Brentford,Belgium,2025-26,1.0,,,0.0,,,,,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,0.0,1.0,,,,1.0,,,,,,,0.0,,,3.0,,,,,1.0,,,3.0,,,,,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
