playerId,playerName,position,team,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,crossesNotClaimed,substituteOn,unsuccessfulCrossesOpenPlay,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,successfulLayoffs,foulWonPenalty,offsides,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,shotsBlockedInBox,tacklesLost,lastPlayerTackle,iboxBlocked,shotsOffTargetIncWoodwork,clearancesOffTheLine,foulAttemptedTackle,expectedGoals,goals,awayGoals,penaltiesConceded,ownGoalScored,homeGoals,headedGoals,hitWoodwork,throughBalls,oboxBlocked,leftFootGoals,shotsBlockedOutsideBox,handballsConceded,shotsOnTargetOutsideBox,oboxTarget,rightFootGoals,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,secondGoalAssists,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals
622536,Benjamin Arthur,Defender,Brentford,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612534,Benjamin Fredrick,Defender,Brentford,Nigeria,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128295,Christian Nørgaard,Midfielder,Arsenal,Denmark,2024-25,132.0,1.3692,1.0,,79.0,,183.0,34.0,4.0,34.0,241.0,1394.0,,,84.0,4.0,,2829.0,163.0,4.0,58.0,111.0,1088.0,,,42.4325,14.0,17.0,64.0,45.0,100.0,320.0,,28.0,1.0,295.0,32.0,,492.0,193.0,34.0,,579.0,41.0,211.0,52.0,1.0,,1374.0,7.0,323.0,49.0,7.0,,,356.0,65.0,1883.0,11.0,34.0,579.0,,8.0,58.0,71.0,,,12.0,32.0,58.0,4.0,5.0,12.0,25.0,20.0,44.0,49.0,226.0,6.0,5.0,12.0,16.0,1.0,5.4668,27.0,44.0,,1.0,5.0,7.0,7.0,3.0,6.0,30.0,,6.0,11.0,,30.0,4.364,5.0,2.0,,,3.0,3.0,1.0,4.0,6.0,,6.0,,4.0,4.0,2.0,,,,,,,,,
513418,Kevin Schade,Midfielder,Brentford,Germany,2024-25,199.0,1.7569,0.0,,39.0,,156.0,38.0,2.0,26.0,160.0,448.0,,,170.0,2.0,,2301.0,197.0,4.0,35.0,107.0,281.0,,1.0,28.964,21.0,1.0,30.0,34.0,119.0,151.0,,38.0,6.0,396.0,15.0,,131.0,83.0,38.0,,226.0,30.0,226.0,90.0,0.0,,445.0,21.0,373.0,25.0,30.0,,,49.0,7.0,979.0,20.0,1.0,67.0,,3.0,4.0,32.0,,12.0,33.0,80.0,160.0,24.0,52.0,33.0,88.0,4.0,21.0,5.0,117.0,30.0,5.0,12.0,27.0,7.0,9.7306,43.0,13.0,1.0,13.0,5.0,14.0,14.0,6.0,10.0,14.0,,10.0,16.0,,7.0,8.2031,11.0,5.0,,,6.0,4.0,3.0,1.0,2.0,3.0,2.0,,2.0,2.0,4.0,,,,,,,,,
207283,Mathias Jensen,Midfielder,Brentford,Denmark,2024-25,33.0,1.7459,0.0,,14.0,,56.0,24.0,2.0,8.0,74.0,405.0,,,13.0,1.0,,852.0,41.0,1.0,18.0,33.0,297.0,,,15.5495,14.0,2.0,13.0,17.0,28.0,111.0,,10.0,0.0,74.0,11.0,,143.0,48.0,24.0,,210.0,16.0,61.0,8.0,0.0,,389.0,5.0,147.0,10.0,9.0,,,75.0,34.0,601.0,6.0,6.0,132.0,,2.0,18.0,25.0,,16.0,11.0,5.0,9.0,23.0,6.0,22.0,13.0,4.0,7.0,8.0,76.0,21.0,4.0,1.0,1.0,2.0,0.0494,5.0,6.0,,,11.0,,,,,4.0,,,4.0,,2.0,0.2425,,,,,,,,2.0,1.0,,1.0,,1.0,1.0,,14.0,3.0,8.0,1.0,,,,,
216646,Yoane Wissa,Forward,Newcastle United,DR Congo,2024-25,145.0,1.8267,0.0,,22.0,,99.0,35.0,4.0,34.0,116.0,563.0,,,66.0,5.0,,2927.0,118.0,5.0,44.0,88.0,432.0,,1.0,42.6529,24.0,1.0,19.0,45.0,109.0,167.0,,51.0,5.0,263.0,21.0,,123.0,81.0,35.0,,289.0,40.0,197.0,30.0,0.0,,532.0,12.0,281.0,12.0,15.0,,,126.0,15.0,1020.0,11.0,4.0,159.0,,5.0,17.0,23.0,,1.0,19.0,36.0,167.0,,24.0,19.0,59.0,8.0,34.0,8.0,147.0,2.0,1.0,21.0,43.0,7.0,18.7504,69.0,37.0,1.0,14.0,1.0,17.0,17.0,4.0,19.0,10.0,,19.0,26.0,,20.0,18.5866,19.0,6.0,,,13.0,4.0,1.0,5.0,2.0,5.0,2.0,,7.0,7.0,10.0,1.0,,,,,,,,
244858,Fábio Carvalho,Midfielder,Brentford,Portugal,2024-25,36.0,0.5554,0.0,,13.0,,37.0,19.0,1.0,3.0,42.0,166.0,,,8.0,,,446.0,27.0,,12.0,25.0,119.0,,,9.3806,3.0,,2.0,14.0,30.0,52.0,,10.0,0.0,63.0,5.0,,50.0,30.0,19.0,,86.0,14.0,55.0,2.0,0.0,,158.0,1.0,83.0,9.0,2.0,,,29.0,5.0,267.0,3.0,2.0,39.0,,1.0,5.0,12.0,,16.0,4.0,6.0,24.0,,10.0,9.0,18.0,1.0,5.0,3.0,35.0,1.0,1.0,4.0,6.0,,2.6774,8.0,5.0,,1.0,1.0,3.0,3.0,,2.0,4.0,,2.0,2.0,,2.0,2.5115,2.0,1.0,,,1.0,,1.0,2.0,2.0,,2.0,,1.0,1.0,2.0,7.0,,3.0,,,,,,
508395,Yehor Yarmoliuk,Midfielder,Brentford,Ukraine,2024-25,87.0,0.9107,0.0,,49.0,,73.0,31.0,,15.0,87.0,739.0,,,18.0,2.0,,1442.0,83.0,4.0,29.0,75.0,598.0,,1.0,26.0893,9.0,3.0,31.0,25.0,77.0,223.0,,13.0,0.0,170.0,17.0,,173.0,113.0,31.0,,323.0,21.0,152.0,8.0,0.0,,736.0,7.0,159.0,28.0,13.0,,,174.0,54.0,1016.0,9.0,8.0,334.0,,6.0,14.0,34.0,,16.0,11.0,10.0,18.0,,11.0,11.0,32.0,9.0,19.0,13.0,169.0,4.0,5.0,4.0,2.0,2.0,0.7771,5.0,27.0,,2.0,5.0,1.0,1.0,2.0,3.0,21.0,,3.0,3.0,,4.0,0.6134,,,,,,,,4.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,
446008,Bryan Mbeumo,Forward,Manchester United,Cameroon,2024-25,207.0,9.2628,0.0,,49.0,,257.0,38.0,7.0,38.0,285.0,1092.0,,,110.0,8.0,,3415.0,179.0,5.0,73.0,144.0,777.0,,1.0,52.6839,63.0,,51.0,55.0,132.0,81.0,,44.0,2.0,386.0,23.0,,307.0,156.0,38.0,,637.0,50.0,276.0,35.0,0.0,,1062.0,37.0,659.0,31.0,52.0,,,380.0,30.0,1915.0,3.0,12.0,219.0,,3.0,28.0,61.0,,,77.0,75.0,177.0,1.0,47.0,153.0,94.0,3.0,25.0,14.0,324.0,16.0,23.0,21.0,41.0,12.0,17.4582,64.0,46.0,,11.0,49.0,18.0,18.0,7.0,13.0,18.0,,13.0,23.0,,16.0,12.2635,20.0,8.0,,,12.0,,1.0,13.0,8.0,17.0,8.0,,3.0,3.0,3.0,87.0,21.0,52.0,,6.0,6.0,0.4204,6.0,5.0
440089,Mikkel Damsgaard,Midfielder,Brentford,Denmark,2024-25,178.0,6.9877,0.0,,83.0,,243.0,38.0,10.0,34.0,306.0,1368.0,,,40.0,2.0,,2926.0,172.0,4.0,73.0,160.0,1001.0,,1.0,42.6027,53.0,4.0,29.0,41.0,150.0,299.0,,27.0,0.0,350.0,37.0,,567.0,179.0,38.0,,726.0,37.0,310.0,12.0,0.0,,1292.0,20.0,569.0,44.0,50.0,,,239.0,61.0,2034.0,23.0,15.0,372.0,,2.0,63.0,69.0,,4.0,57.0,28.0,78.0,,36.0,108.0,83.0,3.0,18.0,27.0,263.0,9.0,19.0,15.0,7.0,1.0,1.7982,20.0,40.0,,6.0,36.0,5.0,5.0,1.0,10.0,39.0,,10.0,13.0,,14.0,2.8313,2.0,1.0,,,1.0,,,27.0,5.0,,5.0,,,,2.0,60.0,14.0,39.0,1.0,3.0,3.0,0.2409,,
628204,Yunus Konak,Midfielder,Brentford,Turkey,2024-25,18.0,0.0096,0.0,,4.0,,9.0,10.0,,,10.0,35.0,,,15.0,,,36.0,10.0,,3.0,5.0,22.0,,,2.125,,,,2.0,8.0,9.0,,1.0,0.0,28.0,2.0,,10.0,2.0,10.0,,16.0,2.0,13.0,5.0,0.0,,35.0,,18.0,4.0,,,,10.0,3.0,57.0,1.0,,9.0,,0.0,1.0,2.0,,10.0,,10.0,1.0,,2.0,,5.0,,3.0,,6.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,,2.0,0.153,,,,,,,,,,,,,,,,,,,,,,,,
204580,Vitaly Janelt,Midfielder,Brentford,Germany,2024-25,67.0,2.4037,0.0,,38.0,,97.0,32.0,3.0,27.0,158.0,1015.0,,,32.0,1.0,,2266.0,75.0,1.0,40.0,56.0,809.0,,1.0,36.6119,12.0,10.0,48.0,38.0,54.0,295.0,,15.0,0.0,142.0,24.0,,331.0,107.0,32.0,,427.0,37.0,110.0,19.0,0.0,,1004.0,7.0,218.0,22.0,3.0,,,200.0,48.0,1323.0,17.0,39.0,439.0,,3.0,61.0,48.0,,5.0,21.0,13.0,32.0,,7.0,21.0,17.0,9.0,24.0,27.0,189.0,6.0,8.0,3.0,4.0,,0.32,11.0,23.0,,1.0,9.0,2.0,2.0,,2.0,16.0,,2.0,7.0,,16.0,0.8223,1.0,1.0,,2.0,0.0,,,3.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,
220695,Paris Maghoma,Midfielder,Brentford,England,2024-25,8.0,0.0487,0.0,,2.0,,3.0,8.0,,,5.0,81.0,,,4.0,,,112.0,10.0,,2.0,9.0,74.0,,,2.8139,1.0,,1.0,1.0,5.0,23.0,,4.0,0.0,18.0,,,23.0,7.0,8.0,,39.0,1.0,14.0,1.0,0.0,,80.0,,11.0,1.0,3.0,,,27.0,2.0,107.0,,2.0,37.0,,0.0,2.0,2.0,,8.0,3.0,3.0,4.0,,1.0,3.0,1.0,2.0,2.0,1.0,8.0,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,0.1162,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
502500,Igor Thiago,Forward,Brentford,Brazil,2024-25,13.0,0.0397,0.0,,5.0,,13.0,8.0,,1.0,14.0,54.0,,,13.0,,,168.0,18.0,1.0,3.0,11.0,38.0,,,3.4877,2.0,,3.0,4.0,7.0,15.0,,3.0,0.0,31.0,3.0,,6.0,12.0,8.0,,26.0,3.0,18.0,7.0,0.0,,53.0,,27.0,3.0,3.0,,,15.0,2.0,93.0,1.0,,14.0,,0.0,1.0,6.0,,7.0,2.0,6.0,4.0,,2.0,2.0,4.0,,3.0,2.0,18.0,,,,,1.0,,2.0,5.0,,1.0,,,,3.0,,2.0,,,2.0,,1.0,0.1288,,,,,,,,,,,,,,,,,,,,,,,,
249231,Keane Lewis-Potter,Forward,Brentford,England,2024-25,141.0,4.9338,0.0,,49.0,,127.0,38.0,3.0,36.0,204.0,1048.0,,,62.0,7.0,,3101.0,148.0,4.0,47.0,121.0,779.0,,1.0,48.2591,23.0,13.0,66.0,49.0,106.0,375.0,,31.0,0.0,289.0,18.0,,352.0,146.0,38.0,,449.0,45.0,227.0,27.0,0.0,,1036.0,24.0,417.0,27.0,41.0,,,45.0,65.0,1713.0,10.0,35.0,420.0,,7.0,77.0,51.0,,2.0,51.0,35.0,77.0,26.0,50.0,53.0,70.0,10.0,18.0,21.0,276.0,113.0,25.0,5.0,14.0,5.0,3.3702,23.0,8.0,1.0,4.0,25.0,7.0,7.0,,1.0,22.0,1.0,1.0,9.0,1.0,7.0,3.0599,1.0,1.0,,,0.0,,1.0,5.0,4.0,1.0,4.0,1.0,6.0,6.0,,5.0,,2.0,,1.0,1.0,0.0647,,
626464,Gustavo Nunes,Forward,Brentford,Brazil,2024-25,,0.0008,0.0,,3.0,,,3.0,,,,1.0,,,,,,11.0,3.0,1.0,,3.0,1.0,,,0.5492,,,2.0,2.0,,,,,0.0,3.0,,,,,3.0,,1.0,1.0,3.0,,0.0,,1.0,,1.0,2.0,,,,1.0,,7.0,,,,,0.0,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533710,Iwan Morgan,Forward,Brentford,Wales,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
