fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round,opponent_team_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,ict_index,avg_value,team_id,team,players_used,players_played
105,10,True,2025-11-08T15:00:00Z,2,0,11,Fulham,71,987,2,2,11,0,0,0,0,2,0,4,6,265,254.79999999999998,169.10000000000002,178.0,29,40,15,64,11,1.4400000000000002,1.2100000000000002,2.6499999999999995,4.380000000000001,-94236,7084097,310800,405036,60.2,48.3,9,Everton,36,14
118,14,False,2025-11-24T20:00:00Z,0,1,12,Man Utd,72,908,1,1,10,0,0,0,0,0,1,6,7,213,210.0,54.7,41.0,61,48,7,95,11,0.23,0.2,0.42999999999999994,16.619999999999997,-325350,6710040,222404,547754,30.6,48.3,9,Everton,36,16
125,15,True,2025-11-29T17:30:00Z,1,4,13,Newcastle,28,987,1,1,0,44,0,0,0,0,0,3,0,117,214.59999999999997,147.5,124.0,33,46,19,75,11,0.97,1.2100000000000002,2.1799999999999997,21.009999999999998,-73511,6610522,275562,349073,48.6,48.3,9,Everton,36,15
132,4,False,2025-12-02T19:30:00Z,0,1,14,Bournemouth,61,988,1,1,11,0,0,0,0,3,0,2,6,207,172.8,145.8,128.0,30,49,18,83,11,1.42,0.5700000000000001,1.9900000000000002,5.5,-104903,6618707,259636,364539,44.7,48.2,9,Everton,36,13
144,16,True,2025-12-06T15:00:00Z,3,0,15,Nott'm Forest,78,987,2,3,11,0,0,0,0,4,0,2,6,269,257.0,120.69999999999999,134.0,56,51,15,99,11,1.12,0.8200000000000001,1.9400000000000002,5.830000000000001,198479,6939504,474538,276059,51.2,48.2,9,Everton,36,14
154,7,False,2025-12-13T15:00:00Z,2,0,16,Chelsea,26,986,0,0,0,22,0,0,0,0,0,3,0,113,144.60000000000002,156.29999999999998,118.0,23,45,22,66,11,1.04,0.5199999999999999,1.56,24.180000000000003,454485,7296236,1223465,768980,41.9,48.1,9,Everton,36,15
164,1,True,2025-12-20T20:00:00Z,0,1,17,Arsenal,31,987,0,0,0,11,0,0,0,2,0,0,0,113,126.19999999999999,68.39999999999999,50.0,34,51,26,87,11,0.21,0.14,0.35000000000000003,22.0,-897944,6353763,256373,1154317,24.5,48.0,9,Everton,36,14
173,3,False,2025-12-27T15:00:00Z,0,0,18,Burnley,60,987,0,0,11,0,0,0,0,2,0,0,2,219,220.79999999999998,139.1,154.0,66,47,25,115,11,0.84,0.8200000000000001,1.66,15.51,99610,6803087,647959,548349,51.4,48.0,9,Everton,36,14
188,16,False,2025-12-30T19:30:00Z,0,2,19,Nott'm Forest,88,988,2,2,11,0,0,0,0,0,0,6,6,284,341.0,109.00000000000001,100.0,69,57,23,119,11,1.26,0.93,2.19,17.05,85225,6687704,543320,458095,55.0,47.9,9,Everton,37,13
194,5,True,2026-01-04T15:00:00Z,2,4,20,Brentford,36,989,2,2,0,44,0,0,0,0,0,3,2,162,291.4,196.4,167.0,31,58,23,83,11,0.85,0.89,1.7400000000000002,26.38,465943,7209159,873160,407217,65.5,47.9,9,Everton,37,14
206,20,True,2026-01-07T19:30:00Z,1,1,21,Wolves,39,980,1,1,0,11,0,0,0,1,2,3,3,143,218.2,150.8,114.0,51,40,17,93,11,0.89,0.7,1.5900000000000003,7.609999999999999,597645,7861422,883970,286325,48.3,48.0,9,Everton,37,14
211,2,False,2026-01-18T16:30:00Z,0,1,22,Aston Villa,68,989,1,1,11,0,0,0,0,2,0,5,6,230,200.4,102.1,94.0,47,55,17,96,11,0.52,0.21,0.7200000000000001,15.839999999999998,-538020,7228190,243022,781042,39.6,48.0,9,Everton,37,12
226,11,True,2026-01-26T20:00:00Z,1,1,23,Leeds,40,988,1,1,0,11,0,0,0,0,0,3,4,179,230.99999999999997,153.3,102.0,38,52,18,76,11,0.6,0.9299999999999999,1.5300000000000002,13.500000000000002,243371,7546602,636438,393067,48.6,48.0,9,Everton,37,15
232,6,False,2026-01-31T15:00:00Z,1,1,24,Brighton,36,985,1,1,0,11,0,0,0,2,0,1,2,159,179.60000000000002,77.9,138.0,31,48,23,81,11,1.25,0.5700000000000001,1.8199999999999998,15.839999999999998,32142,7571865,546022,513880,39.6,48.0,9,Everton,37,16
245,10,False,2026-02-07T15:00:00Z,1,2,25,Fulham,41,988,1,2,0,11,1,0,0,5,0,3,4,158,186.99999999999997,185.29999999999998,118.0,39,46,15,79,11,1.8800000000000001,1.27,3.1500000000000004,21.67,-150888,7431795,248097,398985,49.0,47.9,9,Everton,37,15
255,4,True,2026-02-10T19:30:00Z,1,2,26,Bournemouth,26,967,1,1,0,22,0,0,0,1,1,2,2,112,181.2,155.8,234.0,33,48,11,74,11,2.96,1.8800000000000003,4.84,14.63,-206172,7208276,305462,511634,57.1,47.9,9,Everton,37,14
265,14,True,2026-02-23T20:00:00Z,0,1,27,Man Utd,24,988,0,0,0,11,0,0,0,2,0,1,0,140,139.4,139.5,89.0,28,63,18,78,11,0.63,0.55,1.1800000000000002,13.97,-335423,6909624,149475,484898,36.8,47.9,9,Everton,37,13
279,15,False,2026-02-28T15:00:00Z,2,3,28,Newcastle,59,987,3,3,0,22,0,0,0,3,0,4,6,233,342.6,118.70000000000002,143.0,55,54,27,118,11,2.1500000000000004,0.9100000000000001,3.0600000000000005,11.32,-178706,6742877,118227,296933,60.4,47.9,9,Everton,37,14
284,3,True,2026-03-03T19:30:00Z,2,0,29,Burnley,79,987,2,2,11,0,0,0,0,0,0,2,6,311,254.4,152.6,136.0,35,51,18,87,11,1.3,0.8500000000000001,2.1500000000000004,8.69,350107,7167039,505544,155437,54.3,47.9,9,Everton,37,16
291,1,False,2026-03-14T17:30:00Z,2,0,30,Arsenal,33,988,0,0,3,22,0,0,0,0,0,4,0,117,194.0,67.8,89.0,58,39,15,97,11,1.07,0.13,1.2,29.7,-34619,7096946,280624,315243,35.1,47.9,9,Everton,37,15
304,7,True,2026-03-21T17:30:00Z,3,0,31,Chelsea,84,987,3,3,11,0,0,0,0,0,0,4,6,342,357.4,144.6,167.0,38,47,22,86,11,1.17,0.59,1.7600000000000002,10.23,25677,7169731,229716,204039,66.9,47.9,9,Everton,37,15
312,5,False,2026-04-11T14:00:00Z,2,2,32,Brentford,44,987,2,2,0,22,0,0,0,2,0,2,3,175,278.0,140.0,165.0,56,49,16,101,11,1.5399999999999998,0.8300000000000001,2.37,31.21,195121,7357386,512199,317078,58.3,48.0,9,Everton,37,14
325,12,True,2026-04-19T13:00:00Z,1,2,33,Liverpool,39,987,1,1,0,22,0,0,0,2,0,3,4,178,241.6,132.3,128.0,43,54,29,98,11,0.79,0.99,1.7799999999999998,15.95,-240223,6844875,154214,394437,50.2,47.9,9,Everton,37,14
339,19,False,2026-04-25T14:00:00Z,2,1,34,West Ham,28,987,1,1,0,22,0,0,0,4,0,1,1,122,194.39999999999998,144.1,108.0,30,39,17,73,11,1.5500000000000003,2.09,3.64,12.899999999999999,471571,8144054,646240,174669,44.6,47.9,9,Everton,37,14
346,13,True,2026-05-04T19:00:00Z,3,3,35,Man City,41,992,3,2,0,33,0,0,0,4,0,1,2,115,265.0,90.4,151.0,35,39,24,78,11,2.77,0.26,3.0300000000000002,15.98,-283937,7297902,140637,424574,50.6,47.9,9,Everton,37,15
353,8,False,2026-05-10T13:00:00Z,2,2,36,Crystal Palace,43,989,2,2,0,22,0,0,0,2,0,6,5,150,274.20000000000005,168.6,212.0,36,33,14,66,11,1.59,1.2600000000000002,2.8500000000000005,28.189999999999998,-69132,7229223,202254,271386,65.5,47.9,9,Everton,37,14
366,17,True,2026-05-17T14:00:00Z,1,3,37,Sunderland,30,986,1,1,0,33,0,0,0,3,0,0,2,111,174.79999999999998,157.79999999999998,121.0,45,40,13,68,11,1.04,1.36,2.4000000000000004,8.379999999999999,640366,7929851,747874,107508,45.4,47.9,9,Everton,37,15
379,18,False,2026-05-24T15:00:00Z,1,0,38,Spurs,33,985,0,0,0,11,0,0,0,2,0,1,0,110,169.99999999999997,151.90000000000003,68.0,38,38,22,81,11,0.42,0.9100000000000001,1.33,12.649999999999999,-137337,7732067,190525,327862,39.0,48.0,9,Everton,37,16
