matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
803265,11,2015-10-31 15:00:00,"The Hawthorns, West Bromwich",24150,Away,Leicester,West Brom,3,2,W,0,1,0,0,3.0,13.0,5.0,3.0,5.0,3.0,3.0,1.0,1.0,2.0,10.0,8.0,27.0,78.0,370.0,258.0,52.3,25.0,19.0,16.0,27.0,19.0,23.0,3.0,,,16.0,4.0,167.0,4.0,2.0,,53.0,67.0,23.0,28.0,4.0,4.0,,11.0,3.0,0.0,0.0,,,1.0
803280,12,2015-11-07 15:00:00,"King Power Stadium, Leicester",32029,Home,Leicester,Watford,2,1,W,0,0,0,0,2.0,12.0,6.0,4.0,2.0,,1.0,,,,8.0,6.0,26.0,75.0,376.0,264.0,41.3,15.0,10.0,31.0,23.0,17.0,31.0,,,,6.0,5.0,173.0,3.0,1.0,,45.0,42.0,11.0,13.0,4.0,4.0,1.0,11.0,9.0,0.0,0.0,1.0,1.0,4.0
803285,13,2015-11-21 15:00:00,"St. James' Park, Newcastle",50151,Away,Leicester,Newcastle,3,0,W,1,0,0,0,3.0,18.0,7.0,5.0,6.0,3.0,2.0,2.0,1.0,2.0,15.0,10.0,39.0,76.0,375.0,281.0,45.7,27.0,24.0,23.0,16.0,12.0,29.0,5.0,1.0,,8.0,12.0,167.0,,,1.0,69.0,58.0,20.0,19.0,9.0,9.0,,12.0,8.0,0.0,0.0,,,1.0
803295,14,2015-11-28 17:30:00,"King Power Stadium, Leicester",32115,Home,Leicester,Man Utd,1,1,D,1,1,0,0,1.0,7.0,3.0,2.0,2.0,1.0,,1.0,,1.0,5.0,4.0,23.0,72.0,267.0,171.0,31.1,27.0,18.0,23.0,26.0,18.0,14.0,2.0,,,8.0,7.0,166.0,1.0,1.0,,61.0,49.0,17.0,16.0,1.0,1.0,,5.0,7.0,0.0,0.0,,,3.0
803305,15,2015-12-05 15:00:00,"Swansea.com Stadium, Swansea",20836,Away,Leicester,Swansea,3,0,W,2,0,0,0,3.0,16.0,5.0,5.0,6.0,5.0,2.0,4.0,,3.0,14.0,10.0,26.0,74.0,386.0,278.0,41.0,19.0,17.0,24.0,22.0,19.0,24.0,,,,13.0,10.0,159.0,2.0,,1.0,37.0,69.0,9.0,19.0,8.0,8.0,1.0,19.0,3.0,0.0,0.0,,,2.0
803313,16,2015-12-14 20:00:00,"King Power Stadium, Leicester",32054,Home,Leicester,Chelsea,2,1,W,1,0,0,0,2.0,9.0,5.0,3.0,1.0,1.0,1.0,,,2.0,7.0,4.0,33.0,73.0,275.0,164.0,34.4,26.0,18.0,19.0,33.0,20.0,23.0,5.0,,,11.0,8.0,173.0,2.0,1.0,,69.0,62.0,20.0,23.0,1.0,1.0,,16.0,8.0,0.0,0.0,,,
803325,17,2015-12-19 15:00:00,"Goodison Park, Liverpool",39570,Away,Leicester,Everton,3,2,W,1,1,0,0,3.0,10.0,5.0,5.0,,,2.0,,,1.0,5.0,1.0,20.0,63.0,272.0,167.0,32.6,30.0,23.0,35.0,33.0,25.0,13.0,4.0,,,20.0,8.0,162.0,2.0,2.0,,63.0,69.0,19.0,24.0,2.0,2.0,1.0,14.0,6.0,0.0,0.0,2.0,2.0,2.0
803335,18,2015-12-26 15:00:00,"Anfield, Liverpool",44123,Away,Leicester,Liverpool,0,1,L,0,0,0,0,,7.0,3.0,3.0,1.0,,,,,,6.0,3.0,31.0,87.0,278.0,159.0,35.2,21.0,17.0,19.0,47.0,36.0,16.0,10.0,1.0,,9.0,11.0,200.0,3.0,1.0,,59.0,61.0,22.0,29.0,6.0,6.0,1.0,8.0,11.0,0.0,0.0,,,1.0
803346,19,2015-12-29 19:45:00,"King Power Stadium, Leicester",32072,Home,Leicester,Man City,0,0,D,0,0,0,0,,11.0,4.0,7.0,,2.0,,2.0,,,9.0,3.0,19.0,67.0,329.0,205.0,39.3,14.0,9.0,20.0,36.0,26.0,33.0,7.0,,,8.0,8.0,196.0,5.0,,1.0,42.0,61.0,11.0,24.0,1.0,1.0,1.0,11.0,8.0,0.0,0.0,,,2.0
803353,20,2016-01-02 15:00:00,"King Power Stadium, Leicester",32006,Home,Leicester,Bournemouth,0,0,D,0,0,0,1,,16.0,2.0,12.0,2.0,1.0,,3.0,1.0,,11.0,3.0,43.0,106.0,479.0,377.0,53.5,18.0,15.0,13.0,8.0,6.0,20.0,5.0,,,14.0,14.0,181.0,,,1.0,50.0,67.0,18.0,22.0,7.0,7.0,1.0,9.0,5.0,0.0,0.0,1.0,,
803367,21,2016-01-13 20:00:00,"White Hart Lane, London",35850,Away,Leicester,Spurs,1,0,W,0,0,0,0,1.0,10.0,2.0,3.0,5.0,,,,,1.0,7.0,6.0,29.0,66.0,293.0,180.0,38.3,28.0,21.0,16.0,51.0,44.0,17.0,11.0,1.0,,5.0,5.0,169.0,5.0,,1.0,63.0,56.0,18.0,28.0,8.0,8.0,,10.0,12.0,0.0,0.0,,,2.0
803375,22,2016-01-16 17:30:00,"Villa Park, Birmingham",32763,Away,Leicester,Aston Villa,1,1,D,1,0,0,0,1.0,12.0,5.0,5.0,2.0,1.0,1.0,2.0,,,9.0,4.0,25.0,78.0,398.0,285.0,43.5,20.0,15.0,20.0,33.0,30.0,16.0,4.0,1.0,,9.0,9.0,167.0,4.0,1.0,,51.0,85.0,15.0,44.0,4.0,4.0,1.0,15.0,10.0,0.0,0.0,1.0,,4.0
803389,23,2016-01-23 15:00:00,"King Power Stadium, Leicester",32018,Home,Leicester,Stoke,3,0,W,1,0,0,0,3.0,15.0,5.0,7.0,3.0,3.0,2.0,1.0,,2.0,9.0,6.0,41.0,77.0,359.0,260.0,45.2,19.0,13.0,14.0,19.0,13.0,18.0,1.0,,,7.0,11.0,175.0,2.0,,1.0,70.0,61.0,22.0,27.0,8.0,8.0,,10.0,13.0,0.0,0.0,,,1.0
803395,24,2016-02-02 19:45:00,"King Power Stadium, Leicester",32121,Home,Leicester,Liverpool,2,0,W,0,0,0,0,2.0,13.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,21.0,78.0,325.0,207.0,36.1,16.0,10.0,32.0,39.0,31.0,21.0,8.0,,,12.0,18.0,191.0,1.0,,1.0,60.0,82.0,26.0,35.0,3.0,3.0,,6.0,7.0,0.0,0.0,,,3.0
803405,25,2016-02-06 12:45:00,"Etihad Stadium, Manchester",54693,Away,Leicester,Man City,3,1,W,1,0,0,0,3.0,14.0,7.0,5.0,2.0,4.0,1.0,3.0,,3.0,12.0,8.0,25.0,76.0,296.0,190.0,34.1,27.0,25.0,18.0,27.0,24.0,16.0,6.0,2.0,,12.0,3.0,152.0,3.0,1.0,,62.0,64.0,12.0,24.0,4.0,4.0,1.0,15.0,9.0,0.0,0.0,,,1.0
803412,26,2016-02-14 12:00:00,"Emirates Stadium, London",60009,Away,Leicester,Arsenal,1,2,L,1,0,1,0,1.0,7.0,3.0,4.0,,1.0,1.0,1.0,,,6.0,2.0,21.0,60.0,269.0,160.0,27.9,37.0,25.0,26.0,32.0,25.0,25.0,6.0,,,16.0,6.0,168.0,4.0,2.0,,71.0,72.0,17.0,30.0,1.0,1.0,,10.0,8.0,0.0,0.0,1.0,1.0,2.0
803429,27,2016-02-27 15:00:00,"King Power Stadium, Leicester",32114,Home,Leicester,Norwich,1,0,W,0,0,0,0,1.0,13.0,3.0,5.0,5.0,2.0,1.0,1.0,,1.0,11.0,6.0,29.0,96.0,462.0,333.0,58.1,14.0,12.0,18.0,10.0,6.0,18.0,3.0,,,8.0,9.0,194.0,1.0,,1.0,56.0,59.0,23.0,27.0,3.0,3.0,2.0,9.0,9.0,0.0,0.0,,,1.0
803440,28,2016-03-01 19:45:00,"King Power Stadium, Leicester",32018,Home,Leicester,West Brom,2,2,D,2,1,0,0,2.0,22.0,4.0,11.0,7.0,4.0,1.0,5.0,2.0,1.0,14.0,6.0,52.0,75.0,488.0,375.0,65.0,23.0,17.0,25.0,14.0,12.0,20.0,2.0,,,7.0,4.0,179.0,1.0,2.0,,67.0,55.0,26.0,27.0,11.0,11.0,1.0,10.0,7.0,0.0,0.0,,,1.0
803445,29,2016-03-05 17:30:00,"Vicarage Road, Watford",20884,Away,Leicester,Watford,1,0,W,0,0,0,0,1.0,14.0,7.0,7.0,,2.0,,2.0,,,10.0,4.0,24.0,78.0,415.0,307.0,49.8,26.0,18.0,20.0,25.0,23.0,23.0,3.0,,,13.0,13.0,177.0,4.0,,1.0,69.0,79.0,22.0,28.0,8.0,8.0,2.0,11.0,9.0,0.0,0.0,,,1.0
803456,30,2016-03-14 20:00:00,"King Power Stadium, Leicester",31824,Home,Leicester,Newcastle,1,0,W,1,0,0,0,1.0,10.0,1.0,3.0,6.0,,,,,1.0,9.0,7.0,28.0,63.0,458.0,357.0,49.9,21.0,16.0,24.0,19.0,16.0,31.0,5.0,,,14.0,15.0,178.0,2.0,,1.0,62.0,67.0,26.0,23.0,8.0,8.0,1.0,4.0,9.0,0.0,0.0,,,
803465,31,2016-03-19 15:00:00,"Selhurst Park, London",25041,Away,Leicester,Crystal Palace,1,0,W,1,0,0,0,1.0,8.0,3.0,3.0,2.0,3.0,1.0,2.0,,1.0,7.0,4.0,33.0,82.0,346.0,233.0,44.1,28.0,24.0,21.0,44.0,39.0,10.0,2.0,,,18.0,6.0,179.0,4.0,,1.0,75.0,73.0,25.0,28.0,7.0,7.0,,13.0,9.0,0.0,0.0,,,
803477,32,2016-04-03 13:30:00,"King Power Stadium, Leicester",32071,Home,Leicester,Southampton,1,0,W,1,0,0,0,1.0,11.0,4.0,2.0,5.0,2.0,,2.0,,1.0,9.0,7.0,31.0,59.0,364.0,265.0,46.0,22.0,13.0,14.0,41.0,33.0,21.0,4.0,,,8.0,3.0,159.0,1.0,,1.0,58.0,67.0,17.0,28.0,7.0,7.0,2.0,12.0,13.0,0.0,0.0,,,2.0
803486,33,2016-04-10 13:30:00,"Stadium of Light, Sunderland",46531,Away,Leicester,Sunderland,2,0,W,0,0,0,0,2.0,16.0,7.0,7.0,2.0,5.0,2.0,3.0,,2.0,14.0,7.0,44.0,97.0,408.0,289.0,55.2,24.0,20.0,18.0,36.0,31.0,19.0,4.0,,,14.0,13.0,199.0,1.0,,1.0,75.0,87.0,20.0,29.0,7.0,7.0,1.0,9.0,9.0,0.0,0.0,,,1.0
803501,34,2016-04-17 13:30:00,"King Power Stadium, Leicester",32104,Home,Leicester,West Ham,2,2,D,1,0,1,0,2.0,6.0,2.0,4.0,,3.0,1.0,3.0,,1.0,6.0,1.0,24.0,69.0,332.0,225.0,43.5,14.0,13.0,8.0,33.0,26.0,18.0,3.0,,,9.0,7.0,159.0,2.0,2.0,,48.0,50.0,17.0,16.0,,,1.0,14.0,13.0,0.0,0.0,1.0,1.0,2.0
803509,35,2016-04-24 16:15:00,"King Power Stadium, Leicester",31962,Home,Leicester,Swansea,4,0,W,2,0,0,0,4.0,18.0,9.0,6.0,3.0,4.0,4.0,2.0,,2.0,10.0,8.0,19.0,70.0,392.0,289.0,38.3,30.0,22.0,33.0,25.0,21.0,22.0,4.0,,,8.0,17.0,161.0,1.0,,1.0,80.0,64.0,17.0,13.0,4.0,4.0,1.0,15.0,10.0,0.0,0.0,,,3.0
803515,36,2016-05-01 14:05:00,"Old Trafford, Manchester",75275,Away,Leicester,Man Utd,1,1,D,1,1,1,0,1.0,14.0,3.0,7.0,4.0,2.0,1.0,1.0,,1.0,13.0,6.0,32.0,66.0,248.0,154.0,29.5,25.0,20.0,32.0,36.0,32.0,22.0,8.0,,,24.0,9.0,138.0,5.0,1.0,,68.0,77.0,12.0,31.0,5.0,5.0,4.0,10.0,15.0,0.0,0.0,,,
803524,37,2016-05-07 17:30:00,"King Power Stadium, Leicester",32140,Home,Leicester,Everton,3,1,W,2,0,0,0,3.0,31.0,8.0,13.0,10.0,3.0,3.0,3.0,,1.0,22.0,12.0,37.0,66.0,340.0,265.0,41.3,17.0,11.0,17.0,19.0,17.0,18.0,1.0,,,11.0,11.0,133.0,4.0,1.0,,69.0,51.0,25.0,12.0,12.0,12.0,1.0,4.0,12.0,0.0,0.0,2.0,1.0,2.0
803535,38,2016-05-15 15:00:00,"Stamford Bridge, London",41494,Away,Leicester,Chelsea,1,1,D,0,0,0,0,1.0,18.0,5.0,6.0,7.0,2.0,,2.0,,1.0,13.0,9.0,29.0,67.0,444.0,350.0,46.0,24.0,19.0,20.0,16.0,13.0,29.0,8.0,,,20.0,12.0,152.0,3.0,1.0,,55.0,65.0,10.0,9.0,6.0,6.0,,12.0,5.0,0.0,0.0,,,
