matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside,totalDistance
2444732,27,2025-02-25 19:30:00,"Selhurst Park, London",24712,Away,Aston Villa,Crystal Palace,1,4,L,0,1,0,0,1.0,6.0,2.0,3.0,1.0,0.3771,1.0111,2.0,1.0,1.0,1.0,0.829028,1.0,5.0,3.0,22.0,46.0,468.0,404.0,64.1,20.0,8.0,4.0,9.0,14.0,14.0,5.0,5.0,,1.0,4.0,19.0,143.0,2.0,4.0,4.1481,,51.0,55.0,14.0,9.0,8.0,8.0,,10.0,19.0,0.0,0.0,,,7.0,103676.27
2444740,28,2025-03-08 17:30:00,"Gtech Community Stadium, Brentford",17171,Away,Aston Villa,Brentford,1,0,W,0,0,0,0,1.0,12.0,4.0,2.0,6.0,1.325,0.6853,2.0,,2.0,,0.40193,1.0,7.0,6.0,24.0,37.0,316.0,239.0,40.1,19.0,11.0,5.0,5.0,40.0,40.0,12.0,6.0,3.0,,9.0,5.0,119.0,3.0,,0.7022,1.0,43.0,51.0,16.0,23.0,5.0,5.0,2.0,5.0,10.0,0.0,0.0,,,3.0,105697.75
2444752,29,2025-02-19 19:30:00,"Villa Park, Birmingham",41910,Home,Aston Villa,Liverpool,2,2,D,2,1,0,0,2.0,9.0,4.0,3.0,2.0,0.6665,1.584,1.0,2.0,,,0.664303,1.0,5.0,3.0,30.0,37.0,449.0,379.0,52.3,25.0,22.0,13.0,3.0,20.0,20.0,10.0,4.0,1.0,1.0,7.0,7.0,125.0,1.0,2.0,1.398,,53.0,44.0,12.0,13.0,6.0,6.0,2.0,8.0,6.0,0.0,0.0,,,3.0,107852.92
2444762,30,2025-04-02 19:45:00,"American Express Stadium, Falmer",31230,Away,Aston Villa,Brighton,3,0,W,0,0,0,0,3.0,8.0,5.0,3.0,,1.2476,1.8866,2.0,2.0,,,0.69068,3.0,7.0,5.0,9.0,42.0,383.0,321.0,44.3,18.0,26.0,15.0,7.0,33.0,33.0,8.0,2.0,,,6.0,10.0,109.0,4.0,,0.6648,1.0,53.0,49.0,7.0,16.0,,,2.0,11.0,15.0,0.0,0.0,,,,109784.9
2444770,31,2025-04-05 17:30:00,"Villa Park, Birmingham",42743,Home,Aston Villa,Nott'm Forest,2,1,W,2,0,0,0,2.0,17.0,8.0,6.0,3.0,3.0275,2.8762,4.0,2.0,2.0,,1.29051,2.0,14.0,10.0,26.0,62.0,429.0,363.0,52.1,29.0,14.0,7.0,5.0,12.0,12.0,3.0,2.0,1.0,,5.0,11.0,118.0,2.0,1.0,0.7509,,45.0,45.0,7.0,12.0,4.0,4.0,,7.0,15.0,0.0,0.0,,,,108111.75
2444788,32,2025-04-12 15:00:00,"St. Mary's Stadium, Southampton",30673,Away,Aston Villa,Southampton,3,0,W,0,0,0,0,3.0,25.0,10.0,9.0,6.0,3.0275,3.2949,3.0,3.0,3.0,,1.3894,2.0,17.0,11.0,45.0,67.0,537.0,497.0,60.1,48.0,25.0,11.0,10.0,19.0,19.0,2.0,1.0,,,2.0,11.0,94.0,2.0,,0.25,1.0,45.0,32.0,6.0,8.0,13.0,14.0,3.0,4.0,11.0,0.0,0.0,2.0,,,106803.73
2444790,33,2025-04-19 17:30:00,"Villa Park, Birmingham",42618,Home,Aston Villa,Newcastle,4,1,W,1,1,0,0,4.0,23.0,9.0,10.0,4.0,2.2559,2.3332,5.0,1.0,4.0,3.0,1.11816,3.0,19.0,11.0,30.0,55.0,409.0,346.0,48.3,32.0,19.0,15.0,7.0,20.0,20.0,10.0,3.0,1.0,,10.0,8.0,101.0,2.0,1.0,0.6388,,50.0,45.0,12.0,15.0,7.0,7.0,4.0,9.0,12.0,0.0,0.0,,,,110084.04
2444805,34,2025-04-22 20:00:00,"Etihad Stadium, Manchester",52192,Away,Aston Villa,Man City,1,2,L,1,1,0,0,1.0,7.0,3.0,3.0,1.0,1.7556,1.1697,2.0,1.0,2.0,1.0,0.487631,,5.0,2.0,19.0,31.0,307.0,254.0,38.4,23.0,15.0,11.0,4.0,23.0,23.0,2.0,2.0,,,7.0,8.0,102.0,4.0,2.0,1.6289,,40.0,37.0,10.0,8.0,2.0,2.0,,10.0,9.0,0.0,0.0,1.0,1.0,2.0,109607.7
2444811,35,2025-05-03 12:30:00,"Villa Park, Birmingham",42515,Home,Aston Villa,Fulham,1,0,W,1,0,0,0,1.0,10.0,3.0,5.0,2.0,0.9575,1.2363,5.0,1.0,4.0,1.0,1.11688,1.0,11.0,5.0,27.0,55.0,445.0,389.0,52.0,16.0,12.0,6.0,3.0,27.0,27.0,3.0,3.0,2.0,,7.0,16.0,104.0,3.0,,0.9935,1.0,48.0,48.0,11.0,11.0,5.0,5.0,,6.0,16.0,0.0,0.0,,,1.0,108100.44
2444820,36,2025-05-10 17:30:00,"Vitality Stadium, Bournemouth",11248,Away,Aston Villa,Bournemouth,1,0,W,1,0,1,0,1.0,6.0,3.0,3.0,,0.9787,1.3274,2.0,1.0,1.0,1.0,0.556873,1.0,3.0,2.0,21.0,53.0,254.0,175.0,33.8,15.0,13.0,8.0,5.0,23.0,23.0,5.0,3.0,,,9.0,7.0,132.0,4.0,,0.7006,1.0,48.0,46.0,13.0,9.0,,,,12.0,19.0,0.0,0.0,,,,107987.86
2444831,37,2025-05-16 19:30:00,"Villa Park, Birmingham",42239,Home,Aston Villa,Spurs,2,0,W,0,0,0,0,2.0,18.0,7.0,7.0,4.0,1.389,2.2199,2.0,1.0,2.0,,1.42056,2.0,12.0,7.0,48.0,63.0,581.0,522.0,67.8,40.0,16.0,14.0,3.0,9.0,9.0,8.0,1.0,,,4.0,8.0,103.0,1.0,,0.1566,1.0,45.0,22.0,6.0,4.0,9.0,9.0,1.0,5.0,11.0,0.0,0.0,,,1.0,108518.59
2444844,38,2025-05-25 16:00:00,"Old Trafford, Manchester",73839,Away,Aston Villa,Man Utd,0,2,L,0,0,1,0,,6.0,1.0,2.0,3.0,0.3942,0.0378,,,,,0.33676,,4.0,2.0,16.0,45.0,300.0,217.0,33.2,18.0,9.0,5.0,6.0,20.0,20.0,6.0,2.0,1.0,,1.0,10.0,129.0,8.0,2.0,2.8425,,40.0,52.0,11.0,22.0,3.0,3.0,,10.0,10.0,0.0,0.0,,,3.0,105343.44
