playerId,playerName,position,team,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,ownGoalScored,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,awayGoals,oboxBlocked,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,oboxTarget,tacklesLost,leftFootGoals,lastPlayerTackle,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,throughBalls,foulWonPenalty,offsides,hitWoodwork,substituteOn,handballsConceded,penaltiesConceded,rightFootGoals,clearancesOffTheLine,successfulCornersIntoBox,unsuccessfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,unsuccessfulLayoffs,secondGoalAssists,setPiecesGoals,penaltiesTaken,penaltyGoals,headedGoals
518906,Owen Bevan,Defender,Bournemouth,Wales,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620487,Veljko Milosavljevic,Defender,Bournemouth,Serbia,2025-26,18.0,0.1961,0.0,,,12.0,7.0,4.0,30.0,190.0,,,27.0,1.0,,367.0,15.0,18.0,3.0,4.0,6.0,152.0,,,5.0344,,3.0,25.0,6.0,3.0,41.0,,,0.0,36.0,,65.0,13.0,7.0,,,47.0,3.0,9.0,12.0,0.0,,188.0,,34.0,,,73.0,8.0,248.0,5.0,113.0,,0.0,18.0,7.0,,,,,,5.0,1.0,,,,,,,,,,,,4.0,,1.0,,3.0,,,1.0,,,,,1.0,,1.0,4.0,1.0,5.0,,4.0,11.0,1.0,,,,0.1513,,,,,3.0,,,,,,,,,,,,,,,
541462,Matai Akinmboni,Defender,Bournemouth,United States,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155408,Lewis Cook,Midfielder,Bournemouth,England,2025-26,35.0,0.5364,1.0,,,38.0,18.0,8.0,69.0,498.0,,,25.0,1.0,,872.0,16.0,42.0,2.0,12.0,33.0,403.0,,1.0,16.5365,,5.0,26.0,19.0,19.0,112.0,,5.0,0.0,77.0,,146.0,62.0,18.0,,,257.0,17.0,52.0,9.0,1.0,,485.0,4.0,120.0,,,147.0,26.0,685.0,16.0,182.0,,1.0,31.0,11.0,5.0,1.0,,,,25.0,2.0,1.0,1.0,9.0,,,1.0,26.0,,10.0,,,4.0,1.0,10.0,,9.0,,,9.0,,,1.0,34.0,4.0,,2.0,16.0,3.0,6.0,8.0,24.0,93.0,15.0,,1.0,5.0,0.077,,,,,10.0,,,,,4.0,18.0,,,,,,,,,
111317,David Brooks,Midfielder,Bournemouth,Wales,2025-26,78.0,3.3007,0.0,,,88.0,31.0,13.0,102.0,445.0,,,19.0,,,1199.0,13.0,55.0,2.0,27.0,49.0,331.0,,1.0,18.3846,,2.0,15.0,20.0,65.0,84.0,,13.0,0.0,133.0,,129.0,56.0,31.0,,,269.0,18.0,114.0,6.0,0.0,,436.0,18.0,223.0,,,127.0,12.0,734.0,8.0,85.0,,7.0,14.0,21.0,7.0,17.0,13.0,2.0,3.2298,19.0,31.0,3.0,13.0,28.0,1.0,1.0,5.0,22.0,3.0,11.0,9.0,9.0,73.0,1.0,23.0,12.0,8.0,0.0,3.0,6.0,1.0,,24.0,48.0,34.0,12.0,18.0,13.0,17.0,,11.0,4.0,105.0,11.0,13.0,5.0,6.0,5.834,5.0,,2.0,2.0,18.0,,,,,2.0,17.0,2.0,2.0,0.0704,2.0,,,,,
503139,Alex Scott,Midfielder,Bournemouth,England,2025-26,148.0,2.9509,0.0,,,135.0,37.0,34.0,211.0,1393.0,,,68.0,6.0,,2859.0,31.0,185.0,7.0,50.0,148.0,1129.0,,5.0,40.5428,,8.0,81.0,41.0,117.0,358.0,,60.0,1.0,333.0,,352.0,195.0,37.0,,,614.0,34.0,265.0,37.0,0.0,,1339.0,18.0,384.0,,,378.0,53.0,2006.0,29.0,582.0,,5.0,76.0,44.0,7.0,14.0,13.0,1.0,2.6766,60.0,30.0,1.0,38.0,20.0,3.0,2.0,7.0,56.0,6.0,14.0,4.0,4.0,49.0,,26.0,7.0,31.0,1.0,6.0,22.0,2.0,,23.0,74.0,49.0,7.0,17.0,38.0,29.0,15.0,45.0,36.0,305.0,5.0,15.0,7.0,20.0,3.8057,10.0,,1.0,1.0,3.0,,1.0,1.0,1.0,6.0,46.0,2.0,2.0,0.0721,2.0,1.0,,,,
158499,Ryan Christie,Midfielder,Bournemouth,Scotland,2025-26,80.0,0.826,1.0,,,82.0,26.0,9.0,119.0,547.0,,,28.0,,,986.0,15.0,80.0,1.0,18.0,67.0,403.0,,4.0,13.0359,,3.0,18.0,14.0,65.0,120.0,,22.0,0.0,160.0,,187.0,62.0,26.0,,,269.0,13.0,132.0,13.0,1.0,,536.0,7.0,191.0,,,136.0,25.0,782.0,12.0,162.0,,3.0,37.0,27.0,2.0,10.0,8.0,2.0,2.6137,27.0,15.0,,16.0,10.0,2.0,1.0,8.0,4.0,2.0,3.0,4.0,4.0,27.0,,11.0,2.0,4.0,1.0,2.0,10.0,1.0,,20.0,14.0,35.0,2.0,7.0,17.0,19.0,4.0,17.0,12.0,104.0,2.0,8.0,8.0,9.0,1.9194,5.0,,1.0,,17.0,1.0,1.0,1.0,,1.0,2.0,,,,1.0,,,,,
200785,Tyler Adams,Midfielder,Bournemouth,United States,2025-26,91.0,0.6123,0.0,,,95.0,25.0,21.0,130.0,1010.0,,,49.0,4.0,,1778.0,22.0,96.0,5.0,42.0,69.0,847.0,,2.0,25.4199,,6.0,42.0,28.0,69.0,303.0,,13.0,0.0,187.0,,278.0,96.0,25.0,,,450.0,23.0,138.0,27.0,0.0,,982.0,2.0,176.0,,,298.0,33.0,1310.0,22.0,432.0,,8.0,35.0,42.0,2.0,2.0,6.0,,1.6492,53.0,8.0,2.0,14.0,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,10.0,,5.0,1.0,23.0,0.0,2.0,30.0,,,6.0,1.0,17.0,1.0,2.0,23.0,6.0,9.0,35.0,33.0,131.0,7.0,11.0,1.0,25.0,0.6029,2.0,,1.0,,4.0,,,2.0,,,,,,,,,,,,
201658,Marcus Tavernier,Midfielder,Bournemouth,England,2025-26,181.0,4.642,0.0,,,138.0,34.0,31.0,185.0,1128.0,,,62.0,3.0,,2738.0,38.0,138.0,7.0,56.0,114.0,913.0,,4.0,37.0625,,1.0,39.0,44.0,143.0,235.0,,35.0,2.0,319.0,,317.0,150.0,34.0,,,700.0,37.0,257.0,24.0,0.0,,1082.0,34.0,464.0,,,270.0,30.0,1789.0,22.0,262.0,,6.0,47.0,36.0,9.0,19.0,24.0,5.0,6.3591,40.0,51.0,4.0,35.0,58.0,7.0,4.0,13.0,63.0,10.0,19.0,7.0,7.0,114.0,2.0,50.0,6.0,20.0,3.0,10.0,18.0,6.0,,50.0,95.0,94.0,6.0,27.0,22.0,39.0,6.0,30.0,17.0,306.0,18.0,16.0,13.0,18.0,9.0597,11.0,,4.0,4.0,3.0,2.0,,1.0,,9.0,33.0,7.0,7.0,0.6454,2.0,1.0,1.0,2.0,2.0,
614574,Alex Tóth,Midfielder,Bournemouth,Hungary,2025-26,12.0,0.3325,0.0,,,7.0,9.0,2.0,8.0,65.0,,,2.0,,,137.0,2.0,4.0,1.0,3.0,4.0,56.0,,1.0,4.0398,,,4.0,3.0,10.0,20.0,,2.0,0.0,16.0,,13.0,8.0,9.0,,,45.0,2.0,14.0,,0.0,,59.0,,19.0,,,19.0,1.0,97.0,1.0,12.0,,1.0,1.0,2.0,,,,,,1.0,2.0,,2.0,2.0,,,,2.0,,,,,7.0,,5.0,,1.0,,,1.0,,,3.0,3.0,5.0,,2.0,,1.0,1.0,1.0,3.0,13.0,,2.0,,,0.105,,,,,7.0,,,,,1.0,,,,,,,,,,
678552,Malcom DaCosta,Midfielder,Bournemouth,Ecuador,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658013,Charlie Stevens,Midfielder,Bournemouth,Wales,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444102,Evanilson,Forward,Bournemouth,Brazil,2025-26,171.0,1.4878,0.0,,,105.0,36.0,32.0,109.0,465.0,,,132.0,2.0,,2759.0,85.0,113.0,8.0,43.0,66.0,352.0,,5.0,35.7127,,,29.0,40.0,86.0,120.0,,37.0,1.0,284.0,,69.0,80.0,36.0,,,237.0,32.0,152.0,47.0,0.0,,451.0,14.0,243.0,,,120.0,4.0,839.0,2.0,119.0,,2.0,4.0,22.0,,13.0,22.0,2.0,6.922,13.0,57.0,1.0,31.0,4.0,6.0,2.0,2.0,,1.0,,15.0,15.0,140.0,,30.0,11.0,15.0,4.0,1.0,8.0,2.0,,16.0,4.0,55.0,11.0,35.0,5.0,16.0,6.0,26.0,8.0,156.0,2.0,24.0,2.0,7.0,10.588,3.0,2.0,30.0,2.0,4.0,1.0,,2.0,1.0,,,,,,6.0,,,,,2.0
496208,Ben Gannon-Doak,Forward,Bournemouth,Scotland,2025-26,15.0,0.1188,0.0,,,10.0,8.0,,11.0,48.0,,,4.0,,,105.0,3.0,10.0,,4.0,9.0,37.0,,1.0,1.6132,,,,1.0,12.0,9.0,,1.0,0.0,25.0,,4.0,6.0,8.0,,,27.0,1.0,21.0,1.0,0.0,,48.0,2.0,24.0,,,15.0,,82.0,1.0,10.0,,0.0,1.0,2.0,,1.0,1.0,,0.1129,6.0,2.0,1.0,1.0,4.0,,,,,,,1.0,1.0,10.0,,,1.0,3.0,,,4.0,,,6.0,4.0,6.0,1.0,1.0,2.0,2.0,,3.0,1.0,20.0,1.0,,,2.0,0.2589,,,,,8.0,,,,,,,,,,,,,,,
222683,Justin Kluivert,Forward,Bournemouth,Netherlands,2025-26,79.0,1.5288,0.0,,,60.0,20.0,10.0,65.0,345.0,,,29.0,,,951.0,23.0,37.0,4.0,16.0,31.0,267.0,,1.0,16.9899,,1.0,2.0,19.0,56.0,99.0,,10.0,1.0,116.0,,87.0,46.0,20.0,,,206.0,15.0,87.0,6.0,0.0,,314.0,9.0,154.0,,,62.0,13.0,530.0,3.0,82.0,,5.0,5.0,15.0,5.0,6.0,4.0,1.0,0.6963,10.0,11.0,,12.0,16.0,2.0,1.0,3.0,20.0,1.0,8.0,1.0,1.0,31.0,,21.0,3.0,7.0,1.0,1.0,4.0,,,15.0,34.0,30.0,3.0,7.0,6.0,11.0,2.0,18.0,4.0,97.0,1.0,10.0,3.0,5.0,2.3206,4.0,,2.0,1.0,10.0,,,2.0,,2.0,14.0,3.0,3.0,0.2381,1.0,,,,,
489888,Amine Adli,Forward,Bournemouth,Morocco,2025-26,84.0,1.6204,0.0,,,86.0,31.0,10.0,94.0,413.0,,,57.0,,,1082.0,27.0,96.0,1.0,30.0,66.0,317.0,,4.0,17.4993,,1.0,17.0,17.0,57.0,95.0,,22.0,2.0,180.0,,98.0,61.0,31.0,,,202.0,16.0,123.0,30.0,0.0,,406.0,9.0,179.0,,,97.0,2.0,675.0,3.0,119.0,,2.0,8.0,19.0,2.0,6.0,9.0,1.0,3.1855,36.0,14.0,1.0,17.0,23.0,3.0,2.0,1.0,15.0,3.0,2.0,3.0,3.0,46.0,,15.0,5.0,17.0,1.0,3.0,20.0,2.0,,14.0,38.0,23.0,5.0,5.0,16.0,8.0,2.0,29.0,7.0,123.0,8.0,8.0,1.0,15.0,2.6012,3.0,1.0,5.0,1.0,21.0,2.0,,,,1.0,11.0,1.0,1.0,0.0384,2.0,,,,,1.0
560262,Junior Kroupi,Forward,Bournemouth,France,2025-26,98.0,1.529,0.0,,,103.0,33.0,21.0,112.0,467.0,,,30.0,,,1683.0,22.0,44.0,2.0,24.0,36.0,339.0,,1.0,20.8063,,1.0,33.0,21.0,76.0,136.0,,12.0,1.0,142.0,,109.0,61.0,33.0,,,223.0,19.0,112.0,8.0,0.0,,439.0,8.0,208.0,,,100.0,16.0,742.0,6.0,133.0,,5.0,9.0,27.0,1.0,19.0,22.0,3.0,9.7914,9.0,33.0,,31.0,10.0,13.0,6.0,10.0,1.0,3.0,1.0,6.0,6.0,84.0,,22.0,9.0,11.0,7.0,3.0,3.0,2.0,,22.0,10.0,42.0,9.0,11.0,6.0,15.0,,27.0,9.0,122.0,2.0,21.0,10.0,15.0,8.3499,4.0,,6.0,1.0,12.0,1.0,,10.0,,,,,,,2.0,,,2.0,2.0,1.0
168636,Enes Ünal,Forward,Bournemouth,Turkey,2025-26,51.0,0.0727,0.0,,,18.0,23.0,,18.0,56.0,,,44.0,,,214.0,34.0,21.0,,6.0,11.0,38.0,,,5.5701,,,14.0,3.0,17.0,12.0,,10.0,0.0,72.0,,13.0,7.0,23.0,,,25.0,3.0,28.0,10.0,0.0,,56.0,1.0,42.0,,,11.0,,134.0,1.0,13.0,,1.0,1.0,,,5.0,3.0,,1.56,1.0,10.0,,6.0,2.0,1.0,0.0,2.0,,1.0,,1.0,1.0,20.0,,1.0,3.0,2.0,1.0,1.0,,1.0,,3.0,2.0,11.0,3.0,7.0,1.0,1.0,1.0,6.0,,20.0,,,2.0,2.0,1.9965,1.0,,3.0,,23.0,,,,,,,5.0,5.0,0.2472,1.0,,,,,
499604,Rayan,Forward,Bournemouth,Brazil,2025-26,80.0,1.8202,0.0,,,63.0,15.0,13.0,69.0,318.0,,,57.0,1.0,,1119.0,32.0,55.0,1.0,24.0,30.0,239.0,,3.0,13.085,,1.0,20.0,10.0,48.0,33.0,,6.0,1.0,135.0,,65.0,43.0,15.0,,,178.0,9.0,78.0,25.0,0.0,,318.0,12.0,151.0,,,125.0,10.0,538.0,4.0,75.0,,1.0,6.0,7.0,4.0,11.0,8.0,1.0,3.4077,11.0,17.0,2.0,13.0,19.0,5.0,2.0,9.0,1.0,2.0,4.0,1.0,1.0,51.0,,12.0,2.0,15.0,3.0,2.0,4.0,1.0,,21.0,20.0,31.0,2.0,9.0,7.0,13.0,,9.0,8.0,95.0,1.0,11.0,9.0,4.0,2.9095,2.0,,1.0,3.0,2.0,1.0,1.0,3.0,,,1.0,,,,,,,,,1.0
606774,Remy Rees-Dottin,Forward,Bournemouth,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
