gameweek,matchId,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,handBall,attLfTarget,bigChanceScored,ballRecovery,savedObox,attIboxBlocked,expectedGoalsOnTarget,accurateLongBalls,totalClearance,attObxCentre,attLfTotal,attemptsIbox,saves,attLfGoal,attRfTarget,fwdPass,attGoalLowCentre,accurateCross,wonContest,goals,fouledFinalThird,totalAttAssist,accuratePullBack,ontargetScoringAtt,rightsidePass,possLostAll,duelWon,totalScoringAtt,attOboxBlocked,aerialLost,attIboxTarget,shotFastbreak,attBxRight,goalAssistOpenplay,attSvLowCentre,attMissLeft,totalCross,wonTackle,effectiveClearance,totalCornersIntobox,totalLayoffs,totalChippedPass,attOneOnOne,expectedGoalsOnTargetConceded,accurateFwdZonePass,attMissHighRight,cleanSheet,yellowCard,totalFinalThirdPasses,fkFoulLost,divingSave,totalFastbreak,midfielderGoals,attSvLowLeft,freekickCross,passesLeft,passesRight,ontargetAttAssist,backwardPass,attMissRight,totalCrossNocorner,putThrough,attemptsObox,crosses18yardplus,attOboxMiss,possLostCtrl,bigChanceCreated,attemptsConcededIbox,leftsidePass,touches,attAssistOpenplay,totalFlickOn,touchesInOppBox,interception,successfulOpenPlayPass,possWonDef3rd,accurateLaunches,headClearance,goalAssist,totalYelCard,outfielderBlock,offtargetAttAssist,expectedAssists,totalThrows,openPlayPass,finalThirdEntries,accurateThroughBall,errorLeadToShot,fastestPlayer_playerId,attBxCentre,accurateBackZonePass,bigChanceMissed,crosses18yard,sixYardBlock,totalBackZonePass,attemptedTackleFoul,totalPullBack,blockedPass,goalKicks,duelLost,attCmissHigh,totalThroughBall,accurateKeeperThrows,goalsOpenplay,unsuccessfulTouch,attemptsConcededObox,accurateGoalKicks,attMissHigh,totalLongBalls,accuratePass,fkFoulWon,challengeLost,totalLaunches,attCorner,longPassOwnToOpp,attFastbreak,attGoalHighLeft,attCmissLeft,redCard,lostCorners,savedIbox,attIboxGoal,accurateFlickOn,totalRedCard,accurateCrossNocorner,goalAssistIntentional,attHdTotal,possessionPercentage,accurateThrows,attHdMiss,possWonAtt3rd,keeperThrows,blockedScoringAtt,longPassOwnToOppSuccess,cornerTaken,totalPass,interceptionWon,dispossessed,accurateChippedPass,shotOffTarget,penAreaEntries,accurateCornersIntobox,attIboxMiss,totalFwdZonePass,attRfTotal,accurateLayoffs,aerialWon,successfulFinalThirdPasses,possWonMid3rd,forwardGoals,effectiveBlockedCross,effectiveHeadClearance,totalTackle,attOpenplay,subsMade,totalContest,expectedGoals,blockedCross,successfulPutThrough,wonCorners,attGoalLowLeft,attFreekickTotal,goalFastbreak,freekickTotal,attHdTarget,hitWoodwork,attMissHighLeft,totalOffside,attCmissHighLeft,attAssistSetplay,attSvLowRight,punches,overrun,attCmissHighRight,attBxLeft,attFreekickMiss,attGoalLowRight,attCmissRight,accurateKeeperSweeper,goodHighClaim,interceptionsInBox,contentiousDecision,totalKeeperSweeper,fastestPlayer_topSpeed,totalDistance,attRfGoal,totalHighClaim,attHdGoal,goalsConcededObox,postScoringAtt,attIboxPost,attOboxTarget,attPostLeft,goalsConceded,accurateFreekickCross,attSetpiece,attSvHighCentre,attPostRight,goalAssistSetplay,penaltyWon,defenderGoals,attPenGoal,attFreekickTarget,shieldBallOop,goalsConcededIbox,errorLeadToGoal,attLgCentre,ptsGainedLosingPos,attObxLeft,attOboxGoal,attGoalHighCentre,penaltySave,attSvHighLeft,penaltyConceded,penaltyFaced,attOboxPost,attGoalHighRight,ptsDroppedWinningPos,subsGoals,attPostHigh,attHdPost,goalAssistDeadball,secondYellow,attObpGoal,attSvHighRight,clearanceOffLine,expectedGoalsFreekick,attFreekickPost,attObxdRight,ownGoals,attIboxOwnGoal,penGoalsConceded
11,2444574,2024-11-09 20:00:00,"Anfield, Liverpool",60292,Home,Liverpool,Aston Villa,2,0,W,1,0,0,0,,,2.0,50.0,,1.0,,21.0,15.0,5.0,3.0,9.0,2.0,1.0,3.0,174.0,,3.0,9.0,2.0,3.0,12.0,,5.0,175.0,110.0,42.0,14.0,2.0,6.0,1.0,5.0,1.0,1.0,2.0,2.0,8.0,9.0,15.0,2.0,12.0,34.0,2.0,,250.0,3.0,1.0,0.0,139.0,11.0,,5.0,1.0,,2.0,84.0,57.0,7.0,103.0,,6.0,16.0,5.0,1.0,1.0,110.0,3.0,9.0,167.0,785.0,9.0,3.0,30.0,7.0,527.0,18.0,3.0,5.0,1.0,0.0,2.0,5.0,,13.0,597.0,54.0,1.0,1.0,97032,3.0,299.0,2.0,3.0,,315.0,7.0,,9.0,7.0,44.0,,1.0,3.0,2.0,13.0,3.0,5.0,,42.0,546.0,15.0,11.0,11.0,1.0,75.0,5.0,,1.0,0.0,9.0,2.0,2.0,2.0,0.0,2.0,,3.0,62.4,12.0,3.0,5.0,3.0,3.0,55.0,2.0,619.0,7.0,10.0,17.0,6.0,25.0,1.0,5.0,312.0,8.0,11.0,6.0,103.0,24.0,1.0,4.0,5.0,12.0,10.0,4.0,15.0,,4.0,9.0,2.0,,,2.0,,,,1.0,1.0,,2.0,,,1.0,1.0,2.0,,1.0,,,2.0,1.0,,,,,1.0,2.0,,,,,2.0,,,1.0,3.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12,2444589,2024-11-24 14:00:00,"St. Mary's Stadium, Southampton",31278,Away,Liverpool,Southampton,3,2,W,1,1,0,0,,3.0,2.0,45.0,1.0,5.0,,16.0,4.0,9.0,11.0,18.0,3.0,3.0,3.0,170.0,,9.0,10.0,3.0,6.0,17.0,1.0,11.0,158.0,115.0,39.0,27.0,4.0,4.0,5.0,4.0,3.0,1.0,2.0,1.0,30.0,12.0,4.0,10.0,5.0,30.0,,,361.0,1.0,,0.0,273.0,9.0,2.0,4.0,3.0,5.0,2.0,129.0,61.0,13.0,104.0,,20.0,12.0,9.0,11.0,2.0,115.0,3.0,5.0,168.0,774.0,15.0,1.0,51.0,8.0,517.0,13.0,1.0,1.0,1.0,4.0,,4.0,,18.0,583.0,77.0,1.0,,97032,7.0,179.0,5.0,7.0,,190.0,6.0,1.0,3.0,6.0,37.0,2.0,1.0,1.0,2.0,9.0,2.0,4.0,3.0,39.0,531.0,10.0,9.0,7.0,3.0,38.0,4.0,2.0,,0.0,3.0,2.0,3.0,,0.0,5.0,1.0,2.0,62.2,18.0,,11.0,1.0,9.0,25.0,10.0,600.0,8.0,11.0,12.0,7.0,51.0,4.0,4.0,440.0,14.0,5.0,3.0,222.0,18.0,,2.0,1.0,16.0,20.0,3.0,14.0,,2.0,3.0,10.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,4.0,,,,1.0,,,,1.0,,,,,,,1.0,1.0,3.0,,2.0,1.0,2.0,,1.0,,1.0,,1.0,,,2.0,,,3.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
13,2444594,2024-12-01 16:00:00,"Anfield, Liverpool",60248,Home,Liverpool,Manchester City,2,0,W,1,0,0,0,,,2.0,55.0,,1.0,,25.0,13.0,7.0,4.0,11.0,3.0,1.0,4.0,142.0,,4.0,5.0,2.0,2.0,14.0,,7.0,105.0,120.0,42.0,18.0,3.0,5.0,3.0,2.0,,1.0,2.0,,14.0,13.0,13.0,5.0,7.0,42.0,1.0,,138.0,1.0,1.0,0.0,105.0,9.0,,2.0,2.0,1.0,,38.0,72.0,9.0,88.0,1.0,9.0,16.0,7.0,3.0,1.0,120.0,3.0,7.0,80.0,595.0,11.0,1.0,30.0,6.0,330.0,24.0,3.0,9.0,1.0,1.0,3.0,5.0,,21.0,396.0,40.0,2.0,2.0,97032,6.0,213.0,3.0,6.0,,235.0,4.0,,8.0,6.0,44.0,2.0,2.0,5.0,1.0,20.0,1.0,6.0,3.0,61.0,347.0,8.0,13.0,16.0,5.0,57.0,2.0,,,0.0,4.0,2.0,2.0,,0.0,2.0,1.0,3.0,43.8,20.0,2.0,5.0,5.0,4.0,30.0,7.0,415.0,6.0,8.0,19.0,7.0,23.0,2.0,5.0,194.0,11.0,6.0,7.0,77.0,19.0,,,9.0,22.0,12.0,4.0,14.0,,,8.0,7.0,1.0,,,,1.0,2.0,1.0,4.0,1.0,2.0,1.0,,,,2.0,,1.0,1.0,,,,,,,,1.0,,,,1.0,,2.0,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
14,2444608,2024-12-04 19:30:00,"St. James' Park, Newcastle",52237,Away,Liverpool,Newcastle United,3,3,D,0,1,0,0,,,1.0,49.0,1.0,6.0,,15.0,22.0,2.0,4.0,14.0,3.0,1.0,1.0,147.0,,3.0,7.0,3.0,,10.0,2.0,5.0,154.0,116.0,48.0,16.0,,9.0,1.0,,1.0,3.0,1.0,1.0,15.0,13.0,22.0,3.0,10.0,28.0,,,224.0,,,0.0,118.0,17.0,2.0,,3.0,,,64.0,52.0,7.0,71.0,1.0,12.0,16.0,2.0,6.0,1.0,116.0,1.0,9.0,142.0,709.0,6.0,4.0,35.0,10.0,426.0,17.0,1.0,9.0,3.0,5.0,4.0,3.0,,15.0,485.0,44.0,,2.0,97032,8.0,229.0,3.0,6.0,2.0,251.0,10.0,3.0,9.0,9.0,52.0,,2.0,9.0,3.0,21.0,8.0,6.0,1.0,41.0,450.0,9.0,12.0,15.0,2.0,61.0,,,,0.0,5.0,2.0,3.0,2.0,0.0,2.0,3.0,2.0,58.7,11.0,,4.0,9.0,6.0,33.0,6.0,514.0,10.0,5.0,14.0,5.0,28.0,1.0,2.0,278.0,10.0,10.0,9.0,97.0,19.0,,1.0,9.0,23.0,14.0,3.0,16.0,,1.0,9.0,6.0,2.0,,,,1.0,2.0,,,,1.0,1.0,,1.0,,1.0,,,,,1.0,,,1.0,,,2.0,1.0,,1.0,2.0,2.0,1.0,2.0,3.0,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,
16,2444624,2024-12-14 15:00:00,"Anfield, Liverpool",60333,Home,Liverpool,Fulham,2,2,D,0,1,1,0,2.0,,2.0,46.0,,5.0,,30.0,6.0,,9.0,16.0,1.0,,1.0,151.0,1.0,6.0,12.0,2.0,2.0,12.0,,4.0,155.0,118.0,47.0,16.0,,9.0,2.0,1.0,2.0,2.0,1.0,3.0,31.0,9.0,6.0,5.0,4.0,41.0,,,241.0,,,0.0,141.0,10.0,1.0,1.0,,1.0,2.0,69.0,87.0,7.0,78.0,2.0,26.0,11.0,,15.0,,118.0,3.0,7.0,145.0,709.0,7.0,,35.0,9.0,452.0,18.0,1.0,2.0,2.0,3.0,4.0,5.0,,18.0,511.0,68.0,,,97032,9.0,234.0,1.0,9.0,,245.0,5.0,,3.0,8.0,39.0,,1.0,6.0,2.0,15.0,5.0,8.0,1.0,46.0,469.0,7.0,7.0,5.0,1.0,60.0,1.0,,3.0,0.0,4.0,1.0,2.0,,1.0,5.0,2.0,4.0,61.3,17.0,2.0,4.0,6.0,5.0,37.0,5.0,529.0,9.0,5.0,25.0,7.0,39.0,1.0,7.0,315.0,3.0,3.0,14.0,111.0,17.0,1.0,2.0,2.0,15.0,13.0,4.0,22.0,,2.0,3.0,5.0,1.0,,,,1.0,,1.0,2.0,,3.0,,,,,4.0,,,,2.0,1.0,1.0,,2.0,,,1.0,1.0,1.0,,,,,,2.0,2.0,2.0,,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
17,2444638,2024-12-22 16:30:00,"Tottenham Hotspur Stadium, London",61439,Away,Liverpool,Tottenham Hotspur,6,3,W,3,1,0,0,,2.0,6.0,63.0,1.0,4.0,,26.0,21.0,6.0,8.0,18.0,2.0,2.0,4.0,176.0,2.0,9.0,5.0,6.0,1.0,16.0,,12.0,142.0,120.0,47.0,24.0,,5.0,3.0,4.0,3.0,4.0,2.0,1.0,21.0,17.0,21.0,3.0,9.0,40.0,3.0,,228.0,1.0,,0.0,147.0,9.0,1.0,5.0,4.0,2.0,1.0,76.0,50.0,10.0,75.0,3.0,18.0,20.0,6.0,8.0,3.0,120.0,8.0,6.0,109.0,712.0,12.0,6.0,51.0,15.0,410.0,24.0,4.0,10.0,4.0,2.0,1.0,6.0,,10.0,478.0,51.0,3.0,,97032,11.0,213.0,5.0,9.0,,229.0,3.0,,11.0,7.0,44.0,1.0,5.0,3.0,6.0,12.0,3.0,6.0,1.0,49.0,432.0,7.0,10.0,14.0,1.0,64.0,4.0,,1.0,0.0,7.0,1.0,6.0,4.0,0.0,9.0,4.0,5.0,48.1,9.0,2.0,10.0,3.0,4.0,43.0,5.0,502.0,15.0,13.0,27.0,8.0,34.0,,4.0,294.0,11.0,9.0,8.0,111.0,24.0,2.0,2.0,10.0,27.0,22.0,4.0,12.0,,2.0,11.0,5.0,1.0,,2.0,,,1.0,1.0,4.0,,,1.0,1.0,1.0,,,,3.0,1.0,2.0,,3.0,,2.0,,,2.0,,2.0,1.0,1.0,1.0,3.0,,3.0,,1.0,,,,,,,,,2.0,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
18,2444644,2024-12-26 20:00:00,"Anfield, Liverpool",60300,Home,Liverpool,Leicester City,3,1,W,1,1,0,0,,1.0,1.0,48.0,,4.0,,24.0,9.0,5.0,7.0,14.0,,2.0,2.0,162.0,1.0,12.0,5.0,3.0,2.0,16.0,2.0,7.0,215.0,124.0,39.0,19.0,2.0,16.0,4.0,3.0,3.0,3.0,2.0,,50.0,8.0,9.0,10.0,4.0,33.0,,,412.0,1.0,,0.0,281.0,17.0,,4.0,3.0,,2.0,93.0,95.0,11.0,87.0,1.0,40.0,16.0,5.0,22.0,2.0,124.0,1.0,2.0,185.0,842.0,13.0,3.0,60.0,8.0,576.0,7.0,1.0,5.0,3.0,3.0,1.0,5.0,,15.0,635.0,89.0,3.0,,171287,9.0,190.0,,16.0,,194.0,10.0,2.0,8.0,2.0,46.0,,3.0,4.0,3.0,10.0,2.0,2.0,2.0,34.0,590.0,5.0,1.0,5.0,3.0,52.0,3.0,,,0.0,1.0,,2.0,2.0,0.0,11.0,1.0,4.0,68.5,15.0,1.0,6.0,4.0,6.0,40.0,14.0,649.0,8.0,9.0,23.0,6.0,74.0,1.0,2.0,505.0,8.0,3.0,11.0,235.0,30.0,,,5.0,18.0,16.0,5.0,9.0,,,8.0,14.0,1.0,,1.0,,1.0,2.0,,3.0,,,2.0,,1.0,,,,1.0,,,,1.0,,,32.34,106161.08,1.0,,,,2.0,2.0,,,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,3.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,
19,2444659,2024-12-29 17:15:00,"London Stadium, London",62476,Away,Liverpool,West Ham United,5,0,W,3,0,0,0,,3.0,3.0,52.0,,1.0,,21.0,14.0,5.0,8.0,17.0,1.0,1.0,5.0,173.0,1.0,6.0,10.0,5.0,1.0,19.0,,13.0,151.0,109.0,47.0,22.0,1.0,6.0,6.0,4.0,2.0,4.0,4.0,2.0,22.0,15.0,14.0,6.0,16.0,33.0,2.0,,271.0,,1.0,0.0,192.0,10.0,,5.0,2.0,1.0,1.0,72.0,74.0,13.0,99.0,1.0,16.0,16.0,5.0,7.0,1.0,109.0,7.0,5.0,117.0,719.0,13.0,1.0,44.0,4.0,459.0,16.0,2.0,6.0,4.0,0.0,3.0,6.0,,13.0,522.0,76.0,4.0,,97032,9.0,210.0,6.0,8.0,,223.0,6.0,1.0,8.0,5.0,40.0,1.0,4.0,4.0,5.0,10.0,2.0,5.0,2.0,38.0,475.0,7.0,7.0,7.0,3.0,55.0,4.0,,1.0,0.0,3.0,,4.0,,0.0,4.0,3.0,2.0,54.1,12.0,2.0,9.0,4.0,2.0,39.0,6.0,540.0,4.0,10.0,15.0,7.0,41.0,2.0,6.0,339.0,12.0,16.0,7.0,155.0,20.0,1.0,1.0,6.0,23.0,19.0,5.0,17.0,,1.0,8.0,6.0,1.0,,1.0,,,,2.0,,1.0,2.0,1.0,2.0,,,3.0,,2.0,,,,,,,,,4.0,,,,,,2.0,,,,,2.0,,,,1.0,,,1.0,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,
20,2444665,2025-01-05 16:30:00,"Anfield, Liverpool",60275,Home,Liverpool,Manchester United,2,2,D,0,0,0,0,,,1.0,44.0,1.0,4.0,,16.0,29.0,4.0,4.0,15.0,2.0,1.0,3.0,153.0,,3.0,13.0,2.0,2.0,12.0,,6.0,106.0,130.0,42.0,19.0,1.0,8.0,4.0,2.0,4.0,1.0,2.0,2.0,17.0,2.0,29.0,6.0,2.0,24.0,1.0,,207.0,2.0,,0.0,145.0,10.0,,2.0,2.0,,1.0,47.0,92.0,5.0,60.0,2.0,11.0,15.0,4.0,3.0,3.0,130.0,3.0,11.0,119.0,662.0,10.0,3.0,33.0,14.0,344.0,20.0,1.0,12.0,1.0,2.0,8.0,7.0,,19.0,418.0,58.0,2.0,,97032,8.0,160.0,3.0,7.0,,177.0,3.0,,8.0,3.0,48.0,1.0,2.0,3.0,1.0,19.0,2.0,3.0,1.0,47.0,364.0,12.0,10.0,18.0,2.0,61.0,2.0,,1.0,0.0,9.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,52.9,18.0,1.0,1.0,3.0,5.0,33.0,6.0,438.0,14.0,11.0,12.0,8.0,31.0,2.0,5.0,278.0,12.0,2.0,11.0,111.0,20.0,,1.0,12.0,6.0,15.0,4.0,22.0,,1.0,8.0,6.0,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,4.0,2.0,,,1.0,1.0,,2.0,1.0,,1.0,2.0,,,1.0,1.0,,,,,,,2.0,,,1.0,,,1.0,,1.0,,2.0,2.0,,,1.0,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,
21,2444675,2025-01-14 20:00:00,"The City Ground, Nottingham",30249,Away,Liverpool,Nottingham Forest,1,1,D,0,1,0,0,,4.0,1.0,46.0,1.0,4.0,,25.0,29.0,9.0,8.0,14.0,2.0,,2.0,204.0,,6.0,4.0,1.0,3.0,17.0,,7.0,134.0,149.0,39.0,23.0,2.0,10.0,4.0,1.0,6.0,,1.0,2.0,29.0,4.0,29.0,8.0,11.0,38.0,1.0,,337.0,3.0,,0.0,241.0,10.0,,1.0,,,2.0,95.0,75.0,11.0,100.0,1.0,21.0,15.0,9.0,9.0,5.0,149.0,3.0,2.0,128.0,764.0,16.0,3.0,52.0,2.0,469.0,19.0,3.0,11.0,1.0,1.0,2.0,6.0,,17.0,551.0,77.0,,,97032,4.0,151.0,3.0,10.0,1.0,161.0,7.0,1.0,3.0,4.0,46.0,,,4.0,,17.0,4.0,4.0,2.0,44.0,482.0,7.0,6.0,13.0,4.0,64.0,1.0,,,0.0,,1.0,1.0,1.0,0.0,4.0,1.0,3.0,71.0,16.0,1.0,2.0,4.0,6.0,44.0,9.0,566.0,2.0,7.0,20.0,10.0,61.0,2.0,5.0,434.0,12.0,11.0,18.0,187.0,19.0,,3.0,11.0,10.0,19.0,3.0,17.0,,3.0,3.0,9.0,1.0,,,,,,2.0,1.0,,,4.0,,3.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,2.0,,1.0,,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
22,2444681,2025-01-18 15:00:00,"Gtech Community Stadium, Brentford",17215,Away,Liverpool,Brentford,2,0,W,0,0,0,0,1.0,1.0,2.0,52.0,,12.0,,20.0,19.0,9.0,6.0,28.0,7.0,,4.0,162.0,1.0,10.0,7.0,2.0,2.0,33.0,,8.0,129.0,103.0,35.0,37.0,3.0,13.0,5.0,7.0,4.0,2.0,1.0,7.0,32.0,5.0,19.0,13.0,4.0,22.0,,,322.0,,1.0,0.0,263.0,14.0,1.0,8.0,,3.0,1.0,95.0,62.0,21.0,71.0,3.0,19.0,19.0,9.0,8.0,4.0,103.0,4.0,9.0,122.0,663.0,27.0,4.0,61.0,4.0,407.0,21.0,3.0,8.0,2.0,3.0,1.0,12.0,,10.0,466.0,53.0,,,204716,17.0,111.0,2.0,10.0,1.0,122.0,6.0,,4.0,3.0,46.0,,,6.0,2.0,8.0,2.0,2.0,1.0,36.0,423.0,6.0,8.0,14.0,6.0,42.0,7.0,,4.0,0.0,2.0,6.0,2.0,2.0,0.0,6.0,2.0,8.0,61.1,10.0,5.0,8.0,6.0,15.0,33.0,15.0,484.0,4.0,3.0,15.0,14.0,58.0,4.0,9.0,394.0,23.0,4.0,12.0,222.0,16.0,,,8.0,10.0,29.0,5.0,16.0,,,4.0,15.0,,,1.0,,1.0,1.0,2.0,,,4.0,2.0,,,,4.0,,,1.0,1.0,,1.0,,1.0,34.41,109599.33,2.0,,,,1.0,,1.0,,,1.0,2.0,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,
23,2444695,2025-01-25 15:00:00,"Anfield, Liverpool",60420,Home,Liverpool,Ipswich Town,4,1,W,3,0,0,0,,,3.0,50.0,1.0,2.0,,22.0,7.0,6.0,5.0,10.0,2.0,2.0,2.0,184.0,1.0,5.0,16.0,4.0,1.0,12.0,,6.0,240.0,128.0,54.0,16.0,1.0,5.0,1.0,,3.0,3.0,1.0,3.0,24.0,9.0,7.0,3.0,4.0,33.0,,,470.0,2.0,,0.0,359.0,10.0,2.0,,4.0,,1.0,115.0,142.0,7.0,104.0,,21.0,20.0,6.0,9.0,3.0,128.0,2.0,2.0,218.0,930.0,8.0,3.0,43.0,3.0,659.0,16.0,1.0,4.0,3.0,0.0,,5.0,,18.0,732.0,92.0,1.0,,204716,3.0,208.0,,11.0,,217.0,4.0,2.0,10.0,1.0,45.0,,1.0,2.0,4.0,12.0,1.0,1.0,1.0,33.0,673.0,11.0,8.0,4.0,2.0,49.0,,1.0,3.0,0.0,4.0,1.0,3.0,1.0,0.0,4.0,2.0,2.0,70.4,16.0,1.0,4.0,2.0,3.0,41.0,3.0,746.0,3.0,15.0,20.0,7.0,47.0,1.0,3.0,553.0,9.0,4.0,11.0,307.0,27.0,,1.0,4.0,16.0,14.0,5.0,23.0,,1.0,10.0,3.0,,,,,,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,33.86,105520.85,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
24,2444700,2025-02-01 15:00:00,"Vitality Stadium, Bournemouth",11239,Away,Liverpool,Bournemouth,2,0,W,1,0,0,0,1.0,1.0,1.0,47.0,,4.0,2.3275,22.0,26.0,7.0,6.0,12.0,4.0,2.0,2.0,145.0,,3.0,6.0,2.0,2.0,15.0,,7.0,107.0,138.0,45.0,19.0,3.0,6.0,3.0,1.0,3.0,1.0,2.0,,13.0,11.0,26.0,2.0,6.0,33.0,,0.778,182.0,,1.0,0.0,118.0,9.0,2.0,1.0,2.0,1.0,1.0,37.0,57.0,11.0,71.0,3.0,11.0,17.0,7.0,4.0,2.0,138.0,3.0,8.0,103.0,643.0,13.0,5.0,34.0,11.0,324.0,21.0,7.0,9.0,1.0,3.0,3.0,4.0,1.5943,21.0,396.0,49.0,,4.0,118748,7.0,169.0,3.0,6.0,2.0,195.0,5.0,,8.0,10.0,45.0,,,2.0,1.0,22.0,6.0,7.0,1.0,54.0,348.0,14.0,12.0,19.0,4.0,66.0,1.0,1.0,,0.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,3.0,50.6,16.0,1.0,3.0,3.0,7.0,34.0,3.0,426.0,11.0,13.0,10.0,5.0,17.0,1.0,3.0,244.0,10.0,6.0,7.0,87.0,19.0,,1.0,9.0,18.0,14.0,4.0,12.0,2.5243,1.0,8.0,3.0,,,,,2.0,,1.0,1.0,,1.0,1.0,1.0,2.0,,,,1.0,3.0,2.0,1.0,1.0,,2.0,32.52,109814.92,,1.0,,,,,2.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2444613,2025-02-12 19:30:00,"Goodison Park, Liverpool",39280,Away,Liverpool,Everton,2,2,D,1,1,1,1,1.0,1.0,2.0,40.0,1.0,2.0,1.5555,22.0,36.0,2.0,1.0,4.0,1.0,,1.0,155.0,1.0,1.0,8.0,2.0,,5.0,,4.0,168.0,150.0,57.0,6.0,,20.0,,2.0,1.0,1.0,,,10.0,10.0,36.0,3.0,8.0,30.0,,1.1961,195.0,,,0.0,122.0,20.0,1.0,2.0,2.0,1.0,1.0,58.0,83.0,5.0,74.0,,7.0,10.0,2.0,2.0,,150.0,1.0,7.0,149.0,742.0,4.0,3.0,18.0,8.0,430.0,15.0,6.0,16.0,1.0,2.0,2.0,,0.303976,19.0,521.0,66.0,,,447203,1.0,258.0,,4.0,1.0,289.0,11.0,,5.0,10.0,62.0,,1.0,4.0,2.0,18.0,3.0,8.0,,64.0,452.0,9.0,4.0,33.0,,69.0,2.0,,,0.0,2.0,,2.0,3.0,1.0,1.0,1.0,1.0,63.2,12.0,,1.0,4.0,2.0,37.0,3.0,546.0,8.0,12.0,17.0,,20.0,,,267.0,4.0,5.0,22.0,81.0,19.0,,2.0,16.0,18.0,6.0,5.0,15.0,0.6229,2.0,5.0,3.0,1.0,,,,,,,2.0,,,,1.0,1.0,,1.0,,,,1.0,,,,1.0,33.83,110387.32,1.0,,1.0,,,,2.0,,2.0,,,,,,,,,,,2.0,,,1.0,,,,,1.0,,,,,2.0,,,,,1.0,,,,,,,,,
25,2444715,2025-02-16 14:00:00,"Anfield, Liverpool",60401,Home,Liverpool,Wolverhampton Wanderers,2,1,W,2,0,0,0,,,2.0,45.0,2.0,1.0,1.4199,22.0,18.0,2.0,4.0,8.0,3.0,1.0,1.0,141.0,1.0,3.0,4.0,2.0,2.0,4.0,,3.0,123.0,129.0,40.0,10.0,,10.0,1.0,3.0,,,,2.0,13.0,10.0,18.0,3.0,5.0,40.0,,1.4638,203.0,1.0,,0.0,138.0,15.0,,3.0,2.0,,,62.0,73.0,,71.0,1.0,10.0,10.0,2.0,5.0,2.0,129.0,,6.0,108.0,625.0,3.0,3.0,23.0,15.0,343.0,26.0,3.0,7.0,,2.0,5.0,4.0,0.63598,21.0,417.0,53.0,1.0,3.0,122798,7.0,164.0,,5.0,,188.0,8.0,,3.0,8.0,50.0,,2.0,6.0,1.0,15.0,10.0,6.0,1.0,46.0,364.0,12.0,10.0,14.0,3.0,60.0,3.0,,,0.0,3.0,1.0,2.0,,0.0,2.0,,1.0,49.6,19.0,1.0,3.0,7.0,1.0,39.0,4.0,443.0,15.0,7.0,21.0,6.0,23.0,1.0,4.0,268.0,4.0,4.0,8.0,102.0,9.0,,2.0,7.0,16.0,6.0,4.0,12.0,1.6639,2.0,3.0,4.0,,,1.0,,,,1.0,5.0,,1.0,1.0,1.0,2.0,,,,,,,,1.0,1.0,,33.22,105765.36,,,,1.0,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,
