fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round,opponent_team_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,ict_index,avg_value,team_id,team,players_used,players_played
172,4,True,2025-12-27T15:00:00Z,4,1,18,Bournemouth,61,986,3,3,0,11,0,0,0,2,0,8,3,250,398.2,151.7,183.0,70,53,12,110,11,3.66,1.45,5.11,29.92,-793814,6145976,340550,1134364,73.3,46.7,5,Brentford,38,15
182,18,True,2026-01-01T20:00:00Z,0,0,19,Spurs,61,988,0,0,11,0,0,0,0,1,0,2,4,230,165.6,96.80000000000001,79.0,34,64,19,79,11,0.8300000000000001,1.3,2.13,11.11,-100271,6119205,333421,433692,34.1,46.7,5,Brentford,38,13
194,9,False,2026-01-04T15:00:00Z,2,4,20,Everton,64,988,4,4,2,22,0,0,0,2,0,4,4,259,376.59999999999997,150.6,176.0,40,64,16,91,11,2.4,1.1600000000000001,3.5600000000000005,9.35,-196389,6051557,254238,450627,70.3,46.7,5,Brentford,38,15
203,17,True,2026-01-07T19:30:00Z,3,0,21,Sunderland,90,986,3,3,11,0,0,1,0,2,0,3,6,329,304.8,197.0,234.0,34,51,8,68,11,3.24,1.51,4.75,18.930000000000003,880169,7008181,1058225,178056,73.6,46.7,5,Brentford,38,15
213,7,False,2026-01-17T15:00:00Z,2,0,22,Chelsea,21,988,0,0,0,22,0,0,0,2,0,0,0,109,140.60000000000002,200.8,157.0,26,50,14,70,11,1.53,1.1700000000000002,2.7,17.490000000000002,830981,7824558,1091780,260799,49.8,46.7,5,Brentford,39,15
223,16,True,2026-01-25T14:00:00Z,0,2,23,Nott'm Forest,23,985,0,0,0,22,0,0,0,1,0,0,0,109,154.0,173.59999999999997,128.0,40,54,14,81,11,1.79,1.7600000000000002,3.55,8.58,467983,8327573,645833,177850,45.6,46.7,5,Brentford,39,16
231,2,False,2026-02-01T14:00:00Z,0,1,24,Aston Villa,56,937,1,0,8,0,0,0,0,3,1,5,7,175,207.99999999999997,49.4,54.0,57,48,7,84,11,0.37,0.15000000000000002,0.52,24.869999999999997,-508235,7767802,268143,776378,31.1,46.6,5,Brentford,40,15
249,15,False,2026-02-07T17:30:00Z,2,3,25,Newcastle,46,987,3,3,0,22,0,0,0,2,0,1,5,179,241.6,113.20000000000002,114.0,29,53,15,69,11,1.79,0.7100000000000001,2.4999999999999996,24.67,-592196,7190507,171408,763604,46.9,46.6,5,Brentford,40,14
252,1,True,2026-02-12T20:00:00Z,1,1,26,Arsenal,34,989,1,1,0,11,0,0,0,3,0,1,1,120,175.4,132.4,133.0,43,42,11,74,11,1.5000000000000002,1.06,2.5599999999999996,6.6000000000000005,-479482,6660289,140409,619891,44.1,46.5,5,Brentford,40,14
262,6,True,2026-02-21T15:00:00Z,0,2,27,Brighton,21,987,0,0,0,22,0,0,0,1,0,5,0,82,130.0,142.3,107.0,32,40,8,56,11,1.6,1.79,3.39,11.989999999999998,419576,7217161,642759,223183,37.9,46.5,5,Brentford,40,16
274,3,False,2026-02-28T15:00:00Z,3,4,28,Burnley,53,987,4,4,0,33,1,0,0,2,0,1,4,235,332.6,188.2,212.0,38,51,14,75,11,2.34,0.9000000000000001,3.24,10.669999999999998,604034,7846521,823318,219284,73.3,46.4,5,Brentford,41,14
282,4,False,2026-03-03T19:30:00Z,0,0,29,Bournemouth,51,987,0,0,11,0,0,0,0,1,0,2,0,194,143.0,88.4,69.0,38,60,14,84,11,0.39,0.5900000000000001,0.98,21.13,244907,8079090,470434,225527,30.0,46.4,5,Brentford,41,14
292,20,True,2026-03-16T20:00:00Z,2,2,30,Wolves,38,987,2,2,0,22,0,0,0,2,0,2,4,172,245.8,146.8,114.0,38,52,15,78,11,2.56,2.26,4.82,15.27,441991,8544621,675562,233571,50.7,46.5,5,Brentford,41,14
306,11,False,2026-03-21T20:00:00Z,0,0,31,Leeds,64,989,0,0,11,0,0,0,0,0,0,4,4,213,194.39999999999998,80.3,75.0,61,57,11,93,11,0.4600000000000001,0.24000000000000002,0.7000000000000001,5.720000000000001,329316,9253139,437317,108001,35.0,46.2,5,Brentford,43,12
312,9,True,2026-04-11T14:00:00Z,2,2,32,Everton,41,990,2,2,0,22,0,0,0,0,0,4,3,180,278.20000000000005,193.89999999999998,184.0,43,57,15,86,11,2.88,1.2600000000000002,4.140000000000001,16.84,-449757,8425985,251431,701188,65.6,46.2,5,Brentford,44,12
322,10,True,2026-04-18T11:30:00Z,0,0,33,Fulham,51,990,0,0,11,0,0,0,0,0,0,0,2,190,137.0,196.1,126.0,23,45,12,60,11,1.4300000000000002,1.17,2.6,8.47,-209354,7569096,271942,481296,45.9,46.2,5,Brentford,44,11
337,14,False,2026-04-27T19:00:00Z,2,1,34,Man Utd,30,989,1,1,0,22,0,0,0,4,0,3,1,121,203.59999999999997,153.39999999999998,160.0,36,53,8,71,11,1.4300000000000002,1.25,2.68,13.98,79304,8340431,326028,246724,51.7,46.2,5,Brentford,44,12
344,19,True,2026-05-02T14:00:00Z,3,0,35,West Ham,72,991,2,2,11,0,0,0,0,1,0,4,6,262,230.20000000000002,129.1,162.0,25,42,19,62,11,2.2800000000000002,1.08,3.3600000000000003,10.16,-108420,8217301,233128,341548,52.1,46.1,5,Brentford,44,15
356,13,False,2026-05-09T16:30:00Z,3,0,36,Man City,26,988,0,0,0,33,0,0,0,2,0,7,0,83,207.99999999999997,64.10000000000001,55.0,47,47,24,92,11,0.24000000000000002,0.30000000000000004,0.54,32.79,-614349,7561648,93774,708123,32.7,46.0,5,Brentford,44,14
364,8,True,2026-05-17T14:00:00Z,2,2,37,Crystal Palace,47,986,2,2,0,22,0,0,0,1,0,3,4,160,238.2,145.10000000000002,147.0,53,67,5,85,11,1.7200000000000002,1.3199999999999998,3.04,18.92,126110,7752682,290362,164252,53.0,46.0,5,Brentford,44,15
375,12,False,2026-05-24T15:00:00Z,1,1,38,Liverpool,37,987,1,1,0,11,0,0,0,3,0,7,2,157,243.0,131.1,113.0,39,50,21,78,11,1.55,1.27,2.8200000000000003,33.44,-401866,7303979,141175,543041,48.7,46.0,5,Brentford,44,14
