fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round,opponent_team_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,ict_index,avg_value,team_id,team,players_used,players_played
157,14,False,2025-12-15T20:00:00Z,4,4,16,Man Utd,37,900,3,3,0,40,0,0,0,2,0,5,2,132,297.6,111.79999999999998,160.0,42,39,12,70,10,1.8,0.56,2.3600000000000003,32.91,-577567,4580857,175667,753234,56.9,46.7,4,Bournemouth,40,14
162,3,True,2025-12-20T15:00:00Z,1,1,17,Burnley,33,899,0,0,3,10,0,0,0,1,0,0,1,127,155.8,194.70000000000002,86.0,41,43,20,81,10,1.3,1.04,2.34,3.8000000000000003,530376,5361173,709769,179393,43.6,46.7,4,Bournemouth,40,15
172,5,False,2025-12-27T15:00:00Z,4,1,18,Brentford,20,898,0,1,0,40,1,0,0,2,0,4,1,95,179.39999999999998,147.8,164.0,36,49,17,69,10,1.96,0.8800000000000001,2.8400000000000003,36.6,-88667,5046703,220490,309157,49.1,46.6,4,Bournemouth,40,15
184,7,False,2025-12-30T19:30:00Z,2,2,19,Chelsea,42,899,2,0,0,20,0,0,0,1,0,2,5,137,243.80000000000004,129.8,169.0,62,46,16,96,10,2.86,0.8,3.66,23.080000000000002,-344095,4619833,74704,418799,54.3,46.6,4,Bournemouth,40,13
192,1,True,2026-01-03T17:30:00Z,2,3,20,Arsenal,32,896,2,1,0,30,0,0,0,2,0,2,2,116,228.79999999999998,119.8,70.0,45,41,14,76,10,1.34,0.43,1.7700000000000002,11.299999999999999,-228622,4557429,81877,310499,41.9,46.4,4,Bournemouth,41,14
202,18,True,2026-01-07T19:30:00Z,3,2,21,Spurs,44,897,2,3,0,20,0,0,0,2,0,2,1,152,247.79999999999998,86.6,85.0,47,50,17,88,10,1.12,0.99,2.11,12.54,-124384,4450962,128413,252797,41.9,46.4,4,Bournemouth,41,15
212,6,False,2026-01-19T20:00:00Z,1,1,22,Brighton,42,988,1,1,3,11,0,0,0,3,0,4,0,119,212.2,110.80000000000001,89.0,54,52,17,96,11,1.34,0.67,2.0,11.56,12823,4478903,250811,237988,41.2,46.4,4,Bournemouth,42,15
222,12,True,2026-01-24T17:30:00Z,3,2,23,Liverpool,52,989,3,2,0,22,0,0,0,1,0,2,3,177,311.79999999999995,104.8,193.0,58,50,20,101,11,2.34,0.98,3.32,10.23,-96032,4384311,130094,226126,61.0,46.4,4,Bournemouth,43,14
240,20,False,2026-01-31T15:00:00Z,0,2,24,Wolves,80,987,2,2,11,0,0,0,0,3,0,7,6,304,294.4,130.70000000000002,121.0,48,56,20,94,11,1.36,1.03,2.39,15.18,485610,4921443,789708,304098,54.6,46.4,4,Bournemouth,45,16
242,2,True,2026-02-07T15:00:00Z,1,1,25,Aston Villa,40,987,1,1,0,11,0,0,0,1,0,3,2,171,213.8,212.10000000000002,190.0,38,57,10,76,11,2.08,1.57,3.6500000000000004,4.840000000000001,258850,5162560,479174,220324,61.6,46.4,4,Bournemouth,45,15
255,9,False,2026-02-10T19:30:00Z,1,2,26,Everton,50,987,2,2,0,11,0,0,0,3,0,5,5,193,281.6,147.5,126.0,48,51,21,92,11,1.35,1.2300000000000002,2.5799999999999996,32.36,175410,5336681,432741,257331,55.5,46.4,4,Bournemouth,45,16
270,19,False,2026-02-21T17:30:00Z,0,0,27,West Ham,57,985,0,0,11,0,0,0,0,1,0,3,2,216,191.79999999999998,109.1,89.0,40,48,17,79,11,0.6599999999999999,0.33999999999999997,1.0,35.99,571701,5934817,795257,223556,39.0,46.4,4,Bournemouth,45,16
272,17,True,2026-02-28T12:30:00Z,1,1,28,Sunderland,39,986,1,1,0,11,0,0,0,4,0,3,3,155,202.99999999999997,172.5,171.0,42,51,16,80,11,1.6900000000000002,0.99,2.68,15.63,574239,6532620,743845,169606,54.6,46.5,4,Bournemouth,45,16
282,5,True,2026-03-03T19:30:00Z,0,0,29,Brentford,61,987,0,0,11,0,0,0,0,2,0,2,7,221,168.2,176.4,101.0,57,65,13,106,11,1.92,1.71,3.6300000000000003,4.390000000000001,83123,6591127,341177,258054,44.6,46.5,4,Bournemouth,45,14
293,3,False,2026-03-14T15:00:00Z,0,0,30,Burnley,67,986,0,0,11,0,0,0,0,0,0,2,7,254,241.79999999999998,232.49999999999997,137.0,61,60,20,117,11,2.56,1.55,4.109999999999999,15.4,473687,7102752,677012,203325,61.1,46.5,4,Bournemouth,45,15
302,14,True,2026-03-20T20:00:00Z,2,2,31,Man Utd,35,986,2,2,0,22,1,0,0,2,0,4,2,162,254.79999999999998,153.50000000000003,119.0,40,63,13,81,11,1.8299999999999998,0.5700000000000001,2.4000000000000004,19.47,114162,7278906,358232,244070,52.7,46.5,4,Bournemouth,45,15
311,1,False,2026-04-11T11:30:00Z,1,2,32,Arsenal,49,987,2,2,0,11,0,0,0,3,0,2,4,189,229.4,82.7,106.0,44,46,20,83,11,1.1900000000000002,0.29000000000000004,1.48,25.519999999999996,451060,7653569,997969,546909,41.8,46.5,4,Bournemouth,45,16
328,15,False,2026-04-18T14:00:00Z,1,2,33,Newcastle,87,1973,4,4,3,33,1,0,0,7,0,4,6,361,501.80000000000007,371.8,370.0,78,99,35,166,22,4.42,3.1599999999999997,7.579999999999999,26.62,2656394,20219780,2944348,287954,124.4,46.5,4,Bournemouth,90,31
343,8,True,2026-05-03T13:00:00Z,3,0,35,Crystal Palace,79,985,2,3,11,0,0,0,0,0,0,1,6,277,225.6,182.99999999999997,150.0,36,61,17,87,11,2.08,1.3399999999999999,3.42,9.79,-84114,7925848,293613,377727,55.9,46.5,4,Bournemouth,45,16
354,10,False,2026-05-09T14:00:00Z,0,1,36,Fulham,61,938,1,1,9,0,0,0,0,2,1,2,6,212,206.8,137.2,85.0,44,49,11,80,11,0.81,0.28,1.09,13.870000000000001,80550,8013544,394186,313636,42.9,46.4,4,Bournemouth,45,16
363,13,True,2026-05-19T18:30:00Z,1,1,37,Man City,43,987,1,1,4,11,0,0,0,4,0,3,2,186,224.0,147.79999999999998,87.0,45,51,18,93,11,2.0,0.99,2.9899999999999998,18.37,-224855,7769082,203267,428122,45.9,46.4,4,Bournemouth,45,15
377,16,False,2026-05-24T15:00:00Z,1,1,38,Nott'm Forest,42,986,1,1,0,11,0,0,0,1,0,3,4,177,236.60000000000005,176.6,137.0,41,47,21,84,11,0.95,0.55,1.5000000000000002,19.03,567411,8415048,745804,178393,55.0,46.4,4,Bournemouth,45,16
