playerId,playerName,position,team,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,substituteOn,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,goalAssists,savesMadeCaught,aerialDuelsLost,interceptions,substituteOff,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulCrossesOpenPlay,oboxBlocked,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,ownGoalScored,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,expectedGoals,successfulLayoffs,goals,awayGoals,homeGoals,leftFootGoals,lastPlayerTackle,headedGoals,clearancesOffTheLine,offsides,rightFootGoals,hitWoodwork,handballsConceded,successfulCrossesOpenPlay,overruns,successfulCrossesAndCorners,unsuccessfulLayoffs,throwInsToOppositionPlayer,redCards2ndYellow,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,setPiecesGoals,freekickTotal,attemptsFromSetPieces,secondGoalAssists,expectedGoalsFreekick,foulWonPenalty,penaltiesTaken,penaltyGoals
578153,Abdukodir Khusanov,Defender,Manchester City,Uzbekistan,2024-25,11.0,0.0859,0.0,,,17.0,6.0,6.0,34.0,391.0,1.0,,11.0,2.0,,504.0,14.0,1.0,,4.0,7.0,352.0,,,6.3379,1.0,28.0,6.0,7.0,43.0,,3.0,0.0,25.0,,138.0,27.0,6.0,,133.0,5.0,14.0,7.0,0.0,1.0,384.0,40.0,,,173.0,3.0,5.0,450.0,12.0,224.0,2.0,,1.0,17.0,17.0,,,,4.0,3.0,1.0,1.0,,,5.0,,1.0,1.0,,,,1.0,1.0,2.0,,1.0,,1.0,2.0,1.0,3.0,,,,4.0,,4.0,37.0,3.0,1.0,0.0192,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
554194,Jahmai Simpson-Pusey,Defender,Manchester City,England,2024-25,4.0,0.0152,0.0,,,4.0,2.0,1.0,8.0,114.0,1.0,1.0,4.0,,,95.0,3.0,,,,2.0,105.0,,,1.553,,2.0,2.0,1.0,33.0,,1.0,0.0,7.0,,25.0,3.0,2.0,,35.0,2.0,3.0,1.0,0.0,1.0,110.0,9.0,,,51.0,,1.0,125.0,2.0,71.0,,,1.0,4.0,2.0,,,,3.0,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494307,Max Alleyne,Defender,Manchester City U21,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477064,Rico Lewis,Defender,Manchester City,England,2024-25,64.0,1.0187,1.0,,,82.0,28.0,21.0,103.0,1204.0,,7.0,20.0,3.0,,1891.0,79.0,2.0,,43.0,73.0,1080.0,,2.0,26.2625,6.0,40.0,27.0,50.0,289.0,,34.0,0.0,143.0,,249.0,95.0,28.0,,686.0,25.0,123.0,6.0,0.0,,1179.0,162.0,,,430.0,12.0,21.0,1559.0,16.0,415.0,5.0,,3.0,21.0,36.0,3.0,2.0,,14.0,13.0,6.0,2.0,2.0,1.0194,30.0,8.0,6.0,1.0,1.0,,,49.0,,5.0,1.0,21.0,1.0,11.0,11.0,6.0,30.0,1.0,6.0,9.0,19.0,9.0,7.0,236.0,100.0,1.0,1.3773,20.0,1.0,1.0,0.0,,2.0,,,,1.0,1.0,,,1.0,,,2.0,1.0,,,,,,,,,,,
91651,Mateo Kovacic,Midfielder,Manchester City,Croatia,2024-25,106.0,3.2308,1.0,,,100.0,31.0,25.0,136.0,1878.0,,6.0,19.0,4.0,,2202.0,127.0,4.0,,34.0,117.0,1699.0,,3.0,32.1496,3.0,21.0,28.0,97.0,706.0,,26.0,1.0,233.0,,446.0,114.0,31.0,,1166.0,24.0,214.0,10.0,1.0,,1845.0,202.0,,,595.0,24.0,43.0,2206.0,11.0,576.0,20.0,,5.0,36.0,26.0,15.0,2.0,,9.0,24.0,12.0,19.0,12.0,2.3338,69.0,26.0,,16.0,5.0,1.0,1.0,19.0,,31.0,3.0,20.0,5.0,31.0,11.0,,40.0,3.0,14.0,5.0,38.0,22.0,,131.0,,16.0,1.8838,20.0,6.0,3.0,3.0,,,,,,6.0,,1.0,,3.0,,,,,,,,,,,,,,,
114283,Jack Grealish,Midfielder,Everton,England,2024-25,39.0,1.6873,0.0,,,35.0,20.0,7.0,37.0,412.0,,13.0,8.0,1.0,,715.0,48.0,,,21.0,47.0,365.0,,2.0,11.2481,,5.0,10.0,32.0,174.0,,25.0,1.0,87.0,,70.0,26.0,20.0,,300.0,10.0,79.0,1.0,0.0,,402.0,90.0,,,44.0,5.0,10.0,570.0,1.0,78.0,2.0,,3.0,2.0,4.0,,1.0,,7.0,2.0,5.0,6.0,5.0,1.5697,9.0,9.0,13.0,1.0,2.0,2.0,2.0,75.0,,23.0,5.0,10.0,2.0,4.0,9.0,17.0,25.0,5.0,4.0,19.0,5.0,13.0,2.0,124.0,4.0,1.0,1.128,5.0,1.0,0.0,1.0,,,,,,1.0,,,3.0,1.0,3.0,,,,9.0,1.0,4.0,,,,,,,,
465694,Nico González,Midfielder,Manchester City,Spain,2024-25,44.0,0.4894,0.0,,,39.0,11.0,9.0,48.0,621.0,,2.0,28.0,3.0,,763.0,38.0,1.0,,14.0,22.0,565.0,,,8.424,1.0,21.0,7.0,32.0,230.0,,5.0,0.0,82.0,,132.0,31.0,11.0,,359.0,6.0,54.0,16.0,0.0,,602.0,72.0,,,182.0,13.0,8.0,733.0,6.0,214.0,7.0,,3.0,9.0,12.0,1.0,,,12.0,8.0,4.0,2.0,2.0,0.5603,16.0,7.0,1.0,1.0,1.0,,,11.0,,1.0,1.0,9.0,1.0,10.0,3.0,1.0,14.0,1.0,5.0,1.0,6.0,1.0,,77.0,2.0,1.0,0.4761,12.0,1.0,0.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
220566,Rodri,Midfielder,Manchester City,Spain,2024-25,1.0,0.0921,0.0,,,4.0,3.0,1.0,4.0,68.0,,2.0,1.0,,,73.0,5.0,,,1.0,4.0,59.0,,,0.1768,1.0,1.0,1.0,1.0,20.0,,2.0,0.0,6.0,,13.0,7.0,3.0,,43.0,1.0,5.0,1.0,0.0,,67.0,4.0,,,24.0,1.0,5.0,77.0,,21.0,,,0.0,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61366,Kevin De Bruyne,Midfielder,Manchester City,Belgium,2024-25,95.0,6.7365,0.0,,,158.0,28.0,19.0,175.0,1028.0,,9.0,21.0,4.0,,1704.0,53.0,2.0,,36.0,48.0,817.0,,1.0,19.4496,,8.0,19.0,79.0,257.0,,18.0,2.0,148.0,,282.0,64.0,28.0,,710.0,17.0,127.0,5.0,0.0,,952.0,360.0,,,266.0,17.0,36.0,1425.0,4.0,181.0,13.0,,2.0,17.0,17.0,15.0,7.0,,16.0,7.0,12.0,17.0,18.0,3.9297,17.0,40.0,65.0,11.0,6.0,8.0,8.0,84.0,,50.0,6.0,8.0,6.0,8.0,17.0,107.0,45.0,6.0,22.0,30.0,9.0,13.0,,223.0,17.0,11.0,5.0655,15.0,4.0,0.0,4.0,1.0,,,,5.0,3.0,4.0,1.0,14.0,1.0,38.0,1.0,1.0,,94.0,25.0,34.0,1.0,8.0,8.0,1.0,0.6005,,,
59859,Ilkay Gündogan,Midfielder,Manchester City,Germany,2024-25,81.0,4.437,0.0,,,102.0,33.0,25.0,125.0,1634.0,,8.0,25.0,3.0,,2227.0,83.0,2.0,,36.0,69.0,1457.0,,3.0,32.5761,1.0,22.0,28.0,70.0,564.0,,27.0,1.0,164.0,,285.0,116.0,33.0,,945.0,26.0,139.0,14.0,0.0,,1572.0,249.0,,,407.0,15.0,52.0,1963.0,10.0,576.0,8.0,,1.0,23.0,32.0,7.0,6.0,,11.0,13.0,13.0,8.0,7.0,1.3294,25.0,19.0,15.0,6.0,4.0,2.0,2.0,72.0,,38.0,2.0,15.0,4.0,12.0,16.0,48.0,41.0,2.0,12.0,8.0,13.0,17.0,,378.0,4.0,6.0,3.2338,102.0,1.0,1.0,0.0,,,,,1.0,1.0,2.0,,2.0,1.0,12.0,2.0,,,46.0,8.0,28.0,,2.0,2.0,,0.208,1.0,,
165809,Bernardo Silva,Midfielder,Manchester City,Portugal,2024-25,126.0,4.5439,0.0,,,146.0,33.0,29.0,185.0,1678.0,,4.0,16.0,9.0,,2667.0,121.0,4.0,,64.0,116.0,1447.0,,4.0,38.4394,5.0,30.0,36.0,115.0,360.0,,32.0,2.0,247.0,,305.0,107.0,33.0,,926.0,32.0,231.0,5.0,0.0,,1603.0,322.0,,,596.0,27.0,46.0,2163.0,29.0,579.0,22.0,,7.0,39.0,38.0,4.0,4.0,,11.0,23.0,2.0,11.0,12.0,4.7944,56.0,21.0,41.0,2.0,,8.0,8.0,148.0,,49.0,9.0,29.0,,19.0,26.0,48.0,60.0,9.0,9.0,22.0,37.0,28.0,7.0,417.0,42.0,2.0,3.8971,27.0,4.0,0.0,4.0,3.0,,,1.0,3.0,1.0,,2.0,10.0,1.0,12.0,1.0,2.0,,16.0,1.0,4.0,,,,,,,,
465351,Matheus Nunes,Midfielder,Manchester City,Portugal,2024-25,97.0,3.3232,0.0,,,103.0,26.0,19.0,121.0,1079.0,,7.0,35.0,7.0,,1673.0,88.0,2.0,1.0,37.0,73.0,931.0,,2.0,22.6355,4.0,30.0,19.0,77.0,185.0,,20.0,1.0,185.0,,175.0,70.0,26.0,,634.0,17.0,150.0,15.0,0.0,,1063.0,231.0,,,353.0,30.0,27.0,1479.0,9.0,335.0,15.0,,4.0,18.0,33.0,3.0,6.0,,20.0,15.0,3.0,2.0,4.0,1.8014,35.0,7.0,31.0,,1.0,2.0,2.0,65.0,,17.0,2.0,13.0,1.0,13.0,14.0,34.0,27.0,2.0,3.0,14.0,22.0,19.0,4.0,366.0,96.0,,1.2164,9.0,1.0,0.0,1.0,,,,,6.0,1.0,,1.0,9.0,2.0,11.0,2.0,13.0,,7.0,2.0,3.0,,,,,,,,
575204,Claudio Echeverri,Midfielder,Manchester City,Argentina,2024-25,1.0,0.0067,0.0,,,,1.0,,,3.0,,1.0,,,,5.0,1.0,,,,1.0,3.0,,,0.7649,,,,1.0,1.0,,,0.0,2.0,,1.0,1.0,1.0,,3.0,,2.0,,0.0,,3.0,1.0,,,1.0,,,5.0,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209244,Phil Foden,Midfielder,Manchester City,England,2024-25,79.0,5.3424,0.0,,,87.0,28.0,20.0,97.0,852.0,,8.0,12.0,1.0,,1779.0,64.0,1.0,,38.0,61.0,721.0,,2.0,28.5993,2.0,7.0,24.0,70.0,159.0,,34.0,1.0,143.0,,153.0,61.0,28.0,,594.0,23.0,131.0,3.0,0.0,,828.0,242.0,,,285.0,5.0,34.0,1217.0,2.0,192.0,,,2.0,10.0,20.0,7.0,2.0,,9.0,9.0,10.0,18.0,16.0,5.8343,13.0,36.0,16.0,12.0,7.0,2.0,2.0,87.0,,41.0,6.0,12.0,7.0,8.0,23.0,49.0,54.0,6.0,20.0,16.0,5.0,14.0,1.0,255.0,5.0,12.0,5.1573,51.0,7.0,5.0,2.0,7.0,,,,3.0,,1.0,,10.0,2.0,31.0,1.0,,,46.0,15.0,24.0,,2.0,2.0,,0.0878,,,
477555,Oscar Bobb,Midfielder,Manchester City U21,Norway,2024-25,,0.023,0.0,,,2.0,3.0,,2.0,15.0,,3.0,,,,14.0,3.0,,,,3.0,13.0,,,0.3636,,,1.0,,1.0,,1.0,0.0,3.0,,3.0,2.0,3.0,,7.0,1.0,3.0,,0.0,,14.0,2.0,,,5.0,,,18.0,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516250,Jacob Wright,Midfielder,Norwich City,England,2024-25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472769,Nico O'Reilly,Midfielder,Manchester City U21,England,2024-25,40.0,0.6785,0.0,,,33.0,9.0,6.0,38.0,308.0,,3.0,15.0,2.0,,527.0,28.0,,,7.0,22.0,268.0,,1.0,4.2389,1.0,10.0,3.0,31.0,125.0,,4.0,1.0,68.0,,64.0,31.0,9.0,,167.0,3.0,53.0,6.0,0.0,,303.0,83.0,,,27.0,6.0,2.0,447.0,3.0,104.0,2.0,,0.0,5.0,11.0,1.0,,,9.0,4.0,2.0,2.0,3.0,1.7708,9.0,6.0,7.0,1.0,,1.0,1.0,20.0,,4.0,1.0,4.0,,5.0,6.0,7.0,21.0,1.0,3.0,3.0,4.0,9.0,1.0,92.0,34.0,1.0,1.2854,1.0,2.0,1.0,1.0,2.0,,,,1.0,,,,1.0,,1.0,,2.0,,,,,,,,,,,,
432714,James McAtee,Midfielder,Nottingham Forest,England,2024-25,21.0,0.8121,0.0,,,19.0,15.0,3.0,19.0,117.0,,12.0,5.0,,,342.0,12.0,1.0,,12.0,10.0,98.0,,1.0,5.1652,,1.0,6.0,18.0,15.0,,3.0,0.0,33.0,,26.0,8.0,15.0,,73.0,5.0,28.0,2.0,0.0,,116.0,36.0,,,33.0,6.0,,174.0,,27.0,3.0,,1.0,,6.0,1.0,,,3.0,2.0,3.0,,4.0,2.6462,5.0,12.0,4.0,,,1.0,1.0,22.0,,3.0,,8.0,,3.0,5.0,6.0,6.0,,8.0,1.0,2.0,2.0,,43.0,,,2.8028,9.0,3.0,1.0,2.0,2.0,,1.0,,,,,,2.0,,2.0,,,,1.0,,1.0,,,,,,,,
438234,Omar Marmoush,Forward,Manchester City,Egypt,2024-25,74.0,2.1159,0.0,,,45.0,16.0,14.0,45.0,286.0,,2.0,16.0,3.0,,1182.0,58.0,2.0,,17.0,53.0,239.0,,1.0,12.7583,,3.0,12.0,63.0,93.0,,20.0,1.0,132.0,,57.0,37.0,16.0,,191.0,10.0,116.0,5.0,0.0,,278.0,155.0,,,59.0,15.0,2.0,561.0,,60.0,8.0,,0.0,,6.0,2.0,,,11.0,6.0,10.0,15.0,17.0,5.8373,13.0,34.0,9.0,8.0,4.0,6.0,6.0,71.0,,15.0,7.0,14.0,4.0,5.0,21.0,18.0,40.0,7.0,17.0,10.0,8.0,20.0,1.0,77.0,1.0,8.0,5.4857,11.0,7.0,0.0,7.0,,,,,10.0,7.0,1.0,,4.0,4.0,10.0,2.0,,,14.0,5.0,6.0,,7.0,7.0,,0.3814,1.0,,
223094,Erling Haaland,Forward,Manchester City,Norway,2024-25,125.0,2.0175,0.0,,,121.0,31.0,31.0,122.0,375.0,,,108.0,6.0,,2741.0,94.0,5.0,,21.0,37.0,251.0,,3.0,40.6967,,22.0,38.0,74.0,67.0,,13.0,7.0,219.0,,62.0,34.0,31.0,,173.0,33.0,111.0,57.0,0.0,,369.0,218.0,,,130.0,24.0,2.0,696.0,1.0,81.0,5.0,,2.0,1.0,24.0,1.0,3.0,,51.0,5.0,6.0,16.0,60.0,23.5729,11.0,92.0,2.0,4.0,1.0,37.0,37.0,204.0,,26.0,12.0,11.0,1.0,5.0,20.0,2.0,47.0,12.0,32.0,18.0,6.0,13.0,1.0,116.0,1.0,4.0,22.0106,25.0,22.0,11.0,11.0,16.0,,4.0,,4.0,2.0,4.0,1.0,1.0,,1.0,17.0,,,,,,,1.0,1.0,,0.0587,,4.0,3.0
248875,Jérémy Doku,Forward,Manchester City,Belgium,2024-25,146.0,3.8044,0.0,,,108.0,29.0,16.0,109.0,700.0,,13.0,13.0,3.0,,1513.0,171.0,3.0,,40.0,171.0,586.0,,1.0,13.775,,2.0,14.0,133.0,278.0,,33.0,1.0,317.0,,84.0,63.0,29.0,,529.0,11.0,304.0,,0.0,,698.0,347.0,,,51.0,10.0,5.0,1209.0,1.0,73.0,2.0,,1.0,1.0,11.0,8.0,6.0,,13.0,4.0,10.0,13.0,9.0,2.4319,31.0,16.0,48.0,1.0,3.0,3.0,3.0,182.0,,26.0,12.0,10.0,3.0,9.0,60.0,48.0,119.0,12.0,7.0,33.0,22.0,107.0,1.0,287.0,1.0,1.0,1.3178,7.0,3.0,1.0,2.0,,,,,5.0,3.0,,1.0,11.0,10.0,11.0,,,,2.0,,,,,,,,,,
