playerId,playerName,position,team,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,totalTackles,savesMadeCaught,ownGoalScored,goalkeeperSmother,drops,tacklesLost,successfulDribbles,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,throughBalls,goalAssists,successfulLayoffs,foulWonPenalty,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,substituteOn,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,oboxTarget,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,tacklesWon,blocks,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,expectedGoals,cornersTakenInclShortCorners,successfulCornersIntoBox,lastPlayerTackle,redCards2ndYellow,unsuccessfulCornersIntoBox,rightFootGoals,clearancesOffTheLine,handballsConceded,secondGoalAssists,unsuccessfulLayoffs,headedGoals,hitWoodwork,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,setPiecesGoals,otherGoals,penaltiesTaken,penaltyGoals
437738,Sebastiaan Bornauw,Defender,Leeds United,Belgium,2025-26,28.0,0.0163,0.0,,,16.0,12.0,5.0,25.0,146.0,3.0,27.0,,,432.0,16.0,20.0,1.0,,9.0,110.0,,,4.378,4.0,30.0,5.0,12.0,25.0,,,0.0,48.0,62.0,13.0,12.0,35.0,4.0,21.0,11.0,0.0,3.0,140.0,1.0,32.0,1.0,,38.0,7.0,11.0,224.0,6.0,87.0,3.0,,1.0,9.0,10.0,8.0,,,,,4.0,1.0,1.0,,,,,1.0,,,,,,,1.0,,,7.0,,1.0,,,6.0,7.0,2.0,,,1.0,,,,1.0,,2.0,,1.0,4.0,6.0,5.0,21.0,8.0,5.0,,0.2003,,,,,,,,,,,,,,,,,,,
220627,James Justin,Defender,Leeds United,England,2025-26,81.0,1.1725,0.0,,,118.0,29.0,21.0,170.0,709.0,,74.0,6.0,,1896.0,34.0,127.0,3.0,,87.0,505.0,,4.0,27.6324,9.0,90.0,26.0,47.0,104.0,,30.0,1.0,208.0,291.0,70.0,29.0,239.0,23.0,134.0,40.0,0.0,,691.0,12.0,287.0,,,156.0,13.0,34.0,1227.0,29.0,306.0,8.0,,4.0,52.0,50.0,56.0,,,,,19.0,3.0,2.0,8.0,6.0,1.0,1.008,16.0,1.0,1.0,7.0,,26.0,2.0,2.0,1.0,4.0,8.0,2.0,6.0,2.0,2.0,43.0,40.0,37.0,11.0,4.0,21.0,1.0,2.0,1.0,13.0,32.0,23.0,4.0,10.0,37.0,11.0,28.0,158.0,87.0,4.0,4.0,1.6742,9.0,4.0,2.0,,5.0,1.0,1.0,,,,,1.0,,,,,,,
113564,Sam Byram,Defender,Leeds United,England,2025-26,1.0,0.0002,0.0,,,1.0,2.0,,3.0,6.0,,,,,8.0,,1.0,,,1.0,3.0,,1.0,0.6105,,2.0,1.0,1.0,,,,0.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,,0.0,,6.0,,3.0,,,2.0,1.0,,10.0,1.0,1.0,1.0,,0.0,2.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
643970,Jayden Lienou,Defender,Leeds United U21,Wales,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200617,Daniel James,Midfielder,Leeds United,Wales,2025-26,29.0,0.7253,0.0,,,42.0,19.0,6.0,47.0,119.0,,14.0,,,553.0,7.0,28.0,4.0,,21.0,69.0,,1.0,11.649,,8.0,16.0,22.0,17.0,,8.0,0.0,57.0,57.0,19.0,19.0,66.0,12.0,43.0,7.0,0.0,,118.0,12.0,116.0,,,29.0,1.0,3.0,257.0,3.0,13.0,1.0,,0.0,5.0,13.0,7.0,,,,,3.0,6.0,7.0,7.0,3.0,2.0,0.5274,7.0,1.0,,1.0,,43.0,,1.0,,5.0,13.0,1.0,7.0,2.0,2.0,15.0,28.0,,9.0,2.0,5.0,,1.0,,9.0,43.0,13.0,2.0,4.0,4.0,,1.0,16.0,1.0,7.0,5.0,0.9077,1.0,1.0,,,,,,,,,,,,,,,,,
180135,Sean Longstaff,Midfielder,Leeds United,England,2025-26,63.0,1.9116,0.0,,,49.0,23.0,10.0,69.0,449.0,,22.0,1.0,,1006.0,12.0,67.0,4.0,,57.0,365.0,,1.0,16.0126,1.0,11.0,20.0,51.0,104.0,,17.0,0.0,130.0,116.0,43.0,23.0,210.0,16.0,108.0,10.0,0.0,,421.0,4.0,122.0,,,143.0,13.0,15.0,667.0,7.0,197.0,5.0,,2.0,20.0,19.0,38.0,,,,,15.0,2.0,2.0,3.0,4.0,,2.0227,13.0,1.0,2.0,16.0,,5.0,2.0,1.0,1.0,1.0,13.0,1.0,27.0,1.0,1.0,20.0,20.0,,23.0,2.0,12.0,1.0,1.0,,5.0,27.0,17.0,2.0,9.0,23.0,6.0,12.0,86.0,2.0,3.0,1.0,1.2476,31.0,18.0,,,13.0,2.0,,1.0,,1.0,,2.0,1.0,1.0,0.0632,,,,
427637,Brenden Aaronson,Midfielder,Leeds United,United States,2025-26,233.0,3.6277,0.0,,,109.0,37.0,30.0,126.0,668.0,,72.0,1.0,,2465.0,48.0,156.0,5.0,1.0,132.0,535.0,,4.0,33.564,,17.0,32.0,185.0,128.0,,51.0,0.0,389.0,154.0,130.0,37.0,355.0,27.0,317.0,24.0,0.0,,636.0,14.0,364.0,,,154.0,20.0,7.0,1277.0,7.0,197.0,5.0,,3.0,17.0,28.0,50.0,,,,,25.0,31.0,10.0,18.0,17.0,7.0,4.5001,29.0,6.0,5.0,19.0,,26.0,4.0,5.0,2.0,10.0,7.0,2.0,10.0,11.0,11.0,62.0,98.0,,29.0,8.0,32.0,2.0,2.0,1.0,53.0,26.0,127.0,8.0,12.0,25.0,4.0,15.0,232.0,6.0,28.0,10.0,4.5515,,,,,,3.0,,2.0,,2.0,,2.0,1.0,1.0,0.137,,,,
466525,Anton Stach,Midfielder,Leeds United,Germany,2025-26,137.0,4.5118,0.0,,,177.0,29.0,28.0,213.0,939.0,,77.0,5.0,,2378.0,29.0,155.0,5.0,1.0,107.0,684.0,,4.0,31.0588,2.0,52.0,36.0,108.0,244.0,,24.0,1.0,292.0,309.0,119.0,29.0,487.0,31.0,215.0,48.0,0.0,,905.0,21.0,414.0,,,197.0,36.0,42.0,1525.0,14.0,284.0,25.0,,3.0,36.0,51.0,65.0,,,,,29.0,20.0,13.0,24.0,14.0,4.0,2.9098,31.0,2.0,3.0,44.0,,24.0,5.0,,2.0,13.0,1.0,6.0,45.0,3.0,3.0,62.0,55.0,,60.0,11.0,31.0,3.0,6.0,1.0,22.0,112.0,48.0,11.0,17.0,36.0,9.0,20.0,189.0,,9.0,13.0,2.9245,102.0,30.0,1.0,,67.0,4.0,,,,3.0,,,8.0,8.0,0.4763,3.0,,,
248056,Ao Tanaka,Midfielder,Leeds United,Japan,2025-26,59.0,1.4655,0.0,,,78.0,28.0,14.0,100.0,690.0,,25.0,1.0,,1314.0,13.0,52.0,1.0,,40.0,569.0,,1.0,22.3015,2.0,15.0,22.0,46.0,214.0,,9.0,1.0,111.0,186.0,81.0,28.0,286.0,21.0,86.0,12.0,0.0,,652.0,3.0,163.0,,,157.0,13.0,21.0,907.0,11.0,318.0,7.0,,1.0,22.0,32.0,27.0,,,,,13.0,4.0,4.0,2.0,5.0,2.0,1.3459,15.0,3.0,,23.0,,14.0,2.0,,0.0,2.0,14.0,2.0,14.0,1.0,1.0,31.0,14.0,,18.0,,17.0,2.0,2.0,1.0,7.0,25.0,15.0,,10.0,14.0,2.0,21.0,133.0,2.0,15.0,2.0,1.6068,12.0,6.0,,,6.0,1.0,,1.0,,2.0,,,,,,,,,
536916,Facundo Buonanotte,Midfielder,Leeds United,Argentina,2025-26,6.0,0.0932,0.0,,,7.0,4.0,1.0,8.0,36.0,,2.0,,,81.0,1.0,2.0,1.0,,1.0,27.0,,,0.7391,,,4.0,5.0,8.0,,,0.0,8.0,7.0,3.0,4.0,22.0,3.0,6.0,1.0,0.0,,36.0,2.0,16.0,,,13.0,1.0,1.0,57.0,,7.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,,2.0,,,,,,,2.0,,,,,,,3.0,,1.0,,,3.0,8.0,,3.0,,2.0,,,,2.0,1.0,2.0,,,,1.0,1.0,8.0,,1.0,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,
565863,Sam Chambers,Midfielder,Leeds United,Scotland,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486520,Ilia Gruev,Midfielder,Leeds United,Bulgaria,2025-26,61.0,0.8832,0.0,,,52.0,23.0,15.0,61.0,584.0,,34.0,1.0,,1322.0,20.0,52.0,1.0,,38.0,504.0,,4.0,22.9956,1.0,19.0,23.0,41.0,189.0,,9.0,0.0,113.0,145.0,51.0,23.0,205.0,22.0,79.0,14.0,0.0,,547.0,1.0,95.0,,,142.0,16.0,19.0,748.0,4.0,322.0,10.0,,3.0,9.0,22.0,24.0,,,,,12.0,6.0,,1.0,1.0,,0.1981,6.0,1.0,3.0,15.0,,4.0,,,,,8.0,,4.0,1.0,1.0,14.0,12.0,,8.0,1.0,7.0,,,,1.0,11.0,6.0,1.0,5.0,12.0,6.0,15.0,108.0,4.0,9.0,,0.4662,4.0,,,,4.0,,,,,,,,,,,,,,
577978,Rhys Chadwick,Defender,Leeds United U21,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536119,Charlie Crew,Midfielder,Leeds United,Wales,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592740,Alfie Cresswell,Defender,Leeds United U21,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177815,Dominic Calvert-Lewin,Forward,Leeds United,England,2025-26,282.0,1.0895,0.0,,,186.0,35.0,30.0,191.0,460.0,,317.0,4.0,,2726.0,189.0,184.0,6.0,,56.0,264.0,,2.0,35.137,1.0,36.0,34.0,93.0,98.0,,38.0,2.0,466.0,129.0,46.0,35.0,200.0,28.0,149.0,128.0,0.0,,460.0,10.0,358.0,,,102.0,45.0,5.0,893.0,2.0,70.0,6.0,,3.0,5.0,25.0,10.0,,,,,6.0,8.0,1.0,8.0,34.0,4.0,15.4321,66.0,1.0,1.0,64.0,2.0,9.0,14.0,26.0,6.0,2.0,5.0,1.0,1.0,19.0,19.0,27.0,135.0,,19.0,6.0,7.0,8.0,1.0,1.0,22.0,9.0,51.0,6.0,32.0,4.0,9.0,4.0,131.0,,13.0,2.0,15.8123,,,,,,9.0,3.0,2.0,,19.0,3.0,3.0,,,,,1.0,5.0,4.0
235826,Joël Piroe,Forward,Leeds United,Suriname,2025-26,25.0,0.1269,0.0,,,17.0,16.0,2.0,18.0,97.0,,19.0,,,246.0,14.0,8.0,1.0,,3.0,73.0,,2.0,5.7884,,1.0,9.0,11.0,10.0,,,0.0,33.0,20.0,9.0,16.0,44.0,8.0,14.0,5.0,0.0,,90.0,4.0,35.0,,,35.0,4.0,6.0,146.0,,36.0,1.0,,0.0,1.0,4.0,2.0,,,,,1.0,1.0,1.0,5.0,3.0,,0.4817,9.0,,,16.0,,3.0,,1.0,,2.0,14.0,,1.0,3.0,3.0,5.0,18.0,,1.0,3.0,1.0,,,,2.0,3.0,7.0,3.0,6.0,1.0,,1.0,32.0,3.0,2.0,2.0,0.9555,,,,,,,,1.0,,1.0,,,,,,,,,
174594,Lukas Nmecha,Forward,Leeds United,Germany,2025-26,93.0,1.5645,0.0,,,72.0,31.0,10.0,74.0,216.0,,81.0,,,1073.0,49.0,67.0,2.0,,35.0,136.0,,4.0,20.9371,2.0,11.0,23.0,44.0,75.0,,18.0,2.0,160.0,38.0,31.0,31.0,96.0,21.0,79.0,32.0,0.0,,212.0,3.0,146.0,,,34.0,18.0,6.0,413.0,1.0,46.0,10.0,,0.0,2.0,12.0,12.0,,,,,5.0,7.0,,5.0,16.0,1.0,7.9644,25.0,,1.0,23.0,,10.0,6.0,3.0,3.0,,21.0,1.0,,9.0,9.0,24.0,64.0,,10.0,5.0,13.0,3.0,1.0,1.0,6.0,10.0,24.0,5.0,9.0,7.0,1.0,3.0,69.0,1.0,9.0,,7.2261,,,,,,5.0,,,,5.0,,1.0,,,,,,3.0,2.0
435997,Noah Okafor,Forward,Leeds United,Switzerland,2025-26,134.0,1.3215,0.0,,,73.0,28.0,19.0,79.0,332.0,,32.0,,,1568.0,20.0,88.0,3.0,,76.0,231.0,,4.0,24.0214,1.0,16.0,26.0,114.0,126.0,,14.0,3.0,222.0,84.0,61.0,28.0,181.0,23.0,190.0,12.0,0.0,,332.0,15.0,263.0,,,28.0,18.0,22.0,708.0,1.0,79.0,7.0,,3.0,6.0,20.0,23.0,,,,,8.0,39.0,7.0,10.0,15.0,9.0,7.0109,25.0,2.0,1.0,7.0,,30.0,8.0,,4.0,2.0,9.0,2.0,7.0,5.0,5.0,19.0,77.0,,19.0,8.0,8.0,4.0,2.0,2.0,53.0,30.0,84.0,8.0,10.0,15.0,1.0,12.0,94.0,,18.0,2.0,5.2633,,,,,,6.0,,1.0,,2.0,,1.0,,,,,,,
492859,Wilfried Gnonto,Forward,Leeds United,Italy,2025-26,42.0,0.7243,0.0,,,49.0,23.0,4.0,51.0,218.0,,14.0,,,524.0,13.0,35.0,1.0,,34.0,161.0,,1.0,10.9552,1.0,12.0,14.0,29.0,69.0,,11.0,0.0,77.0,50.0,26.0,23.0,114.0,13.0,63.0,1.0,0.0,,216.0,8.0,103.0,,,32.0,7.0,6.0,360.0,2.0,55.0,5.0,,3.0,2.0,13.0,18.0,,,,,4.0,5.0,2.0,4.0,,1.0,,6.0,,1.0,8.0,1.0,18.0,,,,3.0,19.0,,2.0,,,15.0,21.0,,8.0,1.0,4.0,,,,9.0,18.0,18.0,1.0,6.0,14.0,,3.0,67.0,2.0,4.0,3.0,0.4053,1.0,,,,,,,,,1.0,,,,,,,,,
