matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,totalOffside
1059811,11,2019-11-02 15:00:00,"London Stadium, London",59907.0,Away,Newcastle,West Ham,3,2,W,2,0,0,0,3.0,12.0,9.0,3.0,,,,4.0,1.0,3.0,1.0,,2.0,8.0,7.0,19.0,36.0,262.0,176.0,30.5,19.0,18.0,12.0,10.0,40.0,40.0,8.0,4.0,,,11.0,5.0,128.0,4.0,2.0,,,,64.0,49.0,20.0,18.0,3.0,3.0,1.0,7.0,10.0,0.0,0.0,,4.0
1059817,12,2019-11-09 15:00:00,"St. James' Park, Newcastle",44424.0,Home,Newcastle,Bournemouth,2,1,W,1,1,0,0,2.0,21.0,9.0,5.0,7.0,,,1.0,2.0,2.0,1.0,,,10.0,7.0,26.0,42.0,279.0,195.0,33.9,22.0,18.0,8.0,8.0,31.0,31.0,9.0,5.0,,,9.0,8.0,138.0,3.0,1.0,,,,55.0,52.0,23.0,19.0,5.0,5.0,,10.0,5.0,0.0,0.0,,4.0
1059824,13,2019-11-25 20:00:00,"Villa Park, Birmingham",41821.0,Away,Newcastle,Aston Villa,0,2,L,0,2,0,0,,11.0,5.0,3.0,3.0,,,1.0,,1.0,,,,8.0,5.0,24.0,41.0,296.0,232.0,38.0,14.0,15.0,7.0,9.0,27.0,27.0,15.0,3.0,,,8.0,7.0,121.0,6.0,2.0,,,,57.0,50.0,22.0,18.0,6.0,6.0,,9.0,10.0,0.0,0.0,,2.0
1059837,14,2019-11-30 12:30:00,"St. James' Park, Newcastle",49937.0,Home,Newcastle,Man City,2,2,D,1,1,0,0,2.0,6.0,3.0,3.0,,,,,,,,,2.0,4.0,3.0,12.0,34.0,238.0,154.0,23.6,4.0,18.0,8.0,17.0,40.0,40.0,9.0,7.0,,,10.0,8.0,137.0,7.0,2.0,,,,56.0,41.0,17.0,16.0,1.0,1.0,1.0,4.0,6.0,0.0,0.0,,3.0
1059846,15,2019-12-05 19:30:00,"Bramall Lane, Sheffield",30409.0,Away,Newcastle,Sheff Utd,2,0,W,1,0,0,0,2.0,6.0,4.0,1.0,1.0,,,1.0,1.0,,,,2.0,5.0,4.0,19.0,47.0,253.0,167.0,26.7,14.0,14.0,9.0,10.0,41.0,41.0,13.0,3.0,,,6.0,11.0,136.0,6.0,,,1.0,,56.0,50.0,26.0,20.0,1.0,1.0,,6.0,10.0,0.0,0.0,,2.0
1059857,16,2019-12-08 14:00:00,"St. James' Park, Newcastle",42303.0,Home,Newcastle,Southampton,2,1,W,0,0,0,0,2.0,12.0,6.0,,6.0,,,,1.0,,,,1.0,7.0,7.0,25.0,47.0,344.0,233.0,45.3,20.0,16.0,6.0,18.0,25.0,25.0,17.0,5.0,1.0,,9.0,8.0,176.0,3.0,1.0,,,,91.0,77.0,37.0,33.0,3.0,3.0,2.0,11.0,17.0,0.0,0.0,,
1059863,17,2019-12-14 15:00:00,"Turf Moor, Burnley",19798.0,Away,Newcastle,Burnley,0,1,L,0,0,0,0,,9.0,,7.0,2.0,,,2.0,,2.0,,,,5.0,1.0,34.0,45.0,397.0,291.0,52.0,9.0,17.0,8.0,7.0,15.0,15.0,18.0,1.0,1.0,,8.0,8.0,162.0,3.0,1.0,,,,64.0,64.0,21.0,32.0,3.0,3.0,,12.0,15.0,0.0,0.0,,1.0
1059877,18,2019-12-21 15:00:00,"St. James' Park, Newcastle",45453.0,Home,Newcastle,Crystal Palace,1,0,W,0,0,0,0,1.0,8.0,3.0,2.0,3.0,,,,1.0,,,,,6.0,4.0,31.0,53.0,365.0,282.0,42.5,18.0,25.0,14.0,12.0,16.0,16.0,12.0,5.0,,,16.0,7.0,137.0,4.0,,,1.0,,62.0,68.0,19.0,23.0,4.0,4.0,,12.0,11.0,0.0,0.0,,2.0
1059888,19,2019-12-26 17:30:00,"Old Trafford, Manchester",73206.0,Away,Newcastle,Man Utd,1,4,L,1,3,0,0,1.0,7.0,2.0,5.0,,,,1.0,,1.0,,,1.0,7.0,2.0,12.0,33.0,295.0,213.0,26.7,9.0,20.0,13.0,10.0,22.0,22.0,18.0,4.0,,3.0,13.0,10.0,121.0,6.0,4.0,,,,56.0,49.0,17.0,14.0,,,1.0,7.0,9.0,0.0,0.0,,1.0
1059897,20,2019-12-28 15:00:00,"St. James' Park, Newcastle",52211.0,Home,Newcastle,Everton,1,2,L,0,1,0,0,1.0,20.0,5.0,9.0,6.0,,,1.0,,1.0,1.0,,1.0,15.0,10.0,35.0,58.0,317.0,233.0,42.7,35.0,14.0,7.0,9.0,25.0,25.0,9.0,6.0,,1.0,9.0,5.0,141.0,7.0,2.0,,,,89.0,60.0,49.0,24.0,5.0,5.0,1.0,13.0,12.0,0.0,0.0,,3.0
1059907,21,2020-01-01 15:00:00,"St. James' Park, Newcastle",52178.0,Home,Newcastle,Leicester,0,3,L,0,2,0,0,,5.0,2.0,2.0,1.0,,,1.0,,2.0,,,,4.0,3.0,14.0,31.0,244.0,170.0,23.4,9.0,15.0,9.0,10.0,20.0,20.0,18.0,2.0,,2.0,5.0,5.0,138.0,7.0,3.0,,,,45.0,52.0,11.0,22.0,4.0,4.0,,8.0,12.0,0.0,0.0,,
1059921,22,2020-01-11 15:00:00,"Molineux Stadium, Wolverhampton",31570.0,Away,Newcastle,Wolves,1,1,D,1,1,0,0,1.0,5.0,1.0,2.0,2.0,,,,,,,,1.0,5.0,3.0,13.0,51.0,311.0,233.0,34.3,4.0,15.0,11.0,7.0,37.0,37.0,13.0,3.0,,,13.0,5.0,131.0,2.0,1.0,,,,52.0,58.0,15.0,18.0,2.0,2.0,,12.0,12.0,0.0,0.0,,1.0
1059927,23,2020-01-18 17:30:00,"St. James' Park, Newcastle",52217.0,Home,Newcastle,Chelsea,1,0,W,0,0,0,0,1.0,7.0,2.0,5.0,,,,2.0,1.0,1.0,1.0,,1.0,6.0,1.0,17.0,39.0,286.0,192.0,30.1,10.0,13.0,7.0,11.0,40.0,40.0,15.0,9.0,,,7.0,6.0,151.0,3.0,,,1.0,,63.0,51.0,29.0,21.0,1.0,1.0,1.0,9.0,13.0,0.0,0.0,,1.0
1059934,24,2020-01-21 19:30:00,"Goodison Park, Liverpool",38822.0,Away,Newcastle,Everton,2,2,D,0,1,0,0,2.0,9.0,3.0,3.0,3.0,,,,,,1.0,,,3.0,1.0,24.0,41.0,462.0,369.0,45.1,16.0,9.0,5.0,11.0,27.0,27.0,29.0,2.0,,,9.0,11.0,154.0,6.0,2.0,,,,47.0,61.0,18.0,27.0,4.0,4.0,3.0,10.0,12.0,0.0,0.0,,
1059948,25,2020-02-01 15:00:00,"St. James' Park, Newcastle",52204.0,Home,Newcastle,Norwich,0,0,D,0,0,0,0,,15.0,5.0,4.0,6.0,,,,,1.0,,,,11.0,9.0,32.0,45.0,365.0,291.0,43.4,20.0,15.0,12.0,16.0,37.0,37.0,10.0,6.0,,,12.0,5.0,131.0,4.0,,,1.0,,61.0,57.0,22.0,25.0,8.0,8.0,1.0,10.0,15.0,0.0,0.0,,3.0
1059952,26,2020-02-16 16:30:00,"Emirates Stadium, London",60188.0,Away,Newcastle,Arsenal,0,4,L,0,0,0,0,,10.0,2.0,5.0,3.0,,,2.0,,2.0,1.0,,,9.0,5.0,17.0,27.0,295.0,239.0,31.6,19.0,18.0,8.0,10.0,20.0,20.0,6.0,2.0,,1.0,12.0,7.0,102.0,3.0,4.0,,,,61.0,49.0,16.0,16.0,6.0,6.0,,9.0,15.0,0.0,0.0,,4.0
1059965,27,2020-02-22 15:00:00,"Selhurst Park, London",25486.0,Away,Newcastle,Crystal Palace,0,1,L,0,1,1,0,,8.0,2.0,3.0,3.0,,,,,,,,,6.0,3.0,22.0,33.0,447.0,344.0,55.8,15.0,16.0,7.0,14.0,15.0,15.0,22.0,1.0,,,14.0,9.0,158.0,8.0,1.0,,,,58.0,68.0,13.0,22.0,5.0,5.0,,11.0,14.0,0.0,0.0,,3.0
1059977,28,2020-02-29 15:00:00,"St. James' Park, Newcastle",52219.0,Home,Newcastle,Burnley,0,0,D,0,0,0,0,,21.0,4.0,6.0,11.0,,,,,,1.0,,,13.0,9.0,31.0,31.0,376.0,254.0,54.0,27.0,19.0,11.0,7.0,18.0,18.0,17.0,3.0,1.0,,7.0,6.0,184.0,,,,1.0,,54.0,64.0,22.0,34.0,11.0,11.0,1.0,11.0,9.0,0.0,0.0,,2.0
1059990,29,2020-03-07 15:00:00,"St. Mary's Stadium, Southampton",30096.0,Away,Newcastle,Southampton,1,0,W,0,0,0,1,1.0,14.0,7.0,3.0,4.0,,,3.0,,6.0,,,,9.0,6.0,25.0,58.0,500.0,403.0,62.0,28.0,15.0,7.0,7.0,18.0,18.0,22.0,2.0,,,11.0,6.0,161.0,3.0,,,1.0,,56.0,61.0,14.0,19.0,8.0,8.0,,15.0,13.0,0.0,0.0,1.0,2.0
1059997,30,2020-06-21 14:00:00,"St. James' Park, Newcastle",,Home,Newcastle,Sheff Utd,3,0,W,0,0,0,1,3.0,12.0,8.0,2.0,2.0,,,4.0,2.0,2.0,,,3.0,10.0,9.0,19.0,45.0,442.0,361.0,46.0,20.0,11.0,7.0,6.0,12.0,12.0,15.0,2.0,,,6.0,9.0,131.0,1.0,,,1.0,,50.0,53.0,20.0,22.0,2.0,2.0,,9.0,10.0,0.0,0.0,,3.0
1060007,31,2020-06-24 18:00:00,"St. James' Park, Newcastle",,Home,Newcastle,Aston Villa,1,1,D,0,0,0,0,1.0,13.0,3.0,4.0,6.0,,,1.0,1.0,,,,1.0,12.0,9.0,22.0,54.0,416.0,320.0,52.1,14.0,6.0,4.0,5.0,32.0,32.0,8.0,5.0,,1.0,5.0,1.0,139.0,1.0,1.0,,,,54.0,52.0,22.0,29.0,6.0,6.0,2.0,15.0,13.0,0.0,0.0,,1.0
1060012,32,2020-07-01 18:00:00,"Vitality Stadium, Bournemouth",,Away,Newcastle,Bournemouth,4,1,W,2,0,0,0,4.0,12.0,7.0,4.0,1.0,,,3.0,3.0,1.0,1.0,,4.0,9.0,6.0,21.0,66.0,420.0,333.0,45.1,21.0,16.0,11.0,16.0,13.0,13.0,8.0,5.0,,,11.0,7.0,127.0,,1.0,,,,59.0,58.0,22.0,21.0,3.0,3.0,,10.0,11.0,0.0,0.0,,1.0
1060027,33,2020-07-05 14:15:00,"St. James' Park, Newcastle",,Home,Newcastle,West Ham,2,2,D,1,1,0,0,2.0,11.0,4.0,5.0,2.0,1.3985,2.09365,2.0,2.0,,,1.3856,2.0,8.0,5.0,28.0,56.0,516.0,423.0,57.4,18.0,22.0,13.0,1.0,20.0,20.0,5.0,4.0,,1.0,3.0,12.0,149.0,5.0,2.0,2.27107,,,65.0,59.0,20.0,29.0,6.0,6.0,,9.0,11.0,0.0,0.0,,1.0
1060038,34,2020-07-08 18:00:00,"Etihad Stadium, Manchester",,Away,Newcastle,Man City,0,5,L,0,2,0,0,,6.0,1.0,,5.0,,,,,,,,,5.0,5.0,12.0,23.0,296.0,214.0,26.4,9.0,15.0,11.0,11.0,14.0,14.0,14.0,8.0,1.0,1.0,14.0,5.0,112.0,5.0,5.0,,,1.0,39.0,40.0,5.0,14.0,1.0,1.0,1.0,7.0,11.0,0.0,0.0,,
1060050,35,2020-07-11 12:30:00,"Vicarage Road, Watford",,Away,Newcastle,Watford,1,2,L,1,0,0,0,1.0,8.0,4.0,4.0,,,,2.0,1.0,1.0,,,1.0,6.0,3.0,17.0,54.0,353.0,257.0,52.3,10.0,13.0,12.0,9.0,21.0,21.0,13.0,6.0,1.0,,7.0,7.0,146.0,3.0,2.0,,,,68.0,68.0,26.0,35.0,4.0,4.0,,15.0,22.0,0.0,0.0,,3.0
1060059,36,2020-07-15 18:00:00,"St. James' Park, Newcastle",,Home,Newcastle,Spurs,1,3,L,0,1,0,0,1.0,22.0,6.0,10.0,6.0,,,1.0,,1.0,1.0,,,17.0,9.0,26.0,48.0,503.0,440.0,52.8,18.0,14.0,8.0,7.0,9.0,9.0,9.0,2.0,,1.0,13.0,12.0,107.0,2.0,3.0,,,,59.0,45.0,17.0,12.0,5.0,5.0,1.0,6.0,13.0,0.0,0.0,,
1060064,37,2020-07-20 18:00:00,"American Express Stadium, Falmer",,Away,Newcastle,Brighton,0,0,D,0,0,0,0,,12.0,1.0,4.0,7.0,,,1.0,,1.0,,,,10.0,6.0,31.0,31.0,315.0,241.0,37.5,16.0,15.0,8.0,12.0,23.0,23.0,19.0,3.0,1.0,,6.0,9.0,118.0,3.0,,,1.0,,52.0,44.0,14.0,15.0,7.0,7.0,2.0,12.0,13.0,0.0,0.0,,1.0
1060079,38,2020-07-26 16:00:00,"St. James' Park, Newcastle",,Home,Newcastle,Liverpool,1,3,L,1,1,0,0,1.0,3.0,2.0,1.0,,,,1.0,1.0,,,,1.0,3.0,2.0,8.0,34.0,267.0,175.0,25.3,2.0,23.0,15.0,8.0,23.0,23.0,16.0,3.0,,,13.0,9.0,130.0,3.0,3.0,,,,46.0,51.0,15.0,17.0,2.0,2.0,1.0,11.0,5.0,0.0,0.0,,3.0
