matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2210373,11,2021-11-06 17:30:00,"American Express Stadium, Falmer",31267,Home,Brighton,Newcastle,1,1,D,1,0,1,0,1.0,14.0,5.0,6.0,3.0,,1.0,,,,12.0,6.0,21.0,70.0,654.0,591.0,65.7,26.0,15.0,12.0,6.0,23.0,23.0,13.0,1.0,,4.0,16.0,107.0,1.0,1.0,,36.0,51.0,11.0,9.0,2.0,2.0,,16.0,9.0,0.0,0.0,1.0,1.0,1.0
2210381,12,2021-11-20 15:00:00,"Villa Park, Birmingham",41925,Away,Brighton,Aston Villa,0,2,L,0,0,0,0,,6.0,2.0,,4.0,1.0,,1.0,,,4.0,4.0,24.0,68.0,608.0,543.0,63.0,12.0,16.0,11.0,3.0,21.0,21.0,20.0,3.0,,8.0,6.0,115.0,3.0,2.0,,56.0,46.0,16.0,9.0,6.0,7.0,,13.0,7.0,0.0,0.0,,,
2210393,13,2021-11-27 17:30:00,"American Express Stadium, Falmer",31166,Home,Brighton,Leeds,0,0,D,0,0,0,0,,20.0,4.0,14.0,2.0,2.0,,2.0,3.0,,15.0,5.0,41.0,63.0,496.0,387.0,56.5,38.0,11.0,8.0,11.0,13.0,13.0,17.0,2.0,2.0,7.0,13.0,181.0,4.0,,1.0,58.0,60.0,17.0,14.0,6.0,6.0,1.0,12.0,14.0,0.0,0.0,,,2.0
2210406,14,2021-12-01 19:30:00,"London Stadium, London",59626,Away,Brighton,West Ham,1,1,D,0,1,0,0,1.0,9.0,3.0,4.0,2.0,2.0,,2.0,,1.0,7.0,4.0,29.0,47.0,540.0,462.0,65.7,28.0,19.0,12.0,5.0,28.0,28.0,21.0,3.0,,11.0,5.0,130.0,4.0,1.0,,53.0,42.0,16.0,11.0,5.0,5.0,,8.0,10.0,0.0,0.0,,,
2210416,15,2021-12-04 15:00:00,"St. Mary's Stadium, Southampton",28706,Away,Brighton,Southampton,1,1,D,0,1,0,0,1.0,14.0,4.0,4.0,6.0,2.0,1.0,1.0,,1.0,8.0,8.0,24.0,48.0,410.0,285.0,55.6,13.0,21.0,11.0,6.0,22.0,22.0,20.0,4.0,,12.0,10.0,168.0,3.0,1.0,,59.0,55.0,17.0,19.0,2.0,2.0,2.0,12.0,15.0,0.0,0.0,,,
2210423,16,2022-03-16 19:30:00,"American Express Stadium, Falmer",31144,Home,Brighton,Spurs,0,2,L,0,1,0,0,,15.0,,7.0,8.0,1.0,,1.0,,,10.0,5.0,32.0,51.0,496.0,424.0,48.2,29.0,16.0,10.0,11.0,12.0,12.0,11.0,5.0,2.0,4.0,10.0,126.0,5.0,2.0,,41.0,37.0,10.0,11.0,6.0,6.0,,11.0,9.0,0.0,0.0,,,3.0
2210433,17,2021-12-15 19:30:00,"American Express Stadium, Falmer",30362,Home,Brighton,Wolves,0,1,L,0,1,0,0,,12.0,2.0,7.0,3.0,2.0,,2.0,,,8.0,2.0,30.0,74.0,524.0,441.0,59.3,16.0,16.0,8.0,10.0,10.0,10.0,18.0,1.0,,17.0,10.0,145.0,4.0,1.0,,48.0,56.0,9.0,11.0,7.0,7.0,5.0,11.0,15.0,0.0,0.0,,,1.0
2210444,18,2022-02-15 20:15:00,"Old Trafford, Manchester",73012,Away,Brighton,Man Utd,0,2,L,0,0,1,0,,10.0,3.0,6.0,1.0,3.0,,3.0,1.0,,8.0,4.0,32.0,54.0,516.0,435.0,50.0,15.0,17.0,7.0,22.0,17.0,17.0,22.0,8.0,2.0,18.0,9.0,136.0,5.0,2.0,,36.0,59.0,6.0,14.0,2.0,2.0,,10.0,8.0,0.0,0.0,,,1.0
2210452,19,2021-12-26 20:00:00,"American Express Stadium, Falmer",30141,Home,Brighton,Brentford,2,0,W,2,0,0,0,2.0,15.0,5.0,7.0,3.0,1.0,1.0,,,2.0,9.0,6.0,30.0,72.0,467.0,375.0,50.4,24.0,13.0,7.0,11.0,23.0,23.0,21.0,5.0,1.0,15.0,9.0,152.0,5.0,,1.0,51.0,53.0,20.0,15.0,6.0,6.0,,8.0,9.0,0.0,0.0,,,2.0
2210463,20,2021-12-29 19:30:00,"Stamford Bridge, London",40080,Away,Brighton,Chelsea,1,1,D,0,1,0,0,1.0,18.0,6.0,8.0,4.0,,,,1.0,1.0,13.0,7.0,38.0,50.0,473.0,379.0,52.3,28.0,23.0,14.0,9.0,19.0,19.0,21.0,3.0,1.0,7.0,16.0,152.0,4.0,1.0,,63.0,57.0,14.0,20.0,8.0,8.0,,7.0,12.0,0.0,0.0,,,
2210475,21,2022-01-02 14:00:00,"Goodison Park, Liverpool",38203,Away,Brighton,Everton,3,2,W,2,0,0,0,3.0,12.0,5.0,3.0,4.0,2.0,2.0,,,3.0,7.0,6.0,29.0,63.0,425.0,307.0,50.1,19.0,25.0,15.0,6.0,33.0,33.0,17.0,4.0,,16.0,8.0,162.0,4.0,2.0,,58.0,69.0,19.0,24.0,5.0,5.0,,12.0,4.0,0.0,0.0,,,1.0
2210482,22,2022-01-14 20:00:00,"American Express Stadium, Falmer",30675,Home,Brighton,Crystal Palace,1,1,D,0,0,0,0,1.0,19.0,4.0,10.0,5.0,2.0,,3.0,1.0,,11.0,4.0,47.0,83.0,569.0,470.0,63.3,29.0,21.0,12.0,9.0,10.0,10.0,20.0,1.0,,9.0,7.0,158.0,1.0,1.0,,55.0,46.0,19.0,10.0,9.0,9.0,,11.0,7.0,0.0,0.0,1.0,,1.0
2210497,23,2022-01-23 14:00:00,"King Power Stadium, Leicester",31231,Away,Brighton,Leicester,1,1,D,0,0,0,0,1.0,14.0,5.0,4.0,5.0,3.0,1.0,2.0,,1.0,11.0,9.0,30.0,64.0,577.0,474.0,56.2,31.0,22.0,15.0,7.0,13.0,13.0,26.0,7.0,,10.0,11.0,170.0,4.0,1.0,,46.0,45.0,9.0,9.0,5.0,5.0,,8.0,6.0,0.0,0.0,,,3.0
2210502,24,2022-01-18 20:00:00,"American Express Stadium, Falmer",30880,Home,Brighton,Chelsea,1,1,D,0,1,0,0,1.0,10.0,2.0,3.0,5.0,1.0,,1.0,,1.0,8.0,5.0,41.0,57.0,438.0,360.0,43.2,27.0,16.0,11.0,17.0,19.0,19.0,15.0,6.0,,4.0,7.0,141.0,2.0,1.0,,36.0,39.0,8.0,15.0,5.0,5.0,,8.0,5.0,0.0,0.0,,,1.0
2210520,25,2022-02-12 15:00:00,"Vicarage Road, Watford",20795,Away,Brighton,Watford,2,0,W,1,0,0,0,2.0,11.0,6.0,2.0,3.0,2.0,,2.0,,1.0,7.0,5.0,31.0,72.0,592.0,469.0,64.8,28.0,21.0,11.0,10.0,17.0,17.0,24.0,2.0,,12.0,8.0,176.0,1.0,,1.0,74.0,45.0,29.0,8.0,5.0,5.0,2.0,9.0,16.0,0.0,0.0,,,1.0
2210523,26,2022-02-19 15:00:00,"American Express Stadium, Falmer",29921,Home,Brighton,Burnley,0,3,L,0,2,0,0,,11.0,1.0,6.0,4.0,,,,,,8.0,4.0,37.0,61.0,579.0,492.0,68.9,19.0,13.0,8.0,5.0,23.0,23.0,21.0,4.0,,6.0,12.0,149.0,1.0,3.0,,40.0,47.0,12.0,13.0,4.0,4.0,2.0,12.0,12.0,0.0,0.0,,,1.0
2210533,27,2022-02-26 15:30:00,"American Express Stadium, Falmer",31475,Home,Brighton,Aston Villa,0,2,L,0,1,0,0,,12.0,1.0,6.0,5.0,1.0,,1.0,1.0,,7.0,4.0,33.0,68.0,569.0,499.0,66.5,23.0,17.0,11.0,4.0,12.0,12.0,13.0,3.0,,6.0,11.0,127.0,2.0,2.0,,47.0,55.0,12.0,11.0,7.0,7.0,,17.0,11.0,0.0,0.0,,,
2210546,28,2022-03-05 15:00:00,"St. James' Park, Newcastle",52214,Away,Brighton,Newcastle,1,2,L,0,2,0,0,1.0,15.0,4.0,3.0,8.0,2.0,1.0,1.0,,1.0,12.0,11.0,49.0,92.0,634.0,524.0,67.6,32.0,11.0,6.0,12.0,8.0,8.0,21.0,2.0,1.0,2.0,5.0,170.0,2.0,2.0,,64.0,45.0,33.0,22.0,7.0,7.0,2.0,10.0,8.0,0.0,0.0,,,4.0
2210553,29,2022-03-12 12:30:00,"American Express Stadium, Falmer",31474,Home,Brighton,Liverpool,0,2,L,0,1,0,0,,8.0,3.0,4.0,1.0,1.0,,1.0,,,8.0,4.0,26.0,47.0,430.0,336.0,51.8,15.0,13.0,5.0,6.0,19.0,19.0,24.0,2.0,,7.0,11.0,145.0,7.0,2.0,,42.0,40.0,6.0,7.0,7.0,7.0,,12.0,13.0,0.0,0.0,,,1.0
2210565,30,2022-04-20 20:00:00,"Etihad Stadium, Manchester",52226,Away,Brighton,Man City,0,3,L,0,0,0,0,,2.0,1.0,1.0,,,,,,,1.0,1.0,19.0,47.0,353.0,260.0,34.9,7.0,20.0,10.0,5.0,15.0,15.0,18.0,8.0,1.0,4.0,6.0,141.0,2.0,3.0,,50.0,41.0,11.0,14.0,4.0,4.0,,7.0,12.0,0.0,0.0,,,2.0
2210571,31,2022-04-02 15:00:00,"American Express Stadium, Falmer",31245,Home,Brighton,Norwich,0,0,D,0,0,0,0,,31.0,4.0,18.0,9.0,1.0,,2.0,,,21.0,8.0,55.0,75.0,478.0,389.0,63.0,43.0,14.0,11.0,10.0,12.0,12.0,17.0,3.0,,3.0,9.0,158.0,,,1.0,47.0,49.0,15.0,18.0,11.0,11.0,1.0,12.0,9.0,0.0,0.0,1.0,,1.0
2210581,32,2022-04-09 15:00:00,"Emirates Stadium, London",60112,Away,Brighton,Arsenal,2,1,W,1,0,0,0,2.0,8.0,3.0,4.0,1.0,1.0,1.0,,,2.0,6.0,3.0,17.0,40.0,283.0,202.0,35.4,9.0,21.0,13.0,16.0,28.0,28.0,17.0,10.0,,6.0,6.0,127.0,3.0,1.0,,52.0,41.0,16.0,9.0,2.0,2.0,,19.0,10.0,0.0,0.0,,,2.0
2210597,33,2022-04-16 12:30:00,"Tottenham Hotspur Stadium, London",58685,Away,Brighton,Spurs,1,0,W,0,0,0,0,1.0,12.0,5.0,5.0,2.0,,1.0,,,,9.0,5.0,24.0,70.0,499.0,419.0,51.4,22.0,17.0,10.0,9.0,12.0,12.0,25.0,2.0,,9.0,12.0,123.0,,,1.0,51.0,51.0,15.0,17.0,4.0,4.0,1.0,10.0,13.0,0.0,0.0,,,3.0
2210603,34,2022-04-24 14:00:00,"American Express Stadium, Falmer",31335,Home,Brighton,Southampton,2,2,D,2,1,0,0,2.0,8.0,5.0,,3.0,1.0,1.0,2.0,,,4.0,4.0,30.0,75.0,352.0,229.0,48.8,29.0,17.0,8.0,6.0,29.0,29.0,21.0,7.0,,6.0,10.0,178.0,3.0,2.0,,50.0,52.0,24.0,21.0,6.0,6.0,,12.0,6.0,0.0,0.0,,,2.0
2210620,35,2022-04-30 15:00:00,"Molineux Stadium, Wolverhampton",31243,Away,Brighton,Wolves,3,0,W,1,0,0,0,3.0,17.0,9.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,13.0,11.0,17.0,55.0,479.0,396.0,50.8,30.0,22.0,18.0,9.0,10.0,10.0,14.0,5.0,,13.0,8.0,129.0,1.0,,1.0,47.0,44.0,6.0,8.0,3.0,3.0,,4.0,5.0,0.0,0.0,2.0,1.0,1.0
2210623,36,2022-05-07 17:30:00,"American Express Stadium, Falmer",31637,Home,Brighton,Man Utd,4,0,W,1,0,0,0,4.0,17.0,6.0,7.0,4.0,3.0,2.0,2.0,1.0,2.0,11.0,7.0,39.0,45.0,373.0,293.0,42.0,41.0,11.0,9.0,10.0,18.0,18.0,15.0,3.0,,9.0,7.0,127.0,5.0,,1.0,33.0,47.0,9.0,13.0,7.0,7.0,2.0,13.0,9.0,0.0,0.0,,,3.0
2210633,37,2022-05-15 14:00:00,"Elland Road, Leeds",36638,Away,Brighton,Leeds,1,1,D,1,0,0,0,1.0,15.0,6.0,7.0,2.0,4.0,1.0,3.0,,1.0,13.0,7.0,30.0,76.0,403.0,298.0,49.7,28.0,13.0,5.0,9.0,24.0,24.0,26.0,4.0,1.0,6.0,10.0,150.0,3.0,1.0,,62.0,39.0,22.0,13.0,1.0,1.0,,8.0,16.0,0.0,0.0,,,1.0
2210643,38,2022-05-22 16:00:00,"American Express Stadium, Falmer",31604,Home,Brighton,West Ham,3,1,W,0,1,0,0,3.0,18.0,7.0,4.0,7.0,1.0,,1.0,,3.0,15.0,11.0,42.0,50.0,489.0,403.0,49.9,37.0,12.0,8.0,6.0,22.0,22.0,19.0,3.0,,1.0,13.0,127.0,1.0,1.0,,46.0,36.0,20.0,13.0,5.0,5.0,1.0,9.0,9.0,0.0,0.0,,,
