id,first_name,second_name,team_id,team_name
539,Luke,O'Nien,17,Sunderland
540,Timothée,Pembélé,17,Sunderland
541,Reinildo,Mandava,17,Sunderland
542,Jenson,Seelt,17,Sunderland
543,Simon,Adingra,17,Sunderland
544,Habib,Diarra,17,Sunderland
545,Patrick,Roberts,17,Sunderland
546,Milan,Aleksić,17,Sunderland
547,Enzo,Le Fée,17,Sunderland
548,Romaine,Mundle,17,Sunderland
549,Dan,Neil,17,Sunderland
550,Ian,Poveda-Ocampo,17,Sunderland
551,Chris,Rigg,17,Sunderland
552,Noah,Sadiki,17,Sunderland
553,Chemsdine,Talbi,17,Sunderland
554,Abdoullah,Ba,17,Sunderland
555,Alan,Browne,17,Sunderland
556,Pierre,Ekwah Elimby,17,Sunderland
557,Harrison,Jones,17,Sunderland
558,Jay,Matete,17,Sunderland
559,Nectarios,Triantis,17,Sunderland
560,Wilson,Isidor,17,Sunderland
561,Eliezer,Mayenda Dossou,17,Sunderland
562,Ahmed,Abdullahi,17,Sunderland
563,Luís Hemir,Silva Semedo,17,Sunderland
564,Nazarii,Rusyn,17,Sunderland
668,Granit,Xhaka,17,Sunderland
670,Robin,Roefs,17,Sunderland
678,Arthur,Masuaku,17,Sunderland
683,Omar,Alderete,17,Sunderland
694,Nordi,Mukiele,17,Sunderland
724,Lutsharel,Geertruida,17,Sunderland
730,Brian,Brobbey,17,Sunderland
735,Bertrand,Traoré,17,Sunderland
774,Jenson,Jones,17,Sunderland
775,Tymur,Tutierov,17,Sunderland
800,Djiamgone Jocelin Ta,Bi,17,Sunderland
812,Melker,Ellborg,17,Sunderland
813,Nilson,Angulo,17,Sunderland
821,Jack,Whittaker,17,Sunderland
822,Jaydon,Jones,17,Sunderland
565,Guglielmo,Vicario,18,Spurs
566,Brandon,Austin,18,Spurs
567,Antonín,Kinský,18,Spurs
568,Pedro,Porro Sauceda,18,Spurs
569,Cristian,Romero,18,Spurs
570,Kevin,Danso,18,Spurs
571,Ben,Davies,18,Spurs
572,Radu,Drăgușin,18,Spurs
573,Djed,Spence,18,Spurs
574,Destiny,Udogie,18,Spurs
575,Micky,van de Ven,18,Spurs
576,Ashley,Phillips,18,Spurs
577,Takai,Kōta,18,Spurs
578,Luka,Vušković,18,Spurs
579,Son,Heung-min,18,Spurs
581,James,Maddison,18,Spurs
582,Mohammed,Kudus,18,Spurs
583,Dejan,Kulusevski,18,Spurs
584,Mathys,Tel,18,Spurs
585,Rodrigo,Bentancur,18,Spurs
586,Lucas,Bergvall,18,Spurs
587,Yves,Bissouma,18,Spurs
588,Wilson,Odobert,18,Spurs
589,Manor,Solomon,18,Spurs
590,Bryan,Gil Salvatierra,18,Spurs
591,Archie,Gray,18,Spurs
592,Mikey,Moore,18,Spurs
593,Pape Matar,Sarr,18,Spurs
594,Yang,Min-hyeok,18,Spurs
595,Callum,Olusesi,18,Spurs
596,Dominic,Solanke-Mitchell,18,Spurs
597,Richarlison,de Andrade,18,Spurs
598,Will,Lankshear,18,Spurs
599,Dane,Scarlett,18,Spurs
673,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,18,Spurs
717,Xavi,Simons,18,Spurs
726,Randal,Kolo Muani,18,Spurs
745,Jun'ai,Byfield,18,Spurs
750,James,Rowswell,18,Spurs
751,Yusuf,Akhamrich,18,Spurs
790,Lucá,Williams-Barnett,18,Spurs
796,Conor,Gallagher,18,Spurs
804,João Victor,de Souza Menezes,18,Spurs
811,Rio,Kyerematen,18,Spurs
818,James,Wilson,18,Spurs
326,Adama,Traoré Diarra,19,West Ham
600,Alphonse,Areola,19,West Ham
601,Wes,Foderingham,19,West Ham
602,Krisztián,Hegyi,19,West Ham
603,El Hadji Malick,Diouf,19,West Ham
604,Emerson,Palmieri dos Santos,19,West Ham
605,Maximilian,Kilman,19,West Ham
606,Konstantinos,Mavropanos,19,West Ham
607,Nayef,Aguerd,19,West Ham
608,Ollie,Scarles,19,West Ham
609,Jean-Clair,Todibo,19,West Ham
610,Aaron,Wan-Bissaka,19,West Ham
611,Kaelan,Casey,19,West Ham
612,Lucas,Tolentino Coelho de Lima,19,West Ham
613,Tomáš,Souček,19,West Ham
615,Crysencio,Summerville,19,West Ham
616,Edson,Álvarez Velázquez,19,West Ham
617,Maxwel,Cornet,19,West Ham
618,Guido,Rodríguez,19,West Ham
619,Luis Guilherme,Lira dos Santos,19,West Ham
620,George,Earthy,19,West Ham
621,Andy,Irving,19,West Ham
622,Lewis,Orford,19,West Ham
623,Freddie,Potts,19,West Ham
624,Jarrod,Bowen,19,West Ham
625,Niclas,Füllkrug,19,West Ham
626,Callum,Marshall,19,West Ham
659,Kyle,Walker-Peters,19,West Ham
671,Callum,Wilson,19,West Ham
679,Mads,Hermansen,19,West Ham
708,Mateus Gonçalo,Espanha Fernandes,19,West Ham
718,Soungoutou,Magassa,19,West Ham
738,Lukasz,Fabianski,19,West Ham
747,Ezra,Mayers,19,West Ham
752,Airidas,Golambeckis,19,West Ham
758,Mohamadou,Kanté,19,West Ham
785,Pablo Felipe,Pereira de Jesus,19,West Ham
791,Valentín,Castellanos,19,West Ham
802,Keiber,Lamadrid,19,West Ham
815,Axel,Disasi,19,West Ham
825,Finlay,Herrick,19,West Ham
627,Sam,Johnstone,20,Wolves
628,José,Malheiro de Sá,20,Wolves
629,Daniel,Bentley,20,Wolves
631,Emmanuel,Agbadou,20,Wolves
632,Matt,Doherty,20,Wolves
633,Hugo,Bueno López,20,Wolves
634,Yerson,Mosquera Valdelamar,20,Wolves
635,Rodrigo,Martins Gomes,20,Wolves
636,Santiago,Ignacio Bueno,20,Wolves
637,Toti,Gomes,20,Wolves
638,Ki-Jana,Hoever,20,Wolves
639,Bastien,Meupiyou Menadjou,20,Wolves
640,Pedro,Cardoso de Lima,20,Wolves
641,Alfie,Pond,20,Wolves
642,Hwang,Hee-chan,20,Wolves
643,André,Trindade da Costa Neto,20,Wolves
644,Jean-Ricner,Bellegarde,20,Wolves
645,Fer,López González,20,Wolves
646,João Victor,Gomes da Silva,20,Wolves
647,Gonçalo Manuel,Ganchinho Guedes,20,Wolves
648,Marshall,Munetsi,20,Wolves
649,Boubacar,Traoré,20,Wolves
650,Tawanda,Chirewa,20,Wolves
651,Tom,Edozie,20,Wolves
652,Enso,González Medina,20,Wolves
653,Joe,Hodge,20,Wolves
655,Fábio,Soares Silva,20,Wolves
656,Saša,Kalajdžić,20,Wolves
657,Leon,Chiwome,20,Wolves
658,Nathan,Fraser,20,Wolves
663,Jhon,Arias,20,Wolves
682,David,Møller Wolfe,20,Wolves
695,Jackson,Tchatchoua,20,Wolves
709,Ladislav,Krejcí,20,Wolves
720,Tolu,Arokodare,20,Wolves
749,Mateus,Mané,20,Wolves
766,Saheed,Olagunju,20,Wolves
767,Luke,Rawlings,20,Wolves
777,Temple,Ojinnaka,20,Wolves
778,Ethan,Sutherland,20,Wolves
809,Jerome,Abbey,20,Wolves
816,Angel,Gomes,20,Wolves
817,Adam,Armstrong,20,Wolves
828,Alfie,Brooks,20,Wolves
831,Josh,Gracey,20,Wolves
