matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
803315,16,2015-12-12 17:30:00,"Vitality Stadium, Bournemouth",11334,Home,Bournemouth,Man Utd,2,1,W,1,1,0,0,2.0,11.0,5.0,6.0,,1.0,,2.0,,1.0,8.0,4.0,22.0,53.0,370.0,300.0,43.5,27.0,22.0,14.0,39.0,31.0,14.0,3.0,2.0,,18.0,8.0,134.0,4.0,1.0,,76.0,62.0,23.0,9.0,5.0,5.0,,12.0,12.0,0.0,0.0,,,1.0
803323,17,2015-12-19 15:00:00,"The Hawthorns, West Bromwich",26127,Away,Bournemouth,West Brom,2,1,W,0,0,0,2,2.0,16.0,6.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,14.0,9.0,31.0,50.0,552.0,490.0,67.4,12.0,12.0,11.0,33.0,25.0,14.0,3.0,,,5.0,5.0,110.0,1.0,1.0,,49.0,37.0,11.0,13.0,8.0,8.0,2.0,9.0,12.0,0.0,0.0,1.0,1.0,3.0
803333,18,2015-12-26 15:00:00,"Vitality Stadium, Bournemouth",11218,Home,Bournemouth,Crystal Palace,0,0,D,0,0,0,0,,10.0,4.0,4.0,2.0,1.0,,1.0,,,8.0,6.0,25.0,53.0,464.0,366.0,55.2,26.0,21.0,20.0,37.0,31.0,16.0,4.0,,,10.0,7.0,159.0,,,1.0,70.0,56.0,18.0,18.0,8.0,8.0,,10.0,13.0,0.0,0.0,,,2.0
803343,19,2015-12-28 17:30:00,"Emirates Stadium, London",59983,Away,Bournemouth,Arsenal,0,2,L,0,1,0,0,,10.0,3.0,3.0,4.0,,,,,,9.0,6.0,25.0,51.0,516.0,433.0,48.6,20.0,16.0,13.0,27.0,24.0,23.0,2.0,,,7.0,8.0,133.0,4.0,2.0,,46.0,48.0,8.0,15.0,3.0,3.0,,8.0,7.0,0.0,0.0,,,1.0
803353,20,2016-01-02 15:00:00,"King Power Stadium, Leicester",32006,Away,Bournemouth,Leicester,0,0,D,0,0,1,0,,9.0,,4.0,5.0,2.0,,2.0,,,7.0,3.0,15.0,46.0,426.0,324.0,46.5,24.0,19.0,17.0,45.0,33.0,20.0,2.0,,,9.0,10.0,164.0,2.0,,1.0,67.0,50.0,22.0,18.0,1.0,1.0,,5.0,8.0,0.0,0.0,,,2.0
803365,21,2016-01-12 19:45:00,"Vitality Stadium, Bournemouth",11071,Home,Bournemouth,West Ham,1,3,L,1,0,0,0,1.0,11.0,4.0,3.0,4.0,2.0,,2.0,1.0,1.0,11.0,8.0,20.0,57.0,413.0,311.0,48.7,18.0,13.0,22.0,25.0,19.0,27.0,1.0,2.0,,18.0,7.0,163.0,3.0,3.0,,51.0,67.0,10.0,21.0,4.0,4.0,,8.0,5.0,0.0,0.0,,,
803377,22,2016-01-16 15:00:00,"Vitality Stadium, Bournemouth",11065,Home,Bournemouth,Norwich,3,0,W,1,0,0,0,3.0,15.0,8.0,6.0,1.0,3.0,3.0,1.0,,2.0,11.0,7.0,23.0,48.0,353.0,261.0,45.4,19.0,12.0,20.0,26.0,24.0,18.0,4.0,2.0,,8.0,14.0,149.0,3.0,,1.0,61.0,50.0,18.0,15.0,5.0,5.0,,8.0,13.0,0.0,0.0,1.0,1.0,1.0
803383,23,2016-01-23 15:00:00,"Stadium of Light, Sunderland",41367,Away,Bournemouth,Sunderland,1,1,D,1,1,0,0,1.0,15.0,5.0,7.0,3.0,1.0,,1.0,,1.0,13.0,7.0,30.0,51.0,505.0,427.0,57.3,23.0,12.0,25.0,35.0,32.0,22.0,4.0,,,6.0,8.0,142.0,4.0,1.0,,47.0,50.0,13.0,15.0,4.0,4.0,1.0,9.0,5.0,0.0,0.0,,,1.0
803393,24,2016-02-02 20:00:00,"Selhurst Park, London",24855,Away,Bournemouth,Crystal Palace,2,1,W,1,1,0,0,2.0,8.0,4.0,2.0,2.0,1.0,1.0,1.0,,1.0,5.0,4.0,20.0,57.0,386.0,287.0,49.4,16.0,11.0,10.0,45.0,32.0,5.0,4.0,,,12.0,3.0,161.0,2.0,1.0,,42.0,57.0,11.0,21.0,3.0,3.0,,15.0,11.0,0.0,0.0,,,
803402,25,2016-02-07 13:30:00,"Vitality Stadium, Bournemouth",11357,Home,Bournemouth,Arsenal,0,2,L,0,2,0,0,,17.0,4.0,7.0,6.0,,,,,,12.0,7.0,38.0,63.0,485.0,391.0,50.7,22.0,18.0,19.0,24.0,20.0,17.0,3.0,,1.0,7.0,11.0,166.0,3.0,2.0,,50.0,41.0,9.0,10.0,7.0,7.0,1.0,6.0,8.0,0.0,0.0,,,3.0
803417,26,2016-02-13 15:00:00,"Vitality Stadium, Bournemouth",10863,Home,Bournemouth,Stoke,1,3,L,0,1,0,0,1.0,11.0,2.0,4.0,5.0,2.0,,2.0,,1.0,7.0,5.0,40.0,97.0,550.0,471.0,65.7,15.0,12.0,11.0,8.0,8.0,11.0,1.0,,,8.0,6.0,138.0,3.0,3.0,,47.0,43.0,7.0,13.0,9.0,9.0,2.0,7.0,18.0,0.0,0.0,,,1.0
803424,27,2016-02-27 15:00:00,"Vicarage Road, Watford",20831,Away,Bournemouth,Watford,0,0,D,0,0,0,0,,11.0,3.0,4.0,4.0,1.0,,1.0,,,7.0,4.0,33.0,59.0,350.0,258.0,53.1,20.0,15.0,12.0,42.0,36.0,22.0,4.0,,,9.0,7.0,167.0,1.0,,1.0,67.0,52.0,22.0,14.0,5.0,5.0,2.0,16.0,14.0,0.0,0.0,,,3.0
803436,28,2016-03-01 19:45:00,"Vitality Stadium, Bournemouth",11033,Home,Bournemouth,Southampton,2,0,W,1,0,0,0,2.0,9.0,4.0,2.0,3.0,1.0,2.0,,,1.0,6.0,5.0,32.0,60.0,336.0,244.0,45.4,12.0,10.0,10.0,30.0,26.0,14.0,2.0,,,6.0,6.0,156.0,1.0,,1.0,53.0,55.0,20.0,27.0,10.0,10.0,2.0,11.0,15.0,0.0,0.0,,,1.0
803444,29,2016-03-05 15:00:00,"St. James' Park, Newcastle",52107,Away,Bournemouth,Newcastle,3,1,W,1,0,0,0,3.0,16.0,5.0,4.0,7.0,1.0,1.0,,,2.0,14.0,10.0,32.0,59.0,448.0,341.0,50.7,20.0,9.0,26.0,33.0,30.0,21.0,6.0,,,15.0,8.0,176.0,2.0,1.0,,76.0,61.0,24.0,12.0,4.0,4.0,,8.0,14.0,0.0,0.0,,,1.0
803458,30,2016-03-12 15:00:00,"Vitality Stadium, Bournemouth",11179,Home,Bournemouth,Swansea,3,2,W,1,1,0,0,3.0,12.0,4.0,6.0,2.0,,,,1.0,2.0,9.0,4.0,19.0,59.0,365.0,264.0,44.0,19.0,12.0,25.0,24.0,23.0,25.0,1.0,,,12.0,9.0,159.0,2.0,2.0,,54.0,65.0,16.0,12.0,5.0,5.0,2.0,12.0,11.0,0.0,0.0,,,1.0
803464,31,2016-03-20 16:00:00,"White Hart Lane, London",36084,Away,Bournemouth,Spurs,0,3,L,0,2,0,0,,2.0,,2.0,,,,,,,2.0,,21.0,36.0,338.0,253.0,37.2,20.0,15.0,17.0,29.0,26.0,15.0,2.0,,1.0,6.0,8.0,149.0,4.0,3.0,,60.0,48.0,9.0,16.0,5.0,5.0,1.0,6.0,11.0,0.0,0.0,,,5.0
803475,32,2016-04-02 15:00:00,"Vitality Stadium, Bournemouth",11192,Home,Bournemouth,Man City,0,4,L,0,3,0,0,,11.0,2.0,5.0,4.0,1.0,,2.0,,,7.0,4.0,29.0,40.0,459.0,384.0,45.6,17.0,10.0,16.0,20.0,16.0,20.0,,1.0,1.0,13.0,5.0,134.0,3.0,4.0,,47.0,55.0,11.0,7.0,4.0,4.0,2.0,9.0,8.0,0.0,0.0,,,2.0
803483,33,2016-04-09 15:00:00,"Villa Park, Birmingham",31057,Away,Bournemouth,Aston Villa,2,1,W,1,0,0,0,2.0,12.0,3.0,6.0,3.0,,1.0,,,1.0,7.0,3.0,30.0,73.0,548.0,452.0,58.6,13.0,11.0,21.0,29.0,22.0,10.0,,,,18.0,9.0,157.0,,1.0,,54.0,66.0,20.0,16.0,8.0,8.0,2.0,11.0,13.0,0.0,0.0,,,1.0
803494,34,2016-04-17 13:30:00,"Vitality Stadium, Bournemouth",11386,Home,Bournemouth,Liverpool,1,2,L,0,2,0,0,1.0,18.0,5.0,5.0,8.0,,,,,1.0,16.0,11.0,25.0,61.0,503.0,404.0,51.3,22.0,16.0,20.0,9.0,8.0,24.0,4.0,3.0,,13.0,16.0,153.0,4.0,2.0,,52.0,51.0,16.0,8.0,5.0,5.0,2.0,9.0,9.0,0.0,0.0,,,2.0
803503,35,2016-04-23 15:00:00,"Vitality Stadium, Bournemouth",11365,Home,Bournemouth,Chelsea,1,4,L,1,2,0,0,1.0,13.0,4.0,6.0,3.0,,,,,1.0,10.0,6.0,31.0,46.0,446.0,364.0,45.3,20.0,13.0,14.0,19.0,16.0,22.0,8.0,,,19.0,10.0,139.0,,4.0,,46.0,58.0,10.0,5.0,10.0,10.0,,11.0,4.0,0.0,0.0,,,
803513,36,2016-04-30 15:00:00,"Goodison Park, Liverpool",38345,Away,Bournemouth,Everton,1,2,L,1,1,0,0,1.0,16.0,2.0,7.0,7.0,2.0,1.0,1.0,,1.0,14.0,7.0,25.0,64.0,455.0,369.0,43.5,17.0,11.0,17.0,31.0,27.0,19.0,2.0,,,10.0,13.0,148.0,3.0,2.0,,47.0,52.0,16.0,15.0,5.0,5.0,,8.0,3.0,0.0,0.0,,,1.0
803531,37,2016-05-07 15:00:00,"Vitality Stadium, Bournemouth",11040,Home,Bournemouth,West Brom,1,1,D,0,1,0,0,1.0,12.0,4.0,5.0,3.0,,1.0,,,,7.0,3.0,23.0,93.0,567.0,479.0,68.3,24.0,21.0,4.0,19.0,14.0,13.0,2.0,,1.0,5.0,20.0,162.0,4.0,1.0,,49.0,49.0,6.0,12.0,5.0,5.0,,5.0,8.0,0.0,0.0,,,1.0
803533,38,2016-05-17 20:00:00,"Old Trafford, Manchester",74363,Away,Bournemouth,Man Utd,1,3,L,0,1,0,0,1.0,7.0,,3.0,4.0,,,,,,3.0,2.0,9.0,41.0,342.0,268.0,33.7,16.0,11.0,30.0,10.0,8.0,17.0,4.0,,,12.0,11.0,116.0,2.0,3.0,,38.0,43.0,10.0,7.0,1.0,1.0,1.0,8.0,9.0,0.0,0.0,,,2.0
