matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,totalOffside
919086,20,2017-12-26 15:00:00,"John Smith's Stadium, Huddersfield",24047,Away,Stoke,Huddersfield,1,1,D,0,1,0,0,1.0,15.0,7.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,11.0,6.0,18.0,49.0,372.0,274.0,41.7,15.0,31.0,19.0,15.0,41.0,41.0,22.0,2.0,,,8.0,14.0,139.0,6.0,1.0,,,84.0,51.0,34.0,15.0,5.0,5.0,2.0,12.0,9.0,0.0,0.0,,2.0
919094,21,2017-12-30 15:00:00,"Stamford Bridge, London",41433,Away,Stoke,Chelsea,0,5,L,0,3,0,0,,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,11.0,60.0,474.0,395.0,41.5,2.0,27.0,18.0,12.0,22.0,22.0,6.0,2.0,,,10.0,8.0,112.0,7.0,5.0,,,45.0,41.0,5.0,13.0,,,,10.0,3.0,0.0,0.0,,2.0
919110,22,2018-01-01 15:00:00,"bet365 Stadium, Stoke",28471,Home,Stoke,Newcastle,0,1,L,0,0,0,0,,11.0,4.0,3.0,4.0,2.0,,2.0,,,8.0,5.0,45.0,79.0,463.0,352.0,58.8,26.0,14.0,8.0,7.0,27.0,27.0,15.0,3.0,1.0,1.0,10.0,10.0,176.0,5.0,1.0,,,69.0,65.0,30.0,28.0,10.0,10.0,1.0,10.0,11.0,0.0,0.0,,2.0
919118,23,2018-01-15 20:00:00,"Old Trafford, Manchester",74726,Away,Stoke,Man Utd,0,3,L,0,2,0,0,,11.0,5.0,5.0,1.0,3.0,,3.0,,,9.0,5.0,20.0,52.0,395.0,326.0,39.7,14.0,16.0,8.0,9.0,16.0,16.0,11.0,4.0,1.0,,9.0,12.0,102.0,6.0,3.0,,,50.0,43.0,14.0,9.0,1.0,1.0,1.0,10.0,14.0,0.0,0.0,,
919130,24,2018-01-20 15:00:00,"bet365 Stadium, Stoke",29785,Home,Stoke,Huddersfield,2,0,W,0,0,0,0,2.0,11.0,6.0,4.0,1.0,2.0,1.0,1.0,,2.0,9.0,7.0,22.0,75.0,330.0,199.0,48.5,19.0,22.0,15.0,17.0,25.0,25.0,19.0,,,,7.0,10.0,201.0,3.0,,1.0,,103.0,71.0,63.0,36.0,3.0,3.0,,18.0,12.0,0.0,0.0,,10.0
919141,25,2018-01-31 20:00:00,"bet365 Stadium, Stoke",27458,Home,Stoke,Watford,0,0,D,0,0,0,0,,11.0,4.0,4.0,3.0,,,,,,4.0,3.0,41.0,56.0,279.0,161.0,48.4,19.0,10.0,4.0,11.0,39.0,39.0,9.0,4.0,2.0,,6.0,11.0,172.0,2.0,,1.0,,76.0,69.0,43.0,40.0,2.0,2.0,1.0,12.0,12.0,0.0,0.0,,5.0
919143,26,2018-02-03 15:00:00,"Vitality Stadium, Bournemouth",10614,Away,Stoke,Bournemouth,1,2,L,1,0,0,0,1.0,13.0,4.0,6.0,3.0,,,,1.0,1.0,10.0,5.0,35.0,62.0,328.0,221.0,42.7,17.0,28.0,20.0,16.0,36.0,36.0,18.0,4.0,,,11.0,9.0,152.0,5.0,2.0,,,85.0,62.0,35.0,26.0,1.0,1.0,,19.0,13.0,0.0,0.0,,6.0
919159,27,2018-02-10 15:00:00,"bet365 Stadium, Stoke",29876,Home,Stoke,Brighton,1,1,D,0,1,0,0,1.0,15.0,3.0,6.0,6.0,,,,,1.0,10.0,4.0,46.0,86.0,468.0,354.0,57.1,24.0,9.0,8.0,11.0,29.0,29.0,17.0,1.0,,,10.0,25.0,197.0,5.0,1.0,,,62.0,81.0,31.0,40.0,7.0,7.0,1.0,6.0,10.0,0.0,0.0,1.0,2.0
919168,28,2018-02-24 12:30:00,"King Power Stadium, Leicester",31769,Away,Stoke,Leicester,1,1,D,1,0,0,0,1.0,6.0,2.0,2.0,2.0,,,,,1.0,3.0,1.0,24.0,67.0,257.0,138.0,33.8,11.0,19.0,9.0,15.0,51.0,51.0,20.0,2.0,1.0,1.0,11.0,15.0,178.0,9.0,1.0,,1.0,72.0,75.0,35.0,30.0,1.0,1.0,,16.0,10.0,0.0,0.0,,2.0
919179,29,2018-03-03 15:00:00,"St. Mary's Stadium, Southampton",30335,Away,Stoke,Southampton,0,0,D,0,0,0,0,,12.0,3.0,9.0,,1.0,,1.0,,,11.0,3.0,22.0,51.0,240.0,162.0,34.8,15.0,13.0,9.0,15.0,47.0,47.0,14.0,7.0,1.0,,17.0,8.0,123.0,6.0,,1.0,,55.0,62.0,27.0,15.0,4.0,4.0,1.0,13.0,8.0,0.0,0.0,,2.0
919190,30,2018-03-12 20:00:00,"bet365 Stadium, Stoke",29138,Home,Stoke,Man City,0,2,L,0,1,0,0,,3.0,,1.0,2.0,,,,,,3.0,2.0,14.0,40.0,245.0,165.0,22.9,5.0,19.0,12.0,10.0,16.0,16.0,16.0,3.0,,,10.0,10.0,134.0,4.0,2.0,,,49.0,47.0,13.0,16.0,3.0,3.0,1.0,6.0,8.0,0.0,0.0,,2.0
919199,31,2018-03-17 15:00:00,"bet365 Stadium, Stoke",30022,Home,Stoke,Everton,1,2,L,0,0,1,0,1.0,9.0,4.0,2.0,3.0,1.0,1.0,,,1.0,7.0,6.0,24.0,51.0,344.0,256.0,43.5,21.0,19.0,12.0,12.0,17.0,17.0,15.0,3.0,,,11.0,16.0,144.0,6.0,2.0,,,60.0,51.0,21.0,10.0,1.0,1.0,1.0,13.0,11.0,0.0,0.0,,
919203,32,2018-04-01 13:30:00,"Emirates Stadium, London",59371,Away,Stoke,Arsenal,0,3,L,0,0,0,0,,8.0,2.0,4.0,2.0,,,,1.0,,6.0,3.0,28.0,55.0,273.0,178.0,30.4,16.0,11.0,6.0,10.0,20.0,20.0,16.0,5.0,1.0,,10.0,10.0,148.0,8.0,3.0,,,53.0,62.0,27.0,24.0,5.0,5.0,,13.0,9.0,0.0,0.0,,3.0
919220,33,2018-04-07 15:00:00,"bet365 Stadium, Stoke",29515,Home,Stoke,Spurs,1,2,L,0,0,0,0,1.0,10.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,,6.0,4.0,25.0,61.0,263.0,159.0,33.3,17.0,24.0,15.0,16.0,29.0,29.0,13.0,6.0,1.0,,17.0,8.0,152.0,2.0,2.0,,,53.0,73.0,13.0,22.0,6.0,6.0,1.0,19.0,8.0,0.0,0.0,,2.0
919232,34,2018-04-16 20:00:00,"London Stadium, London",56795,Away,Stoke,West Ham,1,1,D,0,0,0,0,1.0,11.0,7.0,1.0,3.0,,1.0,,,,10.0,9.0,15.0,60.0,287.0,198.0,37.5,18.0,13.0,8.0,5.0,61.0,61.0,10.0,8.0,,,16.0,4.0,130.0,5.0,1.0,,,70.0,72.0,34.0,27.0,1.0,1.0,2.0,21.0,14.0,0.0,0.0,,3.0
919240,35,2018-04-22 13:30:00,"bet365 Stadium, Stoke",29532,Home,Stoke,Burnley,1,1,D,1,0,0,0,1.0,8.0,3.0,4.0,1.0,1.0,,1.0,1.0,1.0,8.0,4.0,36.0,86.0,326.0,189.0,42.8,13.0,18.0,13.0,6.0,41.0,41.0,15.0,3.0,,,4.0,5.0,182.0,6.0,1.0,,,72.0,69.0,40.0,42.0,3.0,3.0,,15.0,4.0,0.0,0.0,,2.0
919246,36,2018-04-28 12:30:00,"Anfield, Liverpool",53255,Away,Stoke,Liverpool,0,0,D,0,0,0,0,,5.0,1.0,3.0,1.0,1.0,,1.0,,,4.0,1.0,16.0,52.0,252.0,141.0,28.1,8.0,22.0,13.0,15.0,43.0,43.0,19.0,10.0,,,3.0,1.0,163.0,2.0,,1.0,,60.0,39.0,29.0,17.0,2.0,2.0,2.0,14.0,7.0,0.0,0.0,,2.0
919260,37,2018-05-05 12:30:00,"bet365 Stadium, Stoke",29687,Home,Stoke,Crystal Palace,1,2,L,1,0,0,0,1.0,7.0,2.0,4.0,1.0,,,,,,6.0,2.0,24.0,62.0,283.0,185.0,41.1,20.0,18.0,9.0,8.0,29.0,29.0,18.0,4.0,,1.0,18.0,3.0,145.0,,2.0,,,58.0,61.0,22.0,20.0,1.0,1.0,1.0,18.0,10.0,0.0,0.0,,2.0
919270,38,2018-05-13 15:00:00,"Liberty Stadium, Swansea",20673,Away,Stoke,Swansea,2,1,W,2,1,0,0,2.0,8.0,5.0,2.0,1.0,2.0,2.0,1.0,,2.0,5.0,3.0,11.0,46.0,414.0,336.0,42.4,6.0,21.0,12.0,18.0,43.0,43.0,18.0,11.0,,,16.0,11.0,114.0,9.0,1.0,,,57.0,52.0,22.0,11.0,,,1.0,9.0,9.0,0.0,0.0,1.0,5.0
