fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round,opponent_team_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,ict_index,avg_value,team_id,team,players_used,players_played
142,7,True,2025-12-06T15:00:00Z,0,0,15,Chelsea,95,1165,4,3,12,1,0,0,0,1,0,1,7,360,362.20000000000005,296.9,301.0,34,49,12,68,13,2.8200000000000003,1.9200000000000002,4.74,9.49,1015202,31262770,2213785,1198583,96.0,59.1,13,Man City,35,18
157,14,False,2025-12-15T20:00:00Z,4,4,16,Man Utd,95,1172,4,3,11,7,0,0,0,1,0,4,6,356,393.40000000000003,127.4,128.0,62,63,15,109,13,1.5,0.4,1.9,25.169999999999998,1397671,32588047,3445639,2047968,64.9,59.1,13,Man City,35,17
162,3,True,2025-12-20T15:00:00Z,1,1,17,Burnley,84,1166,4,1,11,5,0,0,0,2,0,4,9,355,317.20000000000005,279.2,262.0,28,64,13,69,13,2.21,2.3200000000000003,4.53,13.79,2149316,35226044,3118785,969469,85.8,58.6,13,Man City,37,17
172,5,False,2025-12-27T15:00:00Z,4,1,18,Brentford,62,1168,3,2,0,16,0,0,0,2,0,1,7,256,345.20000000000005,249.79999999999998,247.0,53,59,16,98,13,2.48,1.62,4.1,10.55,853351,35850068,1580694,727343,84.2,58.6,13,Man City,37,15
184,7,False,2025-12-30T19:30:00Z,2,2,19,Chelsea,59,1167,0,1,8,3,0,0,0,1,0,4,4,263,244.59999999999997,185.8,271.0,48,65,24,103,13,2.76,1.58,4.34,13.129999999999999,357599,36147601,1321506,963907,70.1,58.6,13,Man City,37,17
192,1,True,2026-01-03T17:30:00Z,2,3,20,Arsenal,41,1167,1,0,2,16,0,0,0,5,0,2,3,183,192.2,224.8,172.0,24,74,27,95,13,1.21,0.97,2.1799999999999997,22.24,-343507,36005622,853593,1197100,58.9,58.6,13,Man City,37,16
202,18,True,2026-01-07T19:30:00Z,3,2,21,Spurs,51,1166,2,1,1,13,0,0,0,2,0,2,3,239,249.0,233.40000000000003,214.0,34,54,15,76,13,2.72,1.7000000000000002,4.420000000000001,15.700000000000001,-764856,35340723,864416,1629272,69.6,58.3,13,Man City,38,17
216,14,False,2026-01-17T12:30:00Z,2,0,22,Man Utd,22,987,0,0,0,22,0,0,0,3,0,5,0,123,150.0,166.2,98.0,28,46,13,63,11,0.44999999999999996,0.92,1.37,24.97,-1760989,33658694,1045126,2806115,41.4,58.1,13,Man City,38,16
228,20,True,2026-01-24T15:00:00Z,2,0,23,Wolves,73,987,2,2,11,0,0,0,0,1,0,1,7,264,246.0,190.1,121.0,33,42,16,68,11,0.8600000000000001,0.77,1.63,6.709999999999999,-1608363,32155568,757383,2365746,55.7,58.0,13,Man City,38,14
239,18,False,2026-02-01T16:30:00Z,2,2,24,Spurs,40,988,2,2,0,22,0,0,0,3,0,4,1,182,285.8,198.2,138.0,34,48,23,78,11,2.08,1.19,3.27,11.55,-1946562,30222317,742297,2688859,62.2,57.7,13,Man City,38,15
247,12,False,2026-02-08T16:30:00Z,1,2,25,Liverpool,50,989,2,2,2,11,0,0,0,4,0,3,4,189,235.20000000000002,223.8,165.0,42,45,15,65,11,2.9200000000000004,1.28,4.199999999999999,13.309999999999999,-1015352,29192959,407733,1423085,62.4,57.6,13,Man City,38,14
256,10,True,2026-02-11T19:30:00Z,3,0,26,Fulham,77,986,3,3,8,0,0,0,0,3,0,3,8,298,287.0,141.1,129.0,26,49,22,71,11,1.38,0.42,1.7999999999999998,15.620000000000001,-553709,28750745,437012,990721,55.7,57.6,13,Man City,38,16
266,15,True,2026-02-21T20:00:00Z,2,1,27,Newcastle,52,988,2,2,0,11,0,0,0,2,0,6,7,192,305.0,206.89999999999998,180.0,31,47,21,72,11,1.35,0.98,2.33,6.82,134052,28996145,864479,730427,69.2,57.5,13,Man City,38,14
276,11,False,2026-02-28T17:30:00Z,0,1,28,Leeds,67,987,1,1,11,0,0,0,0,3,0,2,6,278,253.4,201.4,195.0,43,37,17,74,11,2.0,1.3599999999999999,3.36,16.39,635151,29702919,1171334,536183,65.0,57.5,13,Man City,38,14
287,16,True,2026-03-04T19:30:00Z,2,2,29,Nott'm Forest,38,987,2,2,0,22,0,0,0,0,0,2,2,186,262.4,302.09999999999997,212.0,15,49,10,52,11,2.11,1.9299999999999997,4.04,10.67,-150599,29554800,864177,1014776,77.6,57.5,13,Man City,38,14
300,19,False,2026-03-14T20:00:00Z,1,1,30,West Ham,35,987,1,1,0,11,0,0,0,2,0,0,3,164,204.20000000000002,299.79999999999995,259.0,29,50,8,55,11,2.04,1.8499999999999999,3.8800000000000003,5.94,-197979,29404660,534563,732542,76.3,57.5,13,Man City,38,15
314,7,False,2026-04-12T15:30:00Z,0,3,32,Chelsea,80,986,3,2,11,0,0,0,0,1,0,3,6,309,321.79999999999995,245.6,248.0,23,46,20,65,11,2.29,1.64,3.93,12.54,1015056,28457996,1518297,503241,81.5,57.2,13,Man City,38,15
327,1,True,2026-04-19T15:30:00Z,2,1,33,Arsenal,117,1976,3,3,11,11,0,0,0,2,0,2,13,510,469.0,473.2,470.0,74,104,23,147,22,4.960000000000001,2.59,7.54,24.53,2795460,61453412,3564094,768634,141.2,57.3,13,Man City,76,28
346,9,False,2026-05-04T19:00:00Z,3,3,35,Everton,49,988,3,3,0,33,0,0,0,1,0,3,4,214,330.0,263.4,186.0,27,45,18,61,11,1.46,1.55,3.01,30.470000000000002,1308435,29950525,1809472,501037,77.9,57.4,13,Man City,38,14
356,5,True,2026-05-09T16:30:00Z,3,0,36,Brentford,147,1973,6,4,18,0,0,0,0,4,0,4,14,576,576.2,470.3,523.0,51,86,25,117,22,4.5600000000000005,2.75,7.300000000000001,10.120000000000001,2719178,62753372,3959728,1240550,157.0,57.4,13,Man City,76,30
363,4,False,2026-05-19T18:30:00Z,1,1,37,Bournemouth,34,986,1,1,0,11,0,0,0,2,0,2,4,164,167.0,147.2,162.0,24,55,5,56,11,1.7,1.84,3.54,21.92,-14325,31298431,491567,505892,47.6,57.4,13,Man City,38,15
376,2,True,2026-05-24T15:00:00Z,1,2,38,Aston Villa,32,985,1,1,0,22,0,0,0,1,0,3,0,98,149.8,168.4,201.0,24,33,10,50,11,1.3399999999999999,0.8900000000000001,2.23,19.47,-681945,30586344,421357,1103302,51.9,57.4,13,Man City,38,16
