matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2210371,11,2021-11-07 14:00:00,"Emirates Stadium, London",59833,Home,Arsenal,Watford,1,0,W,0,0,0,1,1.0,14.0,6.0,5.0,3.0,1.6381,,,1.0,,1.16875,,8.0,5.0,35.0,59.0,488.0,409.0,60.6,29.0,22.0,12.0,7.0,22.0,22.0,5.0,4.0,2.0,,8.0,6.0,142.0,1.0,,0.0769,1.0,,73.0,38.0,18.0,9.0,4.0,4.0,2.0,6.0,19.0,0.0,0.0,1.0,,3.0
2210384,12,2021-11-20 17:30:00,"Anfield, Liverpool",53092,Away,Arsenal,Liverpool,0,4,L,0,1,0,0,,5.0,3.0,,2.0,,,,,,,,5.0,5.0,15.0,48.0,384.0,311.0,37.5,5.0,18.0,6.0,8.0,18.0,18.0,7.0,6.0,2.0,1.0,9.0,8.0,119.0,5.0,4.0,,,,52.0,44.0,11.0,11.0,1.0,1.0,,12.0,15.0,0.0,0.0,,,8.0
2210391,13,2021-11-27 12:30:00,"Emirates Stadium, London",59886,Home,Arsenal,Newcastle,2,0,W,0,0,0,0,2.0,24.0,6.0,12.0,6.0,,4.0,1.0,4.0,1.0,,2.0,19.0,10.0,34.0,78.0,646.0,563.0,65.6,34.0,14.0,8.0,3.0,12.0,12.0,16.0,2.0,,,9.0,8.0,123.0,5.0,,,1.0,,52.0,32.0,12.0,5.0,4.0,4.0,1.0,6.0,12.0,0.0,0.0,,,
2210404,14,2021-12-02 20:15:00,"Old Trafford, Manchester",73123,Away,Arsenal,Man Utd,2,3,L,1,1,0,0,2.0,17.0,8.0,5.0,4.0,,1.0,,1.0,1.0,,2.0,12.0,10.0,28.0,37.0,526.0,440.0,55.5,19.0,10.0,6.0,9.0,14.0,14.0,10.0,1.0,1.0,,4.0,13.0,132.0,7.0,3.0,,,,48.0,54.0,16.0,22.0,8.0,8.0,1.0,10.0,8.0,0.0,0.0,,,1.0
2210412,15,2021-12-06 20:00:00,"Goodison Park, Liverpool",38906,Away,Arsenal,Everton,1,2,L,1,0,0,0,1.0,10.0,3.0,4.0,3.0,,1.0,,1.0,1.0,,1.0,10.0,6.0,24.0,60.0,588.0,486.0,63.9,19.0,19.0,4.0,10.0,13.0,13.0,21.0,3.0,,,6.0,12.0,143.0,3.0,2.0,,,,52.0,46.0,14.0,16.0,3.0,3.0,1.0,12.0,8.0,0.0,0.0,,,1.0
2210421,16,2021-12-11 15:00:00,"Emirates Stadium, London",59653,Home,Arsenal,Southampton,3,0,W,2,0,0,0,3.0,15.0,5.0,7.0,3.0,,3.0,2.0,1.0,2.0,,3.0,13.0,7.0,31.0,51.0,507.0,405.0,61.3,33.0,8.0,4.0,7.0,11.0,11.0,18.0,3.0,1.0,,2.0,7.0,159.0,6.0,,,1.0,,42.0,41.0,21.0,22.0,9.0,9.0,,5.0,8.0,0.0,0.0,,,3.0
2210431,17,2021-12-15 20:00:00,"Emirates Stadium, London",59777,Home,Arsenal,West Ham,2,0,W,0,0,0,1,2.0,21.0,8.0,5.0,8.0,,1.0,1.0,2.0,1.0,,2.0,11.0,9.0,26.0,75.0,501.0,420.0,56.2,41.0,22.0,13.0,5.0,19.0,19.0,12.0,3.0,1.0,,9.0,12.0,130.0,1.0,,,1.0,,59.0,54.0,18.0,20.0,5.0,5.0,,9.0,9.0,0.0,0.0,1.0,,
2210443,18,2021-12-18 17:30:00,"Elland Road, Leeds",36166,Away,Arsenal,Leeds,4,1,W,3,0,0,0,4.0,21.0,12.0,3.0,6.0,,5.0,3.0,3.0,,,3.0,17.0,15.0,18.0,52.0,392.0,305.0,49.1,39.0,13.0,7.0,11.0,8.0,8.0,17.0,1.0,,,11.0,7.0,125.0,1.0,1.0,,,,41.0,37.0,11.0,6.0,4.0,4.0,1.0,7.0,11.0,0.0,0.0,,,1.0
2210457,19,2021-12-26 15:00:00,"Carrow Road, Norwich",26940,Away,Arsenal,Norwich,5,0,W,2,0,0,0,5.0,16.0,6.0,4.0,6.0,,1.0,2.0,1.0,,,3.0,10.0,7.0,26.0,67.0,585.0,493.0,64.8,21.0,13.0,11.0,8.0,9.0,9.0,13.0,1.0,,,2.0,8.0,140.0,2.0,,,1.0,,59.0,36.0,23.0,10.0,4.0,5.0,,7.0,13.0,0.0,0.0,1.0,1.0,2.0
2210461,20,2022-02-24 19:45:00,"Emirates Stadium, London",59888,Home,Arsenal,Wolves,2,1,W,0,1,0,0,2.0,26.0,5.0,11.0,10.0,,2.0,1.0,1.0,1.0,,1.0,21.0,11.0,41.0,76.0,508.0,421.0,55.5,51.0,12.0,6.0,4.0,9.0,9.0,22.0,,1.0,1.0,9.0,12.0,139.0,1.0,1.0,,,,49.0,50.0,11.0,12.0,5.0,5.0,2.0,8.0,8.0,0.0,0.0,,,2.0
2210471,21,2022-01-01 12:30:00,"Emirates Stadium, London",59757,Home,Arsenal,Man City,1,2,L,1,0,1,0,1.0,7.0,2.0,4.0,1.0,,,,1.0,1.0,,1.0,3.0,2.0,33.0,55.0,249.0,179.0,28.8,18.0,16.0,6.0,10.0,15.0,15.0,7.0,7.0,1.0,,10.0,6.0,114.0,,2.0,,,,34.0,52.0,5.0,16.0,5.0,5.0,,13.0,4.0,0.0,0.0,,,1.0
2210488,22,2022-05-12 19:45:00,"Tottenham Hotspur Stadium, London",62027,Away,Arsenal,Spurs,0,3,L,0,2,1,0,,9.0,5.0,2.0,2.0,,,,,,,,9.0,7.0,17.0,40.0,412.0,351.0,42.4,16.0,6.0,2.0,9.0,11.0,11.0,9.0,4.0,,,5.0,4.0,101.0,3.0,3.0,,,,31.0,45.0,9.0,9.0,2.0,2.0,1.0,15.0,8.0,0.0,0.0,,,
2210491,23,2022-01-23 14:00:00,"Emirates Stadium, London",59255,Home,Arsenal,Burnley,0,0,D,0,0,0,0,,20.0,5.0,8.0,7.0,,1.0,,1.0,,,,16.0,9.0,40.0,73.0,643.0,564.0,75.6,43.0,7.0,3.0,4.0,19.0,19.0,8.0,3.0,,,7.0,10.0,137.0,1.0,,,1.0,,44.0,58.0,17.0,25.0,12.0,12.0,,9.0,12.0,0.0,0.0,,,
2210506,24,2022-02-10 19:45:00,"Molineux Stadium, Wolverhampton",31523,Away,Arsenal,Wolves,1,0,W,1,0,1,0,1.0,12.0,2.0,3.0,7.0,,2.0,1.0,1.0,,,1.0,9.0,7.0,21.0,54.0,356.0,272.0,41.7,26.0,17.0,10.0,7.0,35.0,35.0,20.0,4.0,,,10.0,8.0,134.0,4.0,,,1.0,,48.0,52.0,14.0,17.0,4.0,4.0,,13.0,12.0,0.0,0.0,,,2.0
2210513,25,2022-04-20 19:45:00,"Stamford Bridge, London",32249,Away,Arsenal,Chelsea,4,2,W,2,2,0,0,4.0,14.0,4.0,7.0,3.0,,,2.0,,,,1.0,9.0,4.0,12.0,42.0,332.0,251.0,32.0,30.0,20.0,9.0,15.0,25.0,25.0,27.0,4.0,1.0,,8.0,12.0,126.0,,2.0,,,,48.0,49.0,14.0,14.0,1.0,1.0,,6.0,7.0,0.0,0.0,1.0,1.0,4.0
2210521,26,2022-02-19 15:00:00,"Emirates Stadium, London",60015,Home,Arsenal,Brentford,2,1,W,0,0,0,0,2.0,24.0,8.0,8.0,8.0,,,,1.0,,,2.0,14.0,9.0,53.0,72.0,562.0,482.0,66.4,43.0,14.0,11.0,8.0,7.0,7.0,16.0,3.0,,,6.0,9.0,151.0,1.0,1.0,,,,35.0,46.0,11.0,17.0,14.0,14.0,,10.0,4.0,0.0,0.0,,,1.0
2210531,27,2022-03-16 20:15:00,"Emirates Stadium, London",59968,Home,Arsenal,Liverpool,0,2,L,0,0,0,0,,9.0,2.0,3.0,4.0,,1.0,,1.0,,,,7.0,4.0,21.0,66.0,505.0,407.0,48.4,12.0,16.0,12.0,5.0,17.0,17.0,20.0,4.0,,,4.0,14.0,149.0,1.0,2.0,,,,45.0,42.0,6.0,15.0,1.0,1.0,,9.0,9.0,0.0,0.0,,,4.0
2210549,28,2022-03-06 14:00:00,"Vicarage Road, Watford",21142,Away,Arsenal,Watford,3,2,W,2,1,0,0,3.0,16.0,4.0,9.0,3.0,,,,,1.0,,3.0,14.0,5.0,33.0,63.0,556.0,469.0,57.0,29.0,20.0,13.0,18.0,15.0,15.0,16.0,3.0,1.0,,13.0,11.0,137.0,5.0,2.0,,,,42.0,72.0,9.0,31.0,5.0,5.0,,12.0,5.0,0.0,0.0,,,
2210551,29,2022-03-13 16:30:00,"Emirates Stadium, London",60111,Home,Arsenal,Leicester,2,0,W,1,0,0,0,2.0,21.0,8.0,4.0,9.0,,1.0,1.0,2.0,1.0,,1.0,16.0,14.0,19.0,58.0,481.0,415.0,46.0,35.0,15.0,9.0,11.0,15.0,15.0,15.0,2.0,,,,6.0,109.0,3.0,,,1.0,,36.0,32.0,6.0,8.0,2.0,2.0,3.0,8.0,9.0,0.0,0.0,1.0,1.0,2.0
2210561,30,2022-03-19 12:30:00,"Villa Park, Birmingham",41956,Away,Arsenal,Aston Villa,1,0,W,1,0,0,0,1.0,10.0,3.0,3.0,4.0,,1.0,,1.0,,,,8.0,5.0,18.0,65.0,521.0,449.0,53.0,23.0,13.0,10.0,5.0,25.0,25.0,13.0,1.0,,,6.0,6.0,112.0,1.0,,,1.0,,34.0,35.0,6.0,5.0,5.0,5.0,1.0,14.0,12.0,0.0,0.0,,,1.0
2210574,31,2022-04-04 20:00:00,"Selhurst Park, London",25149,Away,Arsenal,Crystal Palace,0,3,L,0,2,0,0,,12.0,3.0,8.0,1.0,,1.0,,2.0,1.0,,,10.0,3.0,22.0,67.0,647.0,557.0,68.6,22.0,16.0,9.0,8.0,5.0,5.0,14.0,,,,9.0,11.0,145.0,2.0,3.0,,,,44.0,52.0,10.0,11.0,2.0,2.0,,15.0,10.0,0.0,0.0,,,4.0
2210581,32,2022-04-09 15:00:00,"Emirates Stadium, London",60112,Home,Arsenal,Brighton,1,2,L,0,1,0,0,1.0,20.0,4.0,5.0,11.0,,2.0,,3.0,2.0,,1.0,15.0,13.0,39.0,65.0,512.0,426.0,64.6,39.0,9.0,6.0,6.0,7.0,7.0,18.0,,,,5.0,15.0,140.0,1.0,2.0,,,,41.0,52.0,9.0,16.0,11.0,11.0,2.0,12.0,17.0,0.0,0.0,,,2.0
2210596,33,2022-04-16 15:00:00,"St. Mary's Stadium, Southampton",31465,Away,Arsenal,Southampton,0,1,L,0,1,0,0,,23.0,6.0,12.0,5.0,,,,1.0,,,,16.0,8.0,50.0,72.0,655.0,582.0,75.7,32.0,12.0,7.0,5.0,20.0,20.0,16.0,5.0,,,4.0,8.0,133.0,2.0,1.0,,,,48.0,42.0,20.0,18.0,8.0,8.0,1.0,6.0,6.0,0.0,0.0,,,
2210601,34,2022-04-23 12:30:00,"Emirates Stadium, London",60223,Home,Arsenal,Man Utd,3,1,W,2,1,0,0,3.0,14.0,7.0,5.0,2.0,,1.0,2.0,1.0,,,1.0,8.0,6.0,22.0,61.0,507.0,430.0,54.9,20.0,10.0,7.0,7.0,16.0,16.0,11.0,3.0,1.0,,5.0,8.0,112.0,4.0,1.0,,,,31.0,41.0,5.0,15.0,1.0,1.0,,9.0,12.0,0.0,0.0,1.0,1.0,2.0
2210619,35,2022-05-01 16:30:00,"London Stadium, London",59959,Away,Arsenal,West Ham,2,1,W,1,1,0,0,2.0,13.0,7.0,4.0,2.0,,1.0,1.0,,,,2.0,12.0,8.0,20.0,47.0,454.0,377.0,43.4,18.0,16.0,9.0,10.0,26.0,26.0,15.0,4.0,,,5.0,6.0,116.0,2.0,1.0,,,,50.0,37.0,18.0,15.0,7.0,7.0,,9.0,6.0,0.0,0.0,,,
2210621,36,2022-05-08 14:00:00,"Emirates Stadium, London",60108,Home,Arsenal,Leeds,2,1,W,2,0,0,1,2.0,19.0,9.0,8.0,2.0,,1.0,2.0,1.0,,,1.0,12.0,7.0,44.0,89.0,621.0,556.0,63.2,38.0,16.0,10.0,5.0,9.0,9.0,14.0,1.0,,,2.0,12.0,125.0,1.0,1.0,,,,52.0,46.0,7.0,8.0,8.0,8.0,2.0,13.0,14.0,0.0,0.0,,,1.0
2210635,37,2022-05-16 20:00:00,"St. James' Park, Newcastle",52274,Away,Arsenal,Newcastle,0,2,L,0,0,0,0,,11.0,2.0,4.0,5.0,,,,,,,,8.0,5.0,17.0,42.0,331.0,258.0,49.4,17.0,15.0,8.0,4.0,27.0,27.0,14.0,5.0,,,13.0,10.0,120.0,3.0,2.0,,,1.0,39.0,57.0,9.0,18.0,8.0,8.0,,8.0,11.0,0.0,0.0,,,1.0
2210641,38,2022-05-22 16:00:00,"Emirates Stadium, London",60201,Home,Arsenal,Everton,5,1,W,2,1,0,0,5.0,26.0,9.0,8.0,9.0,,2.0,3.0,2.0,,,4.0,18.0,13.0,40.0,91.0,647.0,582.0,73.7,45.0,12.0,6.0,5.0,12.0,12.0,8.0,1.0,,,8.0,11.0,116.0,1.0,1.0,,,,34.0,52.0,8.0,15.0,12.0,12.0,,8.0,7.0,0.0,0.0,1.0,1.0,2.0
