playerId,playerName,position,team,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,totalTouchesInOppositionBox,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,tacklesLost,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,unsuccessfulDribbles,timesTackled,totalFoulsConceded,backwardPasses,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,goalAssists,successfulLayoffs,foulWonPenalty,unsuccessfulCrossesOpenPlay,offsides,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,unsuccessfulCrossesAndCorners,iboxBlocked,cornersWon,successfulDribbles,blocks,interceptions,handballsConceded,throughBalls,goals,awayGoals,oboxBlocked,shotsOnTargetOutsideBox,penaltiesConceded,homeGoals,oboxTarget,headedGoals,clearancesOffTheLine,hitWoodwork,shotsBlockedOutsideBox,ownGoalScored,rightFootGoals,leftFootGoals,redCards2ndYellow,cornersTakenInclShortCorners,unsuccessfulLayoffs,secondGoalAssists,setPiecesGoals,attemptsFromSetPieces,successfulCornersIntoBox,freekickTotal,unsuccessfulCornersIntoBox,expectedGoalsFreekick,penaltiesTaken,penaltyGoals
427623,Chris Richards,Defender,Crystal Palace U21,United States,2024-25,79.0,,0.6123,1.0,,47.0,,9.0,85.0,24.0,22.0,156.0,833.0,2.0,,90.0,7.0,,1924.0,41.0,101.0,3.0,39.0,52.0,648.0,,20.0,,1.0,32.5847,2.0,6.0,113.0,31.0,38.0,114.0,,5.0,0.0,180.0,,341.0,51.0,24.0,,17.0,,186.0,28.0,90.0,49.0,0.0,2.0,813.0,3.0,188.0,30.0,,,297.0,29.0,1148.0,43.0,492.0,,1.381,2.0,71.0,61.0,2.0,5.0,10.0,11.0,81.0,6.0,3.0,3.0,1.0,3.0,6.0,,2.1049,,,1.0,4.0,1.0,1.0,5.0,5.0,11.0,2.0,26.0,4.0,2.0,2.0,1.0,14.0,19.0,,2.0,1.0,1.0,1.0,,,0.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
515621,Chadi Riad,Defender,Crystal Palace U21,Morocco,2024-25,6.0,,0.0204,0.0,,5.0,,,7.0,1.0,1.0,12.0,82.0,,,6.0,,,90.0,4.0,7.0,,2.0,5.0,65.0,,,,,0.9093,,1.0,,2.0,2.0,37.0,,,0.0,13.0,,36.0,4.0,1.0,,3.0,,21.0,2.0,7.0,2.0,0.0,,82.0,,13.0,2.0,,,5.0,5.0,91.0,1.0,49.0,,,0.0,5.0,6.0,,,,1.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590012,Caleb Kporha,Defender,Crystal Palace U21,England,2024-25,3.0,,0.0178,0.0,,2.0,,,1.0,2.0,,1.0,4.0,,,1.0,,,11.0,1.0,2.0,,,2.0,3.0,,,,,0.175,,,1.0,1.0,2.0,,,,0.0,5.0,,1.0,1.0,2.0,,1.0,,4.0,1.0,4.0,,0.0,,4.0,,4.0,1.0,,,1.0,,13.0,,,,,0.0,,,2.0,,2.0,,2.0,1.0,,,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152551,Jefferson Lerma,Midfielder,Crystal Palace,Colombia,2024-25,111.0,,1.74,0.0,,35.0,,19.0,146.0,33.0,26.0,234.0,1055.0,1.0,,86.0,3.0,,2276.0,41.0,122.0,5.0,42.0,77.0,767.0,,29.0,,1.0,35.3469,9.0,11.0,78.0,36.0,70.0,287.0,,39.0,0.0,233.0,,404.0,154.0,33.0,,18.0,,404.0,31.0,147.0,45.0,0.0,1.0,1040.0,11.0,315.0,17.0,,,237.0,54.0,1478.0,49.0,422.0,,1.0928,9.0,88.0,80.0,7.0,4.0,22.0,35.0,127.0,18.0,8.0,20.0,5.0,7.0,8.0,,0.7901,1.0,2.0,,7.0,,5.0,6.0,6.0,28.0,4.0,20.0,7.0,4.0,4.0,7.0,18.0,42.0,2.0,9.0,,,3.0,2.0,,,2.0,,,,3.0,,,,,,1.0,,,,,,,,,
232413,Eberechi Eze,Midfielder,Arsenal,England,2024-25,176.0,,4.6778,0.0,,39.0,,61.0,140.0,34.0,31.0,169.0,914.0,,,44.0,2.0,,2600.0,37.0,164.0,4.0,44.0,157.0,709.0,,104.0,,1.0,37.3756,50.0,,8.0,34.0,139.0,282.0,,51.0,2.0,340.0,,234.0,146.0,34.0,,17.0,,440.0,30.0,296.0,7.0,0.0,,820.0,32.0,437.0,22.0,,,113.0,36.0,1586.0,4.0,334.0,,10.482,1.0,29.0,26.0,3.0,62.0,107.0,13.0,285.0,3.0,18.0,8.0,7.0,41.0,29.0,5.0,8.8274,8.0,48.0,,22.0,9.0,29.0,11.0,11.0,,16.0,27.0,83.0,16.0,35.0,67.0,,11.0,,11.0,8.0,5.0,25.0,10.0,,3.0,10.0,,,5.0,25.0,,8.0,,,62.0,2.0,1.0,,16.0,10.0,16.0,39.0,0.8643,2.0,1.0
86417,Jeffrey Schlupp,Midfielder,Crystal Palace,Ghana,2024-25,8.0,,0.1454,0.0,,2.0,,3.0,5.0,12.0,,6.0,43.0,,,8.0,,,95.0,5.0,6.0,,6.0,3.0,35.0,,6.0,,,2.4361,3.0,,1.0,3.0,3.0,9.0,,,0.0,14.0,,10.0,6.0,12.0,,2.0,,32.0,3.0,6.0,3.0,0.0,,43.0,1.0,18.0,,,,12.0,2.0,80.0,1.0,6.0,,0.1587,0.0,1.0,,12.0,,,1.0,12.0,1.0,,,1.0,1.0,2.0,,0.4541,,3.0,,3.0,,1.0,2.0,2.0,2.0,,6.0,3.0,,2.0,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
209400,Daichi Kamada,Midfielder,Crystal Palace,Japan,2024-25,96.0,,1.5947,1.0,,47.0,,11.0,107.0,34.0,15.0,126.0,718.0,,,17.0,2.0,,1554.0,13.0,79.0,5.0,35.0,75.0,567.0,,34.0,,,26.8404,20.0,3.0,14.0,26.0,83.0,201.0,,21.0,0.0,175.0,,191.0,89.0,34.0,,18.0,,322.0,21.0,158.0,4.0,1.0,,704.0,7.0,195.0,29.0,,,182.0,25.0,985.0,6.0,279.0,,1.0898,4.0,19.0,43.0,19.0,9.0,29.0,28.0,144.0,2.0,7.0,21.0,3.0,9.0,4.0,1.0,0.6836,,14.0,,13.0,2.0,9.0,2.0,2.0,,6.0,17.0,22.0,6.0,8.0,7.0,5.0,18.0,1.0,4.0,,,3.0,2.0,,,2.0,,,,3.0,,,,,16.0,,,,,5.0,,7.0,,,
108413,Will Hughes,Midfielder,Crystal Palace,England,2024-25,153.0,,2.6447,0.0,,66.0,,9.0,128.0,33.0,24.0,169.0,890.0,,,37.0,2.0,,2118.0,18.0,121.0,2.0,28.0,102.0,699.0,,18.0,,1.0,35.028,30.0,8.0,26.0,31.0,135.0,157.0,,31.0,0.0,274.0,,326.0,121.0,33.0,,30.0,,400.0,29.0,237.0,19.0,0.0,,833.0,8.0,292.0,36.0,,,274.0,22.0,1278.0,23.0,336.0,,1.0842,11.0,41.0,47.0,9.0,7.0,37.0,65.0,133.0,1.0,21.0,41.0,3.0,13.0,1.0,1.0,0.0179,3.0,16.0,,20.0,,15.0,1.0,1.0,,3.0,17.0,56.0,3.0,10.0,5.0,14.0,22.0,1.0,1.0,,,10.0,,1.0,,,,,,10.0,,,,,54.0,1.0,,,,12.0,,31.0,,,
496221,Adam Wharton,Midfielder,Crystal Palace,England,2024-25,75.0,,2.1754,0.0,,34.0,,10.0,115.0,20.0,16.0,145.0,679.0,,,23.0,,,1326.0,16.0,64.0,4.0,21.0,57.0,494.0,,11.0,,,22.0326,24.0,2.0,27.0,21.0,59.0,111.0,,21.0,0.0,139.0,,257.0,102.0,20.0,,20.0,,327.0,17.0,116.0,7.0,0.0,,660.0,5.0,215.0,14.0,,,242.0,40.0,913.0,15.0,221.0,,0.3707,2.0,30.0,43.0,4.0,8.0,21.0,12.0,69.0,,13.0,9.0,5.0,3.0,5.0,,0.6751,2.0,10.0,,13.0,,14.0,,,,,9.0,25.0,,4.0,2.0,2.0,20.0,1.0,5.0,,,3.0,5.0,,,5.0,,,,3.0,,,,,26.0,,,,,10.0,,11.0,,,
606921,Romain Esse,Forward,Crystal Palace U21,England,2024-25,10.0,,0.4151,0.0,,9.0,,1.0,8.0,7.0,1.0,10.0,42.0,,,5.0,,,135.0,2.0,17.0,,3.0,14.0,30.0,,11.0,,,2.8546,2.0,,1.0,3.0,8.0,8.0,,3.0,0.0,27.0,,19.0,9.0,7.0,,3.0,,23.0,3.0,22.0,3.0,0.0,,42.0,,23.0,6.0,,,9.0,2.0,80.0,1.0,9.0,,0.321,0.0,2.0,2.0,6.0,4.0,6.0,2.0,6.0,,2.0,1.0,,,1.0,1.0,0.9672,1.0,1.0,,,,,,,,,2.0,,,,2.0,,1.0,,1.0,1.0,0.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
438464,Cheick Doucouré,Midfielder,Crystal Palace U21,Mali,2024-25,27.0,,0.1125,0.0,,16.0,,2.0,24.0,13.0,4.0,29.0,203.0,,,10.0,,,445.0,5.0,30.0,,8.0,25.0,166.0,,4.0,,,6.2734,1.0,1.0,10.0,6.0,22.0,66.0,,7.0,0.0,57.0,,61.0,31.0,13.0,,8.0,,90.0,6.0,47.0,5.0,0.0,,200.0,2.0,43.0,8.0,,,38.0,8.0,286.0,3.0,84.0,,0.4023,1.0,5.0,9.0,9.0,2.0,9.0,7.0,38.0,,4.0,4.0,,5.0,,,,,4.0,,1.0,,,,,,3.0,4.0,1.0,3.0,1.0,2.0,,11.0,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,
530318,Kaden Rodney,Midfielder,Crystal Palace U21,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489706,Justin Devenny,Midfielder,Crystal Palace U21,Northern Ireland,2024-25,37.0,,0.4079,0.0,,17.0,,7.0,31.0,23.0,4.0,41.0,186.0,,,15.0,,,496.0,13.0,21.0,,7.0,19.0,139.0,,8.0,,,8.8366,6.0,,11.0,8.0,24.0,34.0,,,0.0,58.0,,55.0,27.0,23.0,,5.0,,91.0,8.0,43.0,2.0,0.0,,179.0,1.0,81.0,12.0,,,70.0,6.0,288.0,7.0,57.0,,0.7605,1.0,10.0,4.0,19.0,2.0,5.0,8.0,27.0,,4.0,5.0,1.0,3.0,6.0,2.0,0.9247,1.0,3.0,,4.0,1.0,3.0,2.0,2.0,,1.0,5.0,14.0,1.0,4.0,2.0,1.0,,,1.0,1.0,1.0,2.0,3.0,,0.0,3.0,,,,2.0,,1.0,,,9.0,1.0,,,1.0,2.0,1.0,6.0,0.0463,,
232185,Ismaïla Sarr,Forward,Crystal Palace,Senegal,2024-25,160.0,,6.7353,0.0,,22.0,,49.0,187.0,38.0,30.0,204.0,680.0,,,89.0,3.0,,2714.0,52.0,132.0,3.0,45.0,95.0,466.0,,140.0,,1.0,39.5568,38.0,2.0,38.0,39.0,108.0,143.0,,56.0,2.0,292.0,,210.0,113.0,38.0,,12.0,,345.0,36.0,203.0,37.0,0.0,,680.0,20.0,404.0,10.0,,,189.0,10.0,1198.0,11.0,144.0,,10.7116,4.0,17.0,53.0,8.0,35.0,78.0,14.0,138.0,1.0,17.0,3.0,13.0,10.0,29.0,3.0,11.9081,6.0,21.0,1.0,42.0,11.0,13.0,21.0,21.0,1.0,6.0,19.0,42.0,6.0,23.0,17.0,8.0,9.0,1.0,13.0,8.0,4.0,4.0,,,4.0,,1.0,2.0,2.0,4.0,,7.0,,,,3.0,2.0,,,,,,,,
205533,Eddie Nketiah,Forward,Crystal Palace,England,2024-25,102.0,,0.8667,1.0,,15.0,,33.0,52.0,29.0,9.0,57.0,235.0,,,59.0,,,1026.0,38.0,76.0,3.0,21.0,55.0,169.0,,70.0,,,15.4506,12.0,1.0,10.0,17.0,64.0,60.0,,29.0,0.0,178.0,,54.0,26.0,29.0,,7.0,,110.0,14.0,119.0,21.0,0.0,,224.0,17.0,129.0,8.0,,,56.0,9.0,465.0,1.0,68.0,,5.759,4.0,5.0,10.0,20.0,16.0,33.0,31.0,65.0,1.0,7.0,10.0,,10.0,16.0,,4.9116,1.0,8.0,1.0,5.0,5.0,,11.0,11.0,,9.0,9.0,5.0,9.0,5.0,11.0,1.0,3.0,5.0,2.0,3.0,0.0,1.0,2.0,,3.0,2.0,,1.0,1.0,1.0,,3.0,,1.0,,3.0,,,,,,,,,
536694,Matheus França,Forward,Crystal Palace U21,Brazil,2024-25,2.0,,0.1777,0.0,,2.0,,6.0,4.0,4.0,,4.0,14.0,,,3.0,,,52.0,2.0,3.0,,1.0,2.0,10.0,,8.0,,,0.2529,,,1.0,,1.0,3.0,,,0.0,5.0,,5.0,3.0,4.0,,2.0,,6.0,,2.0,1.0,0.0,,13.0,3.0,10.0,,,,4.0,,34.0,,4.0,,0.254,0.0,,1.0,4.0,,1.0,,2.0,,,,,,3.0,1.0,0.977,,,,1.0,,,2.0,2.0,,,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,
231747,Jean-Philippe Mateta,Forward,Crystal Palace,France,2024-25,214.0,,2.2673,0.0,,18.0,,53.0,126.0,37.0,33.0,134.0,420.0,,,171.0,4.0,,2654.0,107.0,129.0,2.0,32.0,65.0,281.0,,102.0,,1.0,37.6214,27.0,,22.0,37.0,107.0,105.0,,28.0,6.0,343.0,,108.0,68.0,37.0,,6.0,,209.0,35.0,172.0,64.0,0.0,,412.0,20.0,297.0,12.0,,,105.0,5.0,835.0,3.0,82.0,,13.5118,2.0,8.0,21.0,4.0,22.0,67.0,27.0,102.0,,16.0,11.0,5.0,17.0,33.0,2.0,12.2908,2.0,38.0,,21.0,21.0,5.0,14.0,14.0,,10.0,15.0,21.0,10.0,19.0,20.0,4.0,2.0,,7.0,14.0,7.0,7.0,5.0,,7.0,5.0,,,2.0,7.0,,8.0,6.0,,,10.0,,,,,,,,2.0,2.0
574398,Franco Umeh-Chibueze,Forward,Crystal Palace U21,Ireland,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576980,Zach Marsh,Forward,Crystal Palace U21,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
