playerId,playerName,position,team,nationality,season,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,savesMadeCaught,groundDuelsLost,totalTackles,keyPassesAttemptAssists,tacklesLost,tacklesWon,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,oboxBlocked,substituteOn,cornersTakenInclShortCorners,successfulCrossesAndCorners,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,putthroughBlockedDistributionWon,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,shotsOffTargetIncWoodwork,cornersWon,attemptsFromSetPieces,totalFoulsConceded,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,iboxTarget,shotsOnTargetInBox,blocks,clearancesOffTheLine,throughBalls,goalAssists,offsides,unsuccessfulLayoffs,ownGoalScored,shotsBlockedInBox,iboxBlocked,handballsConceded,goals,awayGoals,homeGoals,headedGoals,hitWoodwork,secondGoalAssists,successfulCornersIntoBox,rightFootGoals,shotsOnTargetOutsideBox,oboxTarget,lastPlayerTackle,redCards2ndYellow,penaltiesConceded,setPiecesGoals,leftFootGoals,foulWonPenalty,penaltiesTaken,penaltyGoals
441164,Pedro Porro,Defender,Tottenham Hotspur,Spain,2024-25,4.6365,0.0,,,226.0,33.0,28.0,345.0,1440.0,,35.0,5.0,,2608.0,125.0,5.0,102.0,113.0,1011.0,,3.0,51.3047,11.0,73.0,47.0,101.0,,33.0,0.0,248.0,,620.0,152.0,33.0,,,661.0,42.0,213.0,12.0,0.0,,1397.0,577.0,14.0,,,475.0,36.0,84.0,2333.0,36.0,494.0,,5.0,119.0,104.0,123.0,,100.0,66.0,51.0,17.0,49.0,34.0,0.2198,12.0,27.0,10.0,99.0,11.0,5.0,53.0,60.0,23.0,33.0,19.0,27.0,24.0,136.0,42.0,4.0,19.0,30.0,4.0,25.0,28.0,244.0,230.0,4.0,11.0,16.0,1.5961,8.0,3.0,1.8439,1.0,1.0,17.0,,4.0,6.0,1.0,1.0,,1.0,1.0,,2.0,2.0,0.0,1.0,3.0,,20.0,1.0,5.0,5.0,1.0,,,,,,,
232859,Djed Spence,Defender,Tottenham Hotspur,England,2024-25,1.3635,1.0,,,102.0,25.0,19.0,129.0,979.0,,35.0,2.0,,1790.0,129.0,3.0,38.0,108.0,837.0,,1.0,35.5518,1.0,56.0,39.0,267.0,,23.0,0.0,233.0,,341.0,109.0,25.0,,,411.0,36.0,198.0,21.0,0.0,,949.0,264.0,38.0,,,122.0,21.0,13.0,1528.0,14.0,448.0,,2.0,27.0,48.0,104.0,,90.0,47.0,9.0,13.0,34.0,9.0,,3.0,7.0,9.0,16.0,3.0,6.0,,9.0,14.0,25.0,20.0,19.0,31.0,16.0,64.0,,4.0,10.0,,21.0,,249.0,133.0,1.0,3.0,12.0,0.5592,3.0,3.0,1.2027,1.0,1.0,9.0,1.0,2.0,2.0,2.0,,1.0,,,2.0,1.0,1.0,0.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,
115556,Ben Davies,Defender,Tottenham Hotspur,Wales,2024-25,0.4959,0.0,,,75.0,17.0,14.0,121.0,1011.0,64.0,98.0,3.0,,1330.0,77.0,3.0,17.0,24.0,853.0,,1.0,25.2575,7.0,79.0,26.0,418.0,,7.0,0.0,146.0,,392.0,41.0,17.0,,,259.0,23.0,48.0,53.0,0.0,61.0,921.0,132.0,1.0,3.0,,166.0,12.0,37.0,1197.0,27.0,632.0,,5.0,46.0,53.0,69.0,,24.0,17.0,2.0,6.0,11.0,1.0,,1.0,4.0,,3.0,,3.0,,1.0,45.0,13.0,,9.0,,3.0,,,3.0,1.0,,17.0,,35.0,5.0,1.0,,11.0,0.2826,1.0,,0.0925,1.0,1.0,19.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,
491279,Micky van de Ven,Defender,Tottenham Hotspur,Netherlands,2024-25,0.6969,0.0,,,43.0,13.0,12.0,72.0,797.0,21.0,39.0,1.0,,1018.0,42.0,2.0,9.0,23.0,706.0,,1.0,19.1388,1.0,38.0,17.0,331.0,,9.0,0.0,87.0,,260.0,63.0,13.0,,,247.0,15.0,48.0,19.0,0.0,21.0,758.0,87.0,4.0,,,157.0,10.0,19.0,916.0,19.0,478.0,,4.0,29.0,32.0,45.0,,25.0,10.0,,4.0,6.0,,,1.0,5.0,,,,1.0,,,20.0,9.0,,4.0,4.0,,9.0,,3.0,,,10.0,,49.0,4.0,5.0,,7.0,0.5661,2.0,,0.8457,2.0,2.0,8.0,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
501620,Dante Cassanova,Defender,Tottenham Hotspur U21,Jamaica,2024-25,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611920,Malachi Hardy,Defender,Tottenham Hotspur U21,England,2024-25,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227127,Yves Bissouma,Midfielder,Tottenham Hotspur,Mali,2024-25,0.6255,0.0,,,70.0,28.0,16.0,93.0,846.0,,14.0,1.0,,1405.0,81.0,3.0,15.0,74.0,733.0,,2.0,27.8828,2.0,35.0,28.0,292.0,,18.0,2.0,160.0,,221.0,85.0,28.0,,,388.0,25.0,146.0,7.0,0.0,,805.0,155.0,7.0,,,226.0,18.0,20.0,1087.0,1.0,366.0,,7.0,23.0,30.0,79.0,,72.0,49.0,6.0,18.0,31.0,1.0,,4.0,7.0,18.0,1.0,2.0,12.0,,1.0,7.0,5.0,,5.0,15.0,1.0,30.0,,3.0,4.0,,28.0,,107.0,1.0,12.0,2.0,18.0,0.625,4.0,3.0,0.6254,,,6.0,,2.0,,,,,2.0,2.0,1.0,2.0,0.0,2.0,,,,,2.0,2.0,2.0,,,2.0,,,,,
172780,James Maddison,Midfielder,Tottenham Hotspur,England,2024-25,5.9089,0.0,,,114.0,31.0,21.0,152.0,1147.0,,13.0,,,1816.0,133.0,1.0,26.0,128.0,954.0,,1.0,35.9564,,17.0,32.0,360.0,,64.0,3.0,251.0,,360.0,76.0,31.0,,,673.0,31.0,238.0,5.0,0.0,,1082.0,318.0,33.0,,,191.0,12.0,41.0,1583.0,5.0,344.0,,6.0,38.0,27.0,118.0,,110.0,31.0,34.0,12.0,19.0,9.0,0.6137,11.0,28.0,50.0,27.0,5.0,10.0,59.0,22.0,8.0,85.0,1.0,11.0,34.0,76.0,59.0,6.0,11.0,14.0,6.0,32.0,35.0,236.0,4.0,20.0,5.0,17.0,5.8325,17.0,1.0,6.5752,5.0,5.0,4.0,,12.0,7.0,4.0,3.0,,6.0,6.0,,9.0,5.0,4.0,,1.0,,10.0,6.0,3.0,3.0,,,,1.0,3.0,,,
547701,Archie Gray,Midfielder,Tottenham Hotspur,England,2024-25,0.1957,0.0,,,70.0,28.0,19.0,115.0,1079.0,8.0,22.0,2.0,,1743.0,45.0,4.0,29.0,34.0,930.0,,2.0,39.3084,6.0,47.0,41.0,316.0,,11.0,0.0,99.0,,331.0,69.0,28.0,,,303.0,37.0,77.0,11.0,0.0,8.0,1040.0,173.0,7.0,,,333.0,19.0,34.0,1329.0,26.0,662.0,,1.0,45.0,54.0,54.0,,43.0,16.0,3.0,8.0,8.0,,,,1.0,5.0,13.0,,9.0,4.0,1.0,11.0,4.0,9.0,11.0,5.0,16.0,16.0,,,2.0,,17.0,3.0,99.0,36.0,3.0,,10.0,0.021,1.0,1.0,0.0129,,,11.0,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,
570526,Lucas Bergvall,Midfielder,Tottenham Hotspur,Sweden,2024-25,0.8216,0.0,,,64.0,27.0,11.0,78.0,688.0,,17.0,1.0,,1206.0,86.0,2.0,21.0,77.0,581.0,,1.0,20.9436,1.0,21.0,25.0,213.0,,17.0,0.0,167.0,,134.0,73.0,27.0,,,332.0,23.0,150.0,9.0,0.0,,664.0,152.0,21.0,,,189.0,24.0,29.0,959.0,4.0,287.0,,3.0,14.0,25.0,81.0,,73.0,39.0,10.0,20.0,19.0,3.0,,5.0,7.0,20.0,8.0,,16.0,8.0,9.0,8.0,23.0,,10.0,20.0,12.0,39.0,,5.0,4.0,,20.0,2.0,152.0,10.0,5.0,,11.0,0.697,2.0,2.0,0.2099,2.0,2.0,8.0,,,1.0,,,,5.0,5.0,1.0,,,,,1.0,1.0,5.0,,,,,,,,,,,
445044,Dejan Kulusevski,Midfielder,Tottenham Hotspur,Sweden,2024-25,3.9259,0.0,,,136.0,32.0,27.0,148.0,789.0,,26.0,5.0,,2391.0,131.0,4.0,71.0,121.0,627.0,,1.0,40.7969,,9.0,41.0,104.0,,38.0,0.0,368.0,,216.0,121.0,32.0,,,487.0,37.0,342.0,10.0,0.0,,737.0,467.0,38.0,,,255.0,13.0,14.0,1424.0,,166.0,,3.0,12.0,23.0,237.0,,221.0,45.0,61.0,22.0,23.0,7.0,,19.0,28.0,15.0,56.0,4.0,5.0,62.0,12.0,16.0,180.0,1.0,29.0,71.0,77.0,145.0,,10.0,41.0,,48.0,21.0,214.0,5.0,5.0,4.0,18.0,4.2327,18.0,10.0,5.1838,9.0,9.0,5.0,,11.0,4.0,5.0,3.0,,15.0,15.0,3.0,7.0,4.0,3.0,,,1.0,5.0,,2.0,2.0,,,,,7.0,,,
482442,Pape Matar Sarr,Midfielder,Tottenham Hotspur,Senegal,2024-25,0.7938,0.0,,,107.0,36.0,22.0,124.0,999.0,,79.0,1.0,,1913.0,129.0,3.0,36.0,95.0,860.0,,2.0,38.9713,1.0,24.0,38.0,282.0,,35.0,0.0,258.0,,246.0,115.0,36.0,,,488.0,35.0,179.0,34.0,0.0,,985.0,210.0,11.0,,,281.0,30.0,15.0,1342.0,9.0,389.0,,6.0,17.0,43.0,129.0,,84.0,49.0,13.0,13.0,36.0,2.0,,7.0,27.0,21.0,12.0,3.0,14.0,,2.0,45.0,32.0,,16.0,16.0,12.0,38.0,,14.0,7.0,,34.0,,190.0,12.0,16.0,3.0,19.0,3.7171,13.0,3.0,2.3273,,,10.0,,1.0,2.0,2.0,1.0,,4.0,4.0,1.0,3.0,2.0,1.0,,1.0,1.0,,2.0,10.0,10.0,,,1.0,,1.0,,,
202993,Rodrigo Bentancur,Midfielder,Tottenham Hotspur,Uruguay,2024-25,0.9959,0.0,,,110.0,26.0,21.0,126.0,1068.0,,68.0,2.0,,1653.0,95.0,3.0,36.0,59.0,919.0,,,31.2138,3.0,37.0,26.0,296.0,,10.0,0.0,208.0,,268.0,121.0,26.0,,,488.0,23.0,140.0,36.0,0.0,,1032.0,177.0,9.0,,,337.0,40.0,23.0,1362.0,6.0,456.0,,9.0,16.0,43.0,113.0,,81.0,40.0,10.0,18.0,22.0,2.0,,9.0,13.0,21.0,2.0,5.0,5.0,,2.0,32.0,26.0,,17.0,8.0,2.0,28.0,,7.0,4.0,,34.0,,167.0,2.0,14.0,5.0,24.0,1.3272,6.0,,1.918,4.0,4.0,8.0,,4.0,,1.0,,,4.0,4.0,,2.0,0.0,2.0,2.0,,,,,,,,,,,,,,
499726,Callum Olusesi,Midfielder,Tottenham Hotspur U21,England,2024-25,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85971,Son Heung-Min,Forward,Tottenham Hotspur,South Korea,2024-25,5.1313,0.0,,,126.0,30.0,24.0,133.0,833.0,,18.0,2.0,,2116.0,80.0,3.0,37.0,74.0,684.0,,2.0,37.5618,,16.0,35.0,305.0,,28.0,0.0,193.0,,192.0,85.0,30.0,,,523.0,32.0,175.0,6.0,0.0,,813.0,295.0,29.0,,,62.0,5.0,16.0,1217.0,1.0,195.0,,1.0,7.0,32.0,113.0,,101.0,17.0,41.0,8.0,9.0,9.0,0.0811,18.0,39.0,33.0,31.0,9.0,6.0,38.0,18.0,12.0,131.0,,11.0,41.0,60.0,73.0,1.0,13.0,29.0,1.0,6.0,25.0,274.0,12.0,13.0,9.0,3.0,7.3528,26.0,2.0,8.5554,14.0,14.0,,,4.0,9.0,12.0,2.0,,9.0,9.0,,7.0,2.0,5.0,,4.0,,5.0,4.0,5.0,5.0,,,,,3.0,1.0,2.0,1.0
212319,Richarlison,Forward,Tottenham Hotspur,Brazil,2024-25,0.608,0.0,,,35.0,15.0,4.0,36.0,96.0,,33.0,,,500.0,29.0,3.0,6.0,19.0,58.0,,1.0,6.9354,,8.0,9.0,25.0,,13.0,0.0,84.0,,30.0,11.0,15.0,,,28.0,6.0,51.0,10.0,0.0,,90.0,73.0,1.0,,,17.0,,2.0,194.0,,34.0,,2.0,1.0,14.0,55.0,,32.0,5.0,3.0,2.0,3.0,2.0,,2.0,15.0,4.0,5.0,,11.0,,2.0,23.0,30.0,,,14.0,5.0,22.0,,8.0,,,7.0,,24.0,,4.0,,4.0,3.7163,7.0,1.0,3.9269,3.0,3.0,1.0,,,1.0,3.0,2.0,,2.0,2.0,,4.0,2.0,2.0,3.0,,,,,,,,,,,1.0,,,
511499,Mathys Tel,Forward,Tottenham Hotspur,France,2024-25,1.5058,0.0,,,47.0,13.0,11.0,52.0,223.0,,11.0,1.0,,913.0,51.0,2.0,19.0,47.0,161.0,,,19.7525,1.0,8.0,20.0,89.0,,16.0,0.0,126.0,,48.0,38.0,13.0,,,123.0,18.0,115.0,4.0,0.0,,219.0,160.0,15.0,,,22.0,2.0,10.0,453.0,4.0,55.0,,2.0,5.0,14.0,75.0,,68.0,16.0,13.0,10.0,6.0,5.0,0.044,9.0,14.0,9.0,19.0,,2.0,8.0,7.0,7.0,40.0,,7.0,31.0,28.0,46.0,1.0,5.0,5.0,1.0,14.0,6.0,64.0,7.0,5.0,,6.0,2.9788,9.0,5.0,3.1945,5.0,5.0,1.0,,2.0,1.0,1.0,3.0,,9.0,9.0,,2.0,1.0,1.0,,,,2.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0
165153,Timo Werner,Forward,Tottenham Hotspur,Germany,2024-25,1.5159,0.0,,,45.0,18.0,4.0,51.0,198.0,,1.0,,,508.0,21.0,,24.0,21.0,145.0,,2.0,11.8394,,6.0,12.0,71.0,,5.0,0.0,49.0,,51.0,18.0,18.0,,,117.0,12.0,48.0,,0.0,,195.0,108.0,10.0,,,21.0,1.0,2.0,326.0,2.0,33.0,,0.0,6.0,8.0,28.0,,27.0,6.0,7.0,2.0,4.0,3.0,,,8.0,3.0,24.0,,14.0,2.0,3.0,1.0,34.0,,9.0,8.0,25.0,14.0,,5.0,7.0,,3.0,1.0,55.0,8.0,4.0,,,0.9763,3.0,2.0,0.5196,2.0,2.0,1.0,,2.0,3.0,5.0,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,
154566,Dominic Solanke,Forward,Tottenham Hotspur,England,2024-25,1.1533,0.0,,,97.0,27.0,25.0,101.0,353.0,,107.0,2.0,,2206.0,117.0,3.0,26.0,71.0,241.0,,2.0,45.2662,1.0,23.0,43.0,84.0,,36.0,1.0,305.0,,103.0,38.0,27.0,,,164.0,40.0,198.0,46.0,0.0,,317.0,264.0,17.0,,,69.0,1.0,11.0,750.0,,89.0,,0.0,4.0,28.0,188.0,,127.0,18.0,11.0,7.0,11.0,1.0,,16.0,44.0,19.0,3.0,2.0,2.0,,1.0,61.0,117.0,,11.0,31.0,3.0,82.0,,18.0,18.0,,36.0,,97.0,2.0,7.0,2.0,16.0,10.973,26.0,7.0,9.0033,16.0,16.0,9.0,,3.0,3.0,5.0,7.0,1.0,14.0,14.0,2.0,9.0,2.0,7.0,2.0,,,,5.0,1.0,1.0,,,,,2.0,,1.0,1.0
242898,Brennan Johnson,Forward,Crystal Palace,Wales,2024-25,2.0489,0.0,,,125.0,33.0,24.0,138.0,571.0,,27.0,1.0,,2179.0,91.0,4.0,63.0,84.0,429.0,,1.0,41.2415,,10.0,38.0,57.0,,26.0,4.0,192.0,,158.0,63.0,33.0,,,322.0,34.0,165.0,7.0,0.0,,571.0,257.0,19.0,,,194.0,4.0,4.0,916.0,4.0,117.0,,5.0,13.0,20.0,101.0,,81.0,39.0,16.0,13.0,26.0,6.0,,11.0,43.0,14.0,47.0,,9.0,,6.0,20.0,135.0,2.0,22.0,22.0,47.0,39.0,,23.0,36.0,,27.0,,162.0,10.0,10.0,,14.0,10.3966,20.0,3.0,9.1557,9.0,9.0,3.0,,,3.0,12.0,3.0,,11.0,11.0,3.0,11.0,5.0,6.0,,4.0,,,8.0,,,,,,,3.0,2.0,,
