playerId,playerName,position,team,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,totalShots,unsuccessfulCrossesOpenPlay,substituteOn,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,tacklesLost,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,successfulDribbles,blocks,totalFoulsConceded,interceptions,clearancesOffTheLine,backwardPasses,substituteOff,foulAttemptedTackle,expectedGoals,shotsOnTargetIncGoals,expectedGoalsOnTarget,iboxTarget,shotsOnTargetInBox,unsuccessfulDribbles,throwInsToOwnPlayer,hitWoodwork,successfulCrossesOpenPlay,overruns,goalAssists,successfulLayoffs,offsides,successfulCrossesAndCorners,goals,awayGoals,homeGoals,rightFootGoals,redCards2ndYellow,headedGoals,secondGoalAssists,throughBalls,oboxBlocked,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,unsuccessfulLayoffs,oboxTarget,shotsBlockedOutsideBox,handballsConceded,leftFootGoals,penaltiesConceded
115556,Ben Davies,Defender,Tottenham Hotspur,Wales,2025-26,6.0,0.087,0.0,,5.0,,6.0,3.0,2.0,9.0,65.0,,,7.0,,,138.0,3.0,9.0,1.0,,5.0,51.0,,,2.8257,1.0,,8.0,3.0,3.0,29.0,,,0.0,15.0,,,29.0,5.0,3.0,,,28.0,2.0,8.0,4.0,0.0,,64.0,,16.0,4.0,,,1.0,5.0,105.0,3.0,30.0,,1.0,3.0,4.0,,2.0,1.0,1.0,3.0,5.0,,1.0,1.0,1.0,,,,1.0,2.0,1.0,,6.0,2.0,2.0,0.4917,2.0,1.0457,1.0,1.0,,11.0,,2.0,,,,,2.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,1.0,
491279,Micky van de Ven,Defender,Tottenham Hotspur,Netherlands,2025-26,100.0,0.3712,1.0,,39.0,,85.0,35.0,35.0,169.0,1770.0,118.0,,101.0,8.0,,3043.0,54.0,119.0,12.0,26.0,72.0,1533.0,,1.0,43.5939,5.0,4.0,131.0,47.0,46.0,722.0,,22.0,1.0,219.0,21.0,,538.0,122.0,35.0,,3.0,438.0,35.0,118.0,47.0,1.0,106.0,1614.0,,203.0,19.0,12.0,,370.0,68.0,2146.0,39.0,1163.0,,9.0,84.0,69.0,3.0,13.0,3.0,,33.0,1.0,2.0,20.0,3.0,9.0,2.0,7.0,11.0,22.0,28.0,22.0,,140.0,2.0,14.0,2.527,6.0,4.1402,2.0,2.0,4.0,10.0,,,1.0,1.0,2.0,2.0,,4.0,4.0,0.0,1.0,,2.0,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0
616221,Souza,Defender,Tottenham Hotspur,Brazil,2025-26,10.0,0.0374,0.0,,,,2.0,4.0,2.0,2.0,27.0,,,1.0,,,144.0,1.0,2.0,1.0,1.0,2.0,25.0,,1.0,2.2529,3.0,,4.0,3.0,9.0,8.0,,2.0,0.0,12.0,,,11.0,3.0,4.0,,,13.0,2.0,11.0,,0.0,,24.0,2.0,8.0,,,,2.0,,49.0,,12.0,,1.0,,,,1.0,3.0,2.0,5.0,,,,3.0,3.0,,,,,3.0,2.0,,6.0,2.0,2.0,0.0164,1.0,0.1671,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,
611920,Malachi Hardy,Defender,Tottenham Hotspur U21,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640419,Jun'ai Byfield,Defender,Tottenham Hotspur U21,England,2025-26,,0.0027,0.0,,,,1.0,1.0,,1.0,5.0,,,1.0,,,1.0,,1.0,,1.0,,4.0,,,,,,,,,1.0,,,0.0,1.0,,,1.0,,1.0,,,4.0,,,1.0,0.0,,5.0,,1.0,,,,2.0,,7.0,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499716,James Rowswell,Defender,Tottenham Hotspur U21,England,2025-26,,,0.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154296,João Palhinha,Midfielder,Tottenham Hotspur,Portugal,2025-26,120.0,0.6624,0.0,,110.0,,129.0,33.0,23.0,188.0,1044.0,,,62.0,3.0,,2197.0,26.0,193.0,10.0,49.0,157.0,815.0,,2.0,31.9492,6.0,2.0,58.0,37.0,94.0,305.0,,37.0,2.0,313.0,31.0,,314.0,92.0,33.0,,1.0,377.0,27.0,251.0,36.0,0.0,,1017.0,9.0,270.0,66.0,,,269.0,41.0,1521.0,24.0,479.0,,8.0,59.0,66.0,14.0,19.0,4.0,10.0,45.0,,6.0,44.0,4.0,43.0,6.0,10.0,10.0,12.0,28.0,30.0,,156.0,8.0,18.0,2.6989,9.0,4.9804,2.0,2.0,13.0,4.0,2.0,,1.0,2.0,20.0,,,5.0,3.0,2.0,4.0,,,,1.0,8.0,,,,,,,2.0,,2.0,8.0,1.0,1.0,
493362,Xavi Simons,Midfielder,Tottenham Hotspur,Netherlands,2025-26,127.0,3.8589,1.0,,34.0,,115.0,28.0,19.0,137.0,802.0,,,37.0,1.0,,1757.0,25.0,118.0,7.0,38.0,106.0,629.0,,1.0,27.6859,29.0,1.0,12.0,34.0,102.0,227.0,,44.0,0.0,245.0,22.0,,229.0,87.0,28.0,,,438.0,27.0,208.0,12.0,1.0,,729.0,14.0,310.0,21.0,,,131.0,36.0,1255.0,7.0,241.0,,5.0,22.0,33.0,17.0,25.0,15.0,9.0,51.0,1.0,8.0,13.0,38.0,68.0,8.0,15.0,28.0,1.0,21.0,15.0,,215.0,9.0,14.0,3.0822,10.0,3.3793,1.0,1.0,38.0,9.0,2.0,4.0,4.0,5.0,32.0,,14.0,2.0,0.0,2.0,2.0,,,1.0,8.0,9.0,8.0,3.0,3.0,20.0,0.2417,33.0,7.0,4.0,7.0,9.0,4.0,,
227127,Yves Bissouma,Midfielder,Tottenham Hotspur,Mali,2025-26,19.0,0.1203,0.0,,18.0,,32.0,11.0,7.0,38.0,316.0,,,8.0,,,605.0,3.0,32.0,2.0,9.0,27.0,277.0,,,9.7291,,,14.0,17.0,16.0,101.0,,6.0,0.0,51.0,6.0,,83.0,31.0,11.0,,,141.0,15.0,43.0,5.0,0.0,,310.0,3.0,51.0,11.0,,,71.0,1.0,408.0,3.0,137.0,,4.0,6.0,9.0,1.0,4.0,1.0,4.0,2.0,,,7.0,1.0,6.0,,2.0,3.0,3.0,8.0,9.0,,61.0,6.0,6.0,0.3554,2.0,0.1442,,,2.0,4.0,,,,,7.0,,,,,,,,,,,1.0,,,,,,,2.0,,2.0,1.0,,,
172780,James Maddison,Midfielder,Tottenham Hotspur,England,2025-26,4.0,0.0592,0.0,,1.0,,1.0,3.0,,2.0,37.0,,,,,,34.0,,2.0,,2.0,2.0,32.0,,,0.6049,,,,,4.0,8.0,,1.0,0.0,6.0,1.0,,13.0,4.0,3.0,,,25.0,,6.0,,0.0,,36.0,3.0,13.0,1.0,,,10.0,3.0,54.0,1.0,11.0,,0.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,,1.0,,5.0,2.0,1.0,1.0,,,1.0,,,6.0,,,0.2101,,,,,1.0,,,,,,3.0,,1.0,,,,,,,,,,1.0,1.0,1.0,3.0,0.0548,4.0,,,,,,,
547701,Archie Gray,Midfielder,Tottenham Hotspur,England,2025-26,55.0,1.1764,0.0,,11.0,,60.0,24.0,18.0,91.0,539.0,,,25.0,2.0,,1479.0,16.0,29.0,8.0,24.0,20.0,427.0,,1.0,20.4105,6.0,1.0,44.0,28.0,39.0,123.0,,2.0,1.0,84.0,12.0,,177.0,57.0,24.0,,,229.0,20.0,59.0,9.0,0.0,,526.0,4.0,150.0,8.0,,,154.0,21.0,766.0,17.0,223.0,,5.0,31.0,29.0,3.0,8.0,8.0,6.0,26.0,8.0,2.0,3.0,8.0,26.0,2.0,3.0,7.0,4.0,12.0,17.0,,85.0,9.0,8.0,1.4754,5.0,2.2144,3.0,3.0,9.0,27.0,,4.0,1.0,2.0,4.0,,4.0,2.0,1.0,1.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,1.0,,,
570526,Lucas Bergvall,Midfielder,Tottenham Hotspur,Sweden,2025-26,63.0,0.4326,0.0,,22.0,,48.0,23.0,11.0,56.0,305.0,,,19.0,,,966.0,14.0,49.0,5.0,12.0,44.0,239.0,,,16.446,2.0,3.0,13.0,18.0,49.0,83.0,,7.0,0.0,112.0,7.0,,85.0,39.0,23.0,,,146.0,13.0,93.0,5.0,0.0,,293.0,4.0,132.0,14.0,,,57.0,10.0,494.0,2.0,106.0,,2.0,8.0,12.0,1.0,11.0,17.0,12.0,30.0,23.0,1.0,8.0,17.0,16.0,1.0,6.0,15.0,2.0,24.0,2.0,,80.0,11.0,15.0,1.397,5.0,0.6696,3.0,3.0,9.0,9.0,,3.0,,3.0,14.0,3.0,3.0,1.0,1.0,0.0,,,1.0,,3.0,,,,,,,,1.0,,1.0,,,,
460842,Mohammed Kudus,Midfielder,Tottenham Hotspur,Ghana,2025-26,156.0,2.4015,0.0,,29.0,,56.0,19.0,19.0,64.0,444.0,,,29.0,2.0,,1545.0,18.0,107.0,7.0,30.0,96.0,361.0,,1.0,22.7051,18.0,,6.0,20.0,138.0,45.0,,15.0,1.0,263.0,9.0,,75.0,95.0,19.0,,,294.0,13.0,234.0,11.0,0.0,,436.0,20.0,331.0,19.0,,,156.0,19.0,931.0,3.0,114.0,,3.0,8.0,17.0,10.0,16.0,56.0,,57.0,2.0,7.0,10.0,94.0,104.0,7.0,7.0,52.0,,23.0,3.0,,168.0,11.0,13.0,1.9301,9.0,2.6064,5.0,5.0,50.0,7.0,1.0,18.0,4.0,5.0,15.0,10.0,28.0,2.0,1.0,1.0,,,,2.0,,3.0,9.0,2.0,2.0,35.0,0.1802,49.0,2.0,,2.0,3.0,1.0,2.0,
445044,Dejan Kulusevski,Midfielder,Tottenham Hotspur,Sweden,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232787,Conor Gallagher,Midfielder,Tottenham Hotspur,England,2025-26,72.0,0.7174,0.0,,23.0,,68.0,16.0,14.0,80.0,524.0,,,23.0,,,1190.0,14.0,66.0,4.0,37.0,57.0,424.0,,1.0,17.4141,12.0,5.0,6.0,23.0,58.0,121.0,,22.0,0.0,138.0,21.0,,138.0,73.0,16.0,,,248.0,19.0,115.0,9.0,0.0,,504.0,7.0,146.0,16.0,,,128.0,20.0,748.0,6.0,202.0,,2.0,12.0,25.0,2.0,9.0,17.0,2.0,35.0,,2.0,7.0,17.0,21.0,2.0,5.0,13.0,4.0,26.0,18.0,,137.0,9.0,12.0,1.0738,4.0,1.1036,3.0,3.0,8.0,8.0,,6.0,1.0,1.0,13.0,1.0,6.0,1.0,1.0,0.0,1.0,,,,,1.0,1.0,,,,,1.0,,,,1.0,1.0,,
482442,Pape Matar Sarr,Midfielder,Tottenham Hotspur,Senegal,2025-26,102.0,1.1011,0.0,,33.0,,80.0,26.0,13.0,95.0,633.0,,,65.0,3.0,,1391.0,38.0,86.0,2.0,25.0,59.0,518.0,,2.0,22.1641,7.0,2.0,47.0,23.0,64.0,195.0,,13.0,1.0,188.0,12.0,,163.0,77.0,26.0,,,297.0,21.0,123.0,27.0,0.0,,610.0,2.0,151.0,21.0,,,144.0,20.0,908.0,11.0,243.0,,3.0,15.0,31.0,7.0,10.0,6.0,13.0,27.0,1.0,2.0,12.0,6.0,27.0,2.0,4.0,13.0,10.0,29.0,18.0,,131.0,2.0,18.0,1.7231,6.0,2.006,2.0,2.0,9.0,4.0,,2.0,,4.0,17.0,3.0,2.0,2.0,2.0,0.0,,,2.0,,3.0,5.0,,,,,,,2.0,,2.0,5.0,,,
202993,Rodrigo Bentancur,Midfielder,Tottenham Hotspur,Uruguay,2025-26,95.0,0.835,0.0,,56.0,,120.0,26.0,23.0,145.0,1018.0,,,76.0,5.0,,1892.0,45.0,115.0,5.0,36.0,84.0,854.0,,2.0,27.3277,9.0,6.0,48.0,25.0,50.0,315.0,,8.0,0.0,210.0,22.0,,246.0,130.0,26.0,,,395.0,20.0,134.0,31.0,0.0,,1006.0,,201.0,36.0,,,278.0,19.0,1337.0,13.0,479.0,,7.0,25.0,50.0,4.0,9.0,6.0,3.0,29.0,,2.0,20.0,6.0,20.0,2.0,6.0,20.0,7.0,19.0,35.0,,179.0,12.0,12.0,0.7362,3.0,0.8999,2.0,2.0,12.0,1.0,,1.0,2.0,1.0,30.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,3.0,2.0,,,,,,,,,,2.0,,,1.0
499726,Callum Olusesi,Midfielder,Tottenham Hotspur U21,England,2025-26,,0.0053,0.0,,,,,1.0,,,8.0,,,,,,14.0,,,,,,7.0,,,0.5388,,,,,,,,,0.0,,,,2.0,2.0,1.0,,,7.0,,,,0.0,,8.0,,,,,,3.0,1.0,9.0,,1.0,,0.0,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
536134,Rio Kyerematen,Midfielder,Tottenham Hotspur U21,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611917,Lucá Williams-Barnett,Midfielder,Tottenham Hotspur U21,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680832,Tye Hall,Midfielder,Tottenham Hotspur U21,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212319,Richarlison,Forward,Tottenham Hotspur,Brazil,2025-26,189.0,1.4646,0.0,,27.0,,113.0,32.0,20.0,120.0,317.0,,,173.0,3.0,,1957.0,104.0,139.0,10.0,33.0,70.0,187.0,,2.0,27.2842,16.0,,51.0,27.0,85.0,91.0,,33.0,3.0,328.0,11.0,,86.0,61.0,32.0,,,140.0,17.0,155.0,69.0,0.0,,314.0,14.0,257.0,16.0,,,81.0,10.0,726.0,2.0,57.0,,5.0,7.0,30.0,14.0,47.0,18.0,12.0,125.0,,12.0,11.0,18.0,50.0,12.0,21.0,12.0,3.0,23.0,5.0,,59.0,8.0,10.0,8.0946,26.0,11.9535,14.0,14.0,20.0,2.0,1.0,,3.0,4.0,16.0,10.0,,11.0,6.0,5.0,7.0,,3.0,,2.0,2.0,,,,,,,1.0,9.0,1.0,2.0,,1.0,
511499,Mathys Tel,Forward,Tottenham Hotspur,France,2025-26,141.0,2.4306,0.0,,19.0,,69.0,31.0,13.0,81.0,359.0,,,51.0,,,1342.0,35.0,97.0,4.0,25.0,81.0,265.0,,3.0,18.944,29.0,2.0,12.0,23.0,106.0,108.0,,23.0,0.0,238.0,9.0,,94.0,72.0,31.0,,,207.0,19.0,187.0,16.0,0.0,,357.0,20.0,286.0,11.0,,,44.0,13.0,787.0,2.0,100.0,,1.0,12.0,16.0,11.0,24.0,31.0,18.0,68.0,1.0,6.0,8.0,64.0,78.0,6.0,16.0,39.0,2.0,19.0,6.0,,113.0,10.0,8.0,2.4443,8.0,2.8363,2.0,2.0,40.0,16.0,2.0,12.0,8.0,1.0,4.0,3.0,29.0,4.0,2.0,2.0,4.0,,,,,5.0,17.0,,,30.0,,49.0,2.0,2.0,2.0,5.0,,,1.0
154566,Dominic Solanke,Forward,Tottenham Hotspur,England,2025-26,83.0,0.3502,0.0,,22.0,,37.0,15.0,11.0,41.0,158.0,,,61.0,,,1000.0,41.0,64.0,3.0,13.0,44.0,115.0,,1.0,14.5719,6.0,,11.0,21.0,42.0,43.0,,9.0,0.0,147.0,6.0,,35.0,34.0,15.0,,,75.0,18.0,86.0,20.0,0.0,,158.0,6.0,111.0,16.0,,,38.0,2.0,341.0,2.0,42.0,,1.0,4.0,9.0,6.0,14.0,2.0,4.0,55.0,,6.0,6.0,2.0,26.0,6.0,3.0,13.0,2.0,12.0,3.0,,42.0,4.0,4.0,2.4299,11.0,4.1204,7.0,7.0,13.0,,,,2.0,,8.0,3.0,,3.0,0.0,3.0,2.0,,,,,,,,,,,,1.0,2.0,1.0,,,1.0,
