fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round,opponent_team_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,ict_index,avg_value,team_id,team,players_used,players_played
138,19,True,2025-12-04T20:00:00Z,1,1,14,West Ham,47,986,1,1,3,11,0,0,0,2,0,1,5,169,197.8,174.2,160.0,27,52,19,72,11,1.59,1.0100000000000002,2.5999999999999996,8.469999999999999,254147,10499192,582330,328183,53.2,50.6,14,Man Utd,40,16
150,20,False,2025-12-08T20:00:00Z,1,4,15,Wolves,63,985,4,4,0,11,0,0,0,2,0,1,6,273,356.80000000000007,301.1,249.0,35,46,16,77,11,4.159999999999999,1.9700000000000002,6.119999999999999,4.48,-229362,10346854,377466,606828,90.7,50.7,14,Man Utd,40,16
157,4,True,2025-12-15T20:00:00Z,4,4,16,Bournemouth,52,989,4,3,0,44,0,0,0,2,0,5,4,193,349.6,240.60000000000002,273.0,48,39,14,82,11,3.3,1.58,4.88,21.119999999999997,-277948,10061707,1323083,1601031,86.3,50.6,14,Man Utd,40,16
161,2,False,2025-12-21T16:30:00Z,2,1,17,Aston Villa,32,987,1,1,0,22,0,0,0,2,0,2,3,149,231.39999999999998,144.5,141.0,35,54,26,81,11,1.34,1.08,2.4200000000000004,16.95,-966668,9054082,844917,1811585,51.7,50.4,14,Man Utd,41,15
177,15,True,2025-12-26T20:00:00Z,1,0,18,Newcastle,79,986,1,1,9,0,0,0,0,2,0,3,9,254,259.2,117.3,96.0,70,48,20,112,11,1.27,0.45999999999999996,1.73,12.98,-1468858,7594924,814858,2283716,47.2,50.3,14,Man Utd,42,16
187,20,True,2025-12-30T20:15:00Z,1,1,19,Wolves,36,988,1,0,0,11,0,0,0,0,0,3,5,165,202.2,190.6,138.0,21,41,21,55,11,0.8400000000000001,0.67,1.51,12.760000000000002,1182366,9750999,2040269,857903,53.1,50.3,14,Man Utd,42,14
196,11,False,2026-01-04T12:30:00Z,1,1,20,Leeds,43,989,1,1,0,11,0,0,0,1,0,2,5,156,224.60000000000002,158.1,115.0,48,50,25,91,11,1.58,0.84,2.42,9.9,-255223,8630067,315572,570795,49.8,50.1,14,Man Utd,43,12
204,3,False,2026-01-07T20:15:00Z,2,2,21,Burnley,42,985,2,2,0,22,1,0,0,0,0,0,6,231,288.4,315.2,260.0,24,57,19,65,11,2.54,1.9200000000000002,4.46,2.5900000000000003,-63876,8617196,308232,372108,86.4,50.1,14,Man Utd,43,16
216,13,True,2026-01-17T12:30:00Z,2,0,22,Man City,80,990,2,2,11,0,0,0,0,2,0,1,6,265,255.8,127.0,198.0,42,48,24,85,11,2.29,0.8600000000000001,3.1500000000000004,4.95,-472439,8129234,563289,1035728,58.1,50.0,14,Man Utd,43,15
221,1,False,2026-01-25T16:30:00Z,2,3,23,Arsenal,49,987,3,2,0,22,1,0,0,0,0,3,6,160,255.60000000000002,105.60000000000001,59.0,36,40,14,67,11,0.7000000000000001,0.33,1.03,13.1,962129,9154672,1413957,451828,42.0,50.0,14,Man Utd,43,14
236,10,True,2026-02-01T14:00:00Z,3,2,24,Fulham,57,988,3,3,2,22,0,0,0,2,0,4,7,229,344.79999999999995,194.6,198.0,45,43,22,87,11,1.8,1.4500000000000002,3.25,21.36,2209290,11459376,2919459,710169,73.7,50.1,14,Man Utd,43,15
248,18,True,2026-02-07T12:30:00Z,2,0,25,Spurs,74,987,2,2,11,0,0,0,0,1,0,1,6,307,281.4,289.5,208.0,21,42,18,55,11,1.7800000000000002,1.66,3.4299999999999997,5.39,931659,12406866,1433728,502069,77.9,50.2,14,Man Utd,43,16
260,19,False,2026-02-10T20:15:00Z,1,1,26,West Ham,35,987,1,1,0,11,0,0,0,1,0,2,4,186,206.6,171.6,82.0,23,47,19,68,11,0.5700000000000001,0.69,1.26,12.21,662097,13112451,1133319,471222,46.0,50.2,14,Man Utd,43,14
265,9,False,2026-02-23T20:00:00Z,0,1,27,Everton,64,989,1,1,10,0,0,0,0,3,0,4,6,246,225.6,111.5,80.0,52,62,11,86,11,1.26,0.45999999999999996,1.72,6.82,31725,13114631,573630,541905,41.7,50.2,14,Man Utd,43,14
278,8,True,2026-03-01T14:00:00Z,2,1,28,Crystal Palace,51,986,2,2,1,11,0,0,0,2,0,2,6,222,259.0,285.9,217.0,18,50,13,56,11,2.05,1.2,3.25,4.1899999999999995,315647,13477362,646665,331018,76.2,50.2,14,Man Utd,43,15
288,15,False,2026-03-04T20:15:00Z,2,1,29,Newcastle,34,985,1,1,0,22,0,0,0,3,0,3,4,134,169.2,185.4,144.0,28,49,12,66,11,1.49,1.6500000000000001,3.14,27.33,298663,13788131,730537,431874,49.9,50.3,14,Man Utd,43,16
297,2,True,2026-03-15T14:00:00Z,3,1,30,Aston Villa,50,990,3,2,0,11,0,0,0,3,0,1,3,215,279.4,199.7,165.0,36,47,19,84,11,1.09,0.9099999999999999,2.0,10.98,95155,13906269,563598,468443,64.4,50.3,14,Man Utd,43,13
302,4,False,2026-03-20T20:00:00Z,2,2,31,Bournemouth,36,975,1,2,0,22,0,0,0,2,1,3,4,142,202.0,162.8,165.0,46,54,16,90,11,1.77,0.8700000000000001,2.64,18.94,516219,15323194,777082,260863,53.0,50.3,14,Man Utd,43,15
317,11,True,2026-04-13T19:00:00Z,1,2,32,Leeds,27,953,1,1,0,22,0,0,0,3,1,3,2,162,247.60000000000002,211.59999999999997,220.0,45,43,18,79,11,1.32,1.2000000000000002,2.52,25.64,46769,14523140,667847,621078,67.9,50.3,14,Man Utd,43,13
323,7,False,2026-04-18T19:00:00Z,0,1,33,Chelsea,73,987,1,1,11,0,0,0,0,3,0,3,9,244,234.39999999999998,84.9,40.0,48,36,16,85,11,0.29,0.19,0.48,17.27,-761966,13038121,173401,935367,35.9,50.2,14,Man Utd,44,14
337,5,True,2026-04-27T19:00:00Z,2,1,34,Brentford,57,987,2,2,2,11,0,0,0,2,0,5,5,245,334.4,141.5,157.0,60,47,31,114,11,1.28,1.31,2.58,15.739999999999998,398859,15025558,733704,334845,63.3,50.2,14,Man Utd,44,15
348,12,True,2026-05-03T14:30:00Z,3,2,35,Liverpool,43,989,3,1,0,22,0,0,0,2,0,3,3,192,259.0,181.5,191.0,41,50,19,88,11,2.35,1.6900000000000002,4.04,9.780000000000001,-245649,13952241,344380,590029,63.2,50.2,14,Man Utd,44,15
358,17,False,2026-05-09T14:00:00Z,0,0,36,Sunderland,62,988,0,0,11,0,0,0,0,3,0,4,7,222,174.2,155.2,77.0,40,46,14,76,11,0.62,0.5900000000000001,1.21,13.75,55434,14035691,484922,429488,40.6,50.2,14,Man Utd,44,13
368,16,True,2026-05-17T11:30:00Z,3,2,37,Nott'm Forest,49,987,3,2,0,22,0,0,0,2,0,2,3,206,314.2,309.3,252.0,45,52,16,82,11,4.5600000000000005,2.4,6.96,20.68,49766,14108671,380541,330775,87.6,50.2,14,Man Utd,44,14
371,6,False,2026-05-24T15:00:00Z,0,3,38,Brighton,90,985,3,3,11,0,0,0,0,1,0,2,8,331,299.99999999999994,152.40000000000003,183.0,27,48,18,75,11,1.66,1.3,2.96,8.68,-154013,13955182,354357,508370,63.5,50.1,14,Man Utd,44,16
