fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round,opponent_team_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,ict_index,avg_value,team_id,team,players_used,players_played
111,1,False,2025-11-23T16:30:00Z,4,1,12,Arsenal,24,974,1,1,0,44,0,0,0,3,0,4,1,66,196.0,41.6,29.0,42,48,21,80,11,0.08,0.04,0.12000000000000001,21.0,-1100290,12470749,244851,1345141,26.7,51.4,18,Spurs,40,15
129,10,True,2025-11-29T20:00:00Z,1,2,13,Fulham,27,985,1,1,0,22,0,0,0,3,0,1,1,104,187.20000000000002,169.9,111.0,34,51,14,72,11,0.8600000000000001,0.8600000000000001,1.7199999999999998,4.95,-169476,12527185,313326,482802,46.8,51.3,18,Spurs,40,16
139,15,False,2025-12-02T20:15:00Z,2,2,14,Newcastle,47,909,2,2,0,21,0,0,0,3,0,4,5,176,266.8,97.60000000000001,88.0,52,47,16,86,10,0.74,0.88,1.62,21.22,-465043,11987866,104818,569861,45.2,51.3,18,Spurs,40,15
149,5,True,2025-12-06T15:00:00Z,2,0,15,Brentford,67,986,2,1,11,0,0,0,0,3,0,1,6,276,238.0,152.4,182.0,41,59,17,92,11,2.17,1.25,3.4200000000000004,3.19,-357618,11676371,206719,564337,57.2,51.2,18,Spurs,40,15
158,16,False,2025-12-14T14:00:00Z,3,0,16,Nott'm Forest,18,975,0,0,0,33,0,0,0,3,0,3,0,82,159.8,93.6,56.0,30,45,30,83,11,0.33,0.6,0.9299999999999999,25.270000000000003,-190341,11549358,591994,782335,30.9,51.0,18,Spurs,40,15
169,12,True,2025-12-20T17:30:00Z,1,2,17,Liverpool,20,896,1,1,0,21,0,0,0,3,2,2,0,109,160.2,146.1,106.0,43,43,10,73,11,1.0,0.37999999999999995,1.3800000000000001,6.45,-668232,10825012,172200,840432,41.2,51.0,18,Spurs,40,14
175,8,False,2025-12-28T16:30:00Z,0,1,18,Crystal Palace,69,981,1,1,11,0,0,0,0,2,0,2,8,240,251.40000000000003,99.19999999999999,106.0,59,64,20,104,11,0.8300000000000001,0.5800000000000001,1.4100000000000001,14.389999999999999,-492223,10298998,141070,633293,45.7,51.0,18,Spurs,40,14
182,5,False,2026-01-01T20:00:00Z,0,0,19,Brentford,56,988,0,0,11,0,0,0,0,2,0,2,3,215,154.2,98.69999999999999,101.0,44,63,18,91,11,1.0,0.6,1.6,9.129999999999999,-90784,10319234,181375,272159,35.4,50.8,18,Spurs,40,13
199,17,True,2026-01-04T15:00:00Z,1,1,20,Sunderland,43,985,1,1,2,11,0,0,0,2,0,2,3,163,217.8,157.2,152.0,44,54,15,87,11,1.19,0.85,2.04,5.279999999999999,107046,10534537,310791,203745,52.7,50.7,18,Spurs,41,16
202,4,False,2026-01-07T19:30:00Z,3,2,21,Bournemouth,36,987,2,1,0,33,0,0,0,3,0,0,5,142,226.4,158.4,157.0,25,48,24,72,11,1.2400000000000002,1.02,2.2600000000000002,13.95,-93641,10430969,252375,346016,54.2,50.7,18,Spurs,41,14
219,19,True,2026-01-17T15:00:00Z,1,2,22,West Ham,27,988,1,1,0,22,0,0,0,5,0,2,0,151,240.79999999999998,267.59999999999997,233.0,28,58,19,73,11,1.4900000000000002,1.43,2.91,29.610000000000003,-200709,10269436,372425,573134,74.1,50.8,18,Spurs,42,15
224,3,False,2026-01-24T15:00:00Z,2,2,23,Burnley,47,988,2,1,0,22,0,0,0,0,0,2,5,190,284.2,188.0,257.0,27,71,26,88,11,2.06,1.7700000000000002,3.83,15.84,-132514,10150758,216283,348797,72.9,50.8,18,Spurs,42,16
239,13,True,2026-02-01T16:30:00Z,2,2,24,Man City,41,988,2,2,0,22,0,0,0,3,0,1,5,174,245.8,127.80000000000001,144.0,29,43,24,86,11,1.05,0.8900000000000001,1.94,22.879999999999995,-554279,9571782,130720,684999,51.8,50.4,18,Spurs,44,15
248,14,False,2026-02-07T12:30:00Z,2,0,25,Man Utd,17,923,0,0,0,22,0,0,0,2,1,8,0,88,171.79999999999998,88.0,63.0,45,41,16,78,11,0.49,0.54,1.03,18.2,-386397,9199787,120219,506616,32.3,50.4,18,Spurs,44,16
259,15,True,2026-02-10T19:30:00Z,1,2,26,Newcastle,36,988,1,1,0,22,0,0,0,3,0,3,5,156,270.8,209.40000000000003,130.0,58,44,16,98,11,1.85,1.3399999999999999,3.19,27.28,-297048,8904835,102091,399139,61.0,50.3,18,Spurs,44,14
269,1,True,2026-02-22T16:30:00Z,1,4,27,Arsenal,28,987,1,0,0,44,0,0,0,2,0,2,1,93,221.20000000000002,66.39999999999999,93.0,65,49,24,118,11,0.76,0.54,1.3,22.769999999999996,-232171,8715489,75507,307678,38.1,50.2,18,Spurs,45,14
275,10,False,2026-03-01T14:00:00Z,2,1,28,Fulham,27,986,1,1,0,22,0,0,0,3,0,2,1,129,174.79999999999995,123.0,104.0,32,48,16,78,11,0.87,0.54,1.41,23.540000000000006,-120774,8608293,62078,182852,40.2,50.2,18,Spurs,45,16
289,8,True,2026-03-05T20:00:00Z,1,3,29,Crystal Palace,25,933,1,1,0,33,0,0,0,3,1,1,1,86,183.8,145.60000000000002,147.0,40,29,17,74,11,1.5899999999999999,0.91,2.4899999999999998,17.87,-130311,8482641,54575,184886,47.6,50.1,18,Spurs,45,15
296,12,False,2026-03-15T16:30:00Z,1,1,30,Liverpool,44,988,1,1,0,11,0,0,0,0,0,3,3,173,249.39999999999998,134.00000000000003,129.0,54,51,20,107,11,1.1800000000000002,0.56,1.7400000000000002,18.689999999999998,-435497,8052862,34210,469707,51.2,50.1,18,Spurs,45,15
309,16,True,2026-03-22T14:15:00Z,0,3,31,Nott'm Forest,22,987,0,0,0,33,0,0,0,1,0,4,0,77,159.0,164.3,110.0,20,46,19,60,11,1.15,0.66,1.81,16.279999999999998,62852,8362525,151178,88326,43.3,50.1,18,Spurs,45,16
319,17,False,2026-04-12T13:00:00Z,1,0,32,Sunderland,24,985,0,0,0,11,0,0,0,3,0,1,0,113,151.6,145.70000000000002,177.0,39,41,10,68,11,0.8400000000000001,0.44999999999999996,1.29,14.620000000000001,-122075,8017351,62480,184555,47.4,50.1,18,Spurs,45,16
330,6,True,2026-04-18T16:30:00Z,2,2,33,Brighton,44,985,2,2,0,22,0,0,0,3,0,1,3,155,237.79999999999998,108.4,163.0,46,40,14,78,11,1.1400000000000001,0.52,1.66,8.999999999999998,-142345,7807866,43966,186311,50.9,50.0,18,Spurs,45,16
340,20,False,2026-04-25T14:00:00Z,0,1,34,Wolves,65,988,1,1,9,0,0,0,0,4,0,2,6,241,225.59999999999997,135.5,109.0,42,47,29,98,11,0.93,0.37,1.3,7.749999999999999,576712,9843105,681597,104885,47.0,50.0,18,Spurs,45,16
342,2,False,2026-05-03T18:00:00Z,1,2,35,Aston Villa,45,990,2,1,4,11,0,0,0,5,0,0,6,176,218.4,114.3,137.0,29,42,23,78,11,0.9800000000000001,0.7100000000000001,1.69,3.5199999999999996,-346816,8101968,57976,404792,47.0,50.0,18,Spurs,45,15
359,11,True,2026-05-11T19:00:00Z,1,1,36,Leeds,37,987,1,0,0,11,0,0,0,3,0,3,3,131,179.2,149.90000000000003,124.0,33,47,21,79,11,1.27,0.92,2.1900000000000004,14.760000000000002,8009,8127220,179249,171240,45.3,50.0,18,Spurs,45,14
365,7,False,2026-05-19T19:15:00Z,2,1,37,Chelsea,29,987,1,1,0,22,0,0,0,3,0,2,1,129,176.99999999999997,138.9,122.0,25,47,13,64,11,1.72,0.66,2.38,6.93,-43523,8076795,81114,124637,43.8,50.0,18,Spurs,45,14
379,9,True,2026-05-24T15:00:00Z,1,0,38,Everton,71,986,1,0,11,0,0,0,0,3,0,1,6,260,202.0,183.5,149.0,48,42,21,92,11,1.15,0.54,1.6900000000000002,4.51,576078,8717219,657782,81704,53.4,50.0,18,Spurs,45,16
