matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,totalOffside,totalDistance
2444579,11,2024-11-09 15:00:00,"Molineux Stadium, Wolverhampton",31403,Home,Wolves,Southampton,2,0,W,1,0,0,0,2.0,8.0,4.0,1.0,3.0,,,1.0,1.0,,,,2.0,5.0,5.0,8.0,30.0,278.0,213.0,28.9,19.0,14.0,9.0,7.0,27.0,27.0,12.0,3.0,2.0,,9.0,11.0,99.0,,,,1.0,,43.0,47.0,5.0,9.0,1.0,1.0,1.0,14.0,12.0,0.0,0.0,3.0,
2444584,12,2024-11-23 15:00:00,"Craven Cottage, London",26685,Away,Wolves,Fulham,4,1,W,1,1,0,0,4.0,10.0,5.0,2.0,3.0,1.3193,1.4365,2.0,2.0,,,0.742234,4.0,9.0,7.0,19.0,45.0,392.0,325.0,40.8,23.0,17.0,10.0,8.0,36.0,36.0,9.0,3.0,,1.0,8.0,12.0,113.0,2.0,1.0,0.7437,,,47.0,50.0,7.0,6.0,2.0,2.0,,14.0,13.0,0.0,0.0,1.0,
2444599,13,2024-11-30 15:00:00,"Molineux Stadium, Wolverhampton",26685,Home,Wolves,Bournemouth,2,4,L,1,3,0,0,2.0,10.0,3.0,5.0,2.0,,,2.0,2.0,,,,2.0,6.0,3.0,26.0,55.0,520.0,440.0,60.1,18.0,28.0,18.0,6.0,20.0,20.0,7.0,2.0,2.0,,3.0,12.0,147.0,4.0,4.0,,,,59.0,56.0,12.0,14.0,3.0,3.0,,13.0,10.0,0.0,0.0,2.0,
2444603,14,2024-12-04 19:30:00,"Goodison Park, Liverpool",38820,Away,Wolves,Everton,0,4,L,0,2,0,0,,6.0,2.0,2.0,2.0,,,2.0,,2.0,,,,5.0,4.0,24.0,49.0,473.0,380.0,56.2,15.0,30.0,20.0,6.0,13.0,13.0,8.0,4.0,,,11.0,9.0,146.0,2.0,4.0,,,2.0,60.0,47.0,11.0,9.0,4.0,4.0,,8.0,10.0,0.0,0.0,,
2444619,15,2024-12-09 20:00:00,"London Stadium, London",62435,Away,Wolves,West Ham,1,2,L,0,0,0,0,1.0,19.0,5.0,7.0,7.0,,,2.0,1.0,1.0,,,1.0,15.0,9.0,22.0,54.0,377.0,290.0,46.0,24.0,19.0,9.0,4.0,21.0,21.0,6.0,8.0,1.0,,11.0,9.0,125.0,2.0,2.0,,,,63.0,61.0,24.0,20.0,,,4.0,17.0,12.0,0.0,0.0,1.0,
2444629,16,2024-12-14 15:00:00,"Molineux Stadium, Wolverhampton",30866,Home,Wolves,Ipswich,1,2,L,0,1,1,0,1.0,16.0,6.0,5.0,5.0,,,1.0,,1.0,,,1.0,13.0,10.0,42.0,61.0,499.0,418.0,54.3,26.0,20.0,13.0,6.0,19.0,19.0,3.0,5.0,,,11.0,9.0,133.0,2.0,2.0,,,1.0,56.0,51.0,12.0,15.0,7.0,7.0,1.0,13.0,9.0,0.0,0.0,2.0,
2444636,17,2024-12-22 14:00:00,"King Power Stadium, Leicester",31818,Away,Wolves,Leicester,3,0,W,3,0,0,0,3.0,8.0,4.0,3.0,1.0,,,2.0,1.0,1.0,1.0,,3.0,7.0,5.0,18.0,38.0,479.0,400.0,46.4,11.0,20.0,12.0,7.0,22.0,22.0,8.0,3.0,1.0,,8.0,9.0,117.0,4.0,,,1.0,,45.0,52.0,8.0,11.0,1.0,1.0,,16.0,15.0,0.0,0.0,1.0,
2444649,18,2024-12-26 17:30:00,"Molineux Stadium, Wolverhampton",31407,Home,Wolves,Man Utd,2,0,W,0,0,0,1,2.0,7.0,4.0,1.0,2.0,,,1.0,1.0,,,,1.0,4.0,3.0,18.0,53.0,474.0,394.0,50.6,14.0,26.0,19.0,14.0,21.0,21.0,12.0,4.0,,,4.0,18.0,138.0,4.0,,,1.0,,63.0,49.0,16.0,9.0,4.0,4.0,,12.0,12.0,0.0,0.0,3.0,
2444658,19,2024-12-29 15:00:00,"Tottenham Hotspur Stadium, London",61284,Away,Wolves,Spurs,2,2,D,1,2,0,0,2.0,11.0,3.0,4.0,4.0,,,1.0,1.0,,,,2.0,8.0,5.0,26.0,56.0,457.0,366.0,52.1,20.0,20.0,12.0,3.0,15.0,15.0,16.0,3.0,2.0,,6.0,11.0,141.0,1.0,2.0,,,,41.0,47.0,8.0,14.0,5.0,5.0,1.0,10.0,8.0,0.0,0.0,3.0,
2444669,20,2025-01-06 20:00:00,"Molineux Stadium, Wolverhampton",29940,Home,Wolves,Nott'm Forest,0,3,L,0,2,0,0,,13.0,6.0,2.0,5.0,,,1.0,,2.0,,,,9.0,8.0,47.0,73.0,549.0,466.0,60.8,35.0,13.0,6.0,10.0,24.0,24.0,6.0,2.0,1.0,,4.0,9.0,140.0,,3.0,,,,37.0,48.0,12.0,16.0,5.0,5.0,1.0,10.0,8.0,0.0,0.0,1.0,
2444679,21,2025-01-15 19:30:00,"St. James' Park, Newcastle",51975,Away,Wolves,Newcastle,0,3,L,0,1,0,0,,13.0,7.0,4.0,2.0,,,5.0,,5.0,2.0,,,13.0,9.0,21.0,50.0,380.0,294.0,39.3,24.0,25.0,8.0,10.0,11.0,11.0,12.0,6.0,,,16.0,6.0,130.0,2.0,3.0,,,,49.0,59.0,6.0,18.0,2.0,2.0,2.0,13.0,10.0,0.0,0.0,1.0,
2444682,22,2025-01-20 20:00:00,"Stamford Bridge, London",39221,Away,Wolves,Chelsea,1,3,L,1,1,0,0,1.0,9.0,4.0,2.0,3.0,,,,1.0,,,,,8.0,6.0,34.0,37.0,333.0,261.0,37.2,18.0,21.0,11.0,9.0,34.0,34.0,4.0,6.0,,,7.0,7.0,112.0,3.0,3.0,,,,42.0,42.0,9.0,12.0,6.0,6.0,1.0,14.0,7.0,0.0,0.0,2.0,
2444699,23,2025-01-25 15:00:00,"Molineux Stadium, Wolverhampton",31503,Home,Wolves,Arsenal,0,1,L,0,0,1,1,,9.0,4.0,4.0,1.0,0.7446,0.7386,1.0,,1.0,,0.179762,,7.0,4.0,22.0,52.0,433.0,364.0,51.6,12.0,27.0,20.0,7.0,30.0,30.0,7.0,2.0,,,8.0,10.0,117.0,2.0,1.0,0.7187,,,56.0,57.0,14.0,7.0,1.0,1.0,,20.0,9.0,0.0,0.0,,103453.83
2444709,24,2025-02-01 17:30:00,"Molineux Stadium, Wolverhampton",31385,Home,Wolves,Aston Villa,2,0,W,1,0,0,0,2.0,8.0,5.0,3.0,,1.627,1.7007,3.0,1.0,3.0,,0.668302,1.0,3.0,2.0,17.0,24.0,247.0,200.0,31.3,10.0,25.0,14.0,15.0,32.0,32.0,7.0,5.0,,,8.0,5.0,96.0,3.0,,0.7148,1.0,,52.0,52.0,9.0,11.0,5.0,5.0,,20.0,12.0,0.0,0.0,6.0,103589.77
2444715,25,2025-02-16 14:00:00,"Anfield, Liverpool",60401,Away,Wolves,Liverpool,1,2,L,0,2,0,0,1.0,16.0,4.0,7.0,5.0,1.4964,1.4638,1.0,,1.0,,0.956008,1.0,11.0,6.0,22.0,46.0,458.0,388.0,50.4,22.0,15.0,11.0,9.0,21.0,21.0,6.0,1.0,1.0,,4.0,3.0,112.0,1.0,2.0,1.4199,,,50.0,40.0,10.0,8.0,3.0,3.0,1.0,13.0,15.0,0.0,0.0,3.0,105751.72
2444720,26,2025-02-22 15:00:00,"Vitality Stadium, Bournemouth",11206,Away,Wolves,Bournemouth,1,0,W,1,0,0,1,1.0,13.0,5.0,5.0,3.0,1.9955,1.3502,2.0,1.0,2.0,1.0,0.708971,1.0,9.0,6.0,24.0,42.0,454.0,364.0,54.9,16.0,30.0,15.0,10.0,39.0,39.0,7.0,3.0,3.0,,11.0,10.0,142.0,3.0,,0.3317,1.0,,73.0,48.0,17.0,16.0,7.0,7.0,1.0,9.0,17.0,0.0,0.0,1.0,110382.9
2444736,27,2025-02-25 19:30:00,"Molineux Stadium, Wolverhampton",28708,Home,Wolves,Fulham,1,2,L,1,1,0,0,1.0,18.0,5.0,7.0,6.0,1.3114,0.4393,,,,,0.945545,1.0,10.0,5.0,32.0,68.0,570.0,504.0,60.0,22.0,10.0,5.0,6.0,9.0,9.0,5.0,3.0,,1.0,6.0,10.0,127.0,3.0,2.0,1.7357,,,47.0,52.0,12.0,19.0,7.0,7.0,2.0,8.0,15.0,0.0,0.0,1.0,109773.24
2444749,28,2025-03-08 20:00:00,"Molineux Stadium, Wolverhampton",30738,Home,Wolves,Everton,1,1,D,1,1,0,0,1.0,11.0,3.0,5.0,3.0,0.7705,1.1193,1.0,1.0,,,0.616349,1.0,9.0,6.0,34.0,75.0,597.0,527.0,65.5,19.0,13.0,8.0,6.0,24.0,24.0,5.0,7.0,,,5.0,22.0,139.0,3.0,1.0,1.4977,,,44.0,62.0,9.0,15.0,5.0,5.0,,11.0,16.0,0.0,0.0,,106479.4
2444759,29,2025-03-15 15:00:00,"St. Mary's Stadium, Southampton",30950,Away,Wolves,Southampton,2,1,W,1,0,0,0,2.0,5.0,3.0,2.0,,0.3619,0.9233,1.0,1.0,,,0.326896,2.0,5.0,3.0,11.0,38.0,413.0,355.0,40.9,12.0,27.0,17.0,9.0,35.0,35.0,5.0,4.0,,,18.0,7.0,99.0,2.0,1.0,1.8556,,,54.0,57.0,14.0,12.0,1.0,1.0,,13.0,9.0,0.0,0.0,1.0,112026.75
2444764,30,2025-04-01 19:45:00,"Molineux Stadium, Wolverhampton",30537,Home,Wolves,West Ham,1,0,W,1,0,0,0,1.0,9.0,2.0,6.0,1.0,1.1812,0.6915,2.0,,2.0,1.0,0.567615,,7.0,2.0,17.0,46.0,406.0,328.0,41.4,16.0,23.0,13.0,12.0,34.0,34.0,9.0,2.0,1.0,,2.0,16.0,135.0,1.0,,0.2159,1.0,,52.0,56.0,9.0,11.0,1.0,1.0,1.0,16.0,12.0,0.0,0.0,1.0,108316.89
2444775,31,2025-04-05 15:00:00,"Portman Road, Ipswich",29549,Away,Wolves,Ipswich,2,1,W,0,1,0,0,2.0,22.0,7.0,9.0,6.0,2.7098,2.1517,4.0,1.0,3.0,1.0,2.12944,1.0,16.0,10.0,34.0,47.0,407.0,333.0,55.8,40.0,13.0,7.0,5.0,30.0,30.0,7.0,2.0,1.0,,4.0,6.0,125.0,1.0,1.0,0.6211,,,54.0,53.0,22.0,21.0,8.0,8.0,2.0,16.0,10.0,0.0,0.0,1.0,102088.02
2444789,32,2025-04-13 14:00:00,"Molineux Stadium, Wolverhampton",31463,Home,Wolves,Spurs,4,2,W,2,0,0,0,4.0,13.0,5.0,6.0,2.0,2.3862,2.9513,2.0,2.0,2.0,,1.11172,1.0,8.0,4.0,14.0,42.0,346.0,280.0,37.4,20.0,21.0,16.0,9.0,29.0,29.0,9.0,2.0,,1.0,6.0,8.0,108.0,2.0,2.0,2.8049,,,53.0,44.0,7.0,12.0,1.0,1.0,2.0,12.0,15.0,0.0,0.0,2.0,108203.26
2444797,33,2025-04-20 14:00:00,"Old Trafford, Manchester",73819,Away,Wolves,Man Utd,1,0,W,0,0,0,0,1.0,4.0,2.0,1.0,1.0,0.2494,0.7225,,,,,0.25948,,3.0,2.0,13.0,26.0,387.0,316.0,40.4,8.0,21.0,10.0,7.0,27.0,27.0,5.0,4.0,,,9.0,14.0,127.0,2.0,,0.0899,1.0,,56.0,77.0,14.0,20.0,2.0,2.0,,18.0,11.0,0.0,0.0,1.0,103858.36
2444809,34,2025-04-26 15:00:00,"Molineux Stadium, Wolverhampton",31518,Home,Wolves,Leicester,3,0,W,1,0,0,0,3.0,20.0,6.0,8.0,6.0,2.0225,1.7206,2.0,1.0,1.0,,1.65161,3.0,18.0,11.0,24.0,45.0,607.0,535.0,56.1,28.0,22.0,14.0,3.0,10.0,10.0,8.0,3.0,,,10.0,13.0,116.0,2.0,,1.1289,1.0,,66.0,50.0,15.0,11.0,4.0,4.0,1.0,7.0,17.0,0.0,0.0,,107883.97
2444818,35,2025-05-02 20:00:00,"Etihad Stadium, Manchester",53282,Away,Wolves,Man City,0,1,L,0,1,0,0,,6.0,1.0,4.0,1.0,0.3983,,1.0,,2.0,2.0,0.237933,,3.0,,15.0,25.0,380.0,317.0,36.1,15.0,28.0,18.0,6.0,19.0,19.0,11.0,2.0,,,9.0,8.0,111.0,1.0,1.0,0.5776,,,49.0,43.0,6.0,5.0,5.0,5.0,,11.0,7.0,0.0,0.0,1.0,110434.83
2444829,36,2025-05-10 15:00:00,"Molineux Stadium, Wolverhampton",31279,Home,Wolves,Brighton,0,2,L,0,1,0,0,,10.0,3.0,5.0,2.0,0.9103,0.6239,1.0,,1.0,,0.533834,,8.0,4.0,34.0,51.0,528.0,458.0,55.9,25.0,17.0,11.0,9.0,26.0,26.0,10.0,1.0,,,7.0,9.0,131.0,,2.0,1.0755,,,49.0,46.0,11.0,8.0,7.0,7.0,1.0,8.0,11.0,0.0,0.0,,109244.18
2444835,37,2025-05-20 20:00:00,"Selhurst Park, London",24766,Away,Wolves,Crystal Palace,2,4,L,1,2,0,0,2.0,12.0,3.0,3.0,6.0,1.4136,2.0122,2.0,2.0,,,0.791101,2.0,11.0,8.0,35.0,64.0,617.0,538.0,69.1,21.0,18.0,9.0,2.0,16.0,16.0,7.0,,,,2.0,16.0,141.0,6.0,4.0,3.5938,,,48.0,43.0,10.0,11.0,9.0,9.0,,8.0,13.0,0.0,0.0,,107578.13
2444849,38,2025-05-25 16:00:00,"Molineux Stadium, Wolverhampton",31382,Home,Wolves,Brentford,1,1,D,0,1,0,0,1.0,18.0,6.0,8.0,4.0,1.0426,0.5406,1.0,,1.0,,0.794814,1.0,16.0,8.0,26.0,54.0,414.0,339.0,48.6,32.0,25.0,16.0,5.0,23.0,23.0,3.0,1.0,1.0,1.0,3.0,10.0,142.0,6.0,1.0,1.8436,,,67.0,46.0,19.0,13.0,8.0,8.0,,7.0,9.0,0.0,0.0,3.0,107176.77
