matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
442286,29,2013-03-09 15:00:00,"Select Car Leasing Stadium, Reading",24102,Home,Reading,Aston Villa,1,2,L,1,2,0,0,1.0,9.0,3.0,6.0,,1.0,,1.0,1.0,,9.0,3.0,19.0,69.0,285.0,185.0,41.5,,9.0,8.0,21.0,27.0,15.0,4.0,1.0,1.0,4.0,15.0,189.0,,2.0,,38.0,65.0,22.0,35.0,6.0,6.0,,8.0,7.0,0.0,0.0,,,2.0
442292,30,2013-03-16 17:30:00,"Old Trafford, Manchester",75605,Away,Reading,Man Utd,0,1,L,0,1,0,0,,6.0,,2.0,4.0,,,,,,3.0,1.0,19.0,61.0,338.0,252.0,43.2,,22.0,16.0,6.0,32.0,16.0,3.0,,,5.0,16.0,162.0,,1.0,,54.0,61.0,23.0,20.0,4.0,4.0,1.0,16.0,5.0,0.0,0.0,,,1.0
442299,31,2013-03-30 15:00:00,"Emirates Stadium, London",60082,Away,Reading,Arsenal,1,4,L,0,1,0,0,1.0,5.0,2.0,3.0,,1.0,1.0,,,1.0,5.0,2.0,22.0,40.0,288.0,204.0,29.9,9.0,19.0,13.0,26.0,39.0,20.0,11.0,1.0,,5.0,8.0,119.0,2.0,4.0,,50.0,47.0,18.0,17.0,3.0,3.0,,14.0,9.0,0.0,0.0,,,1.0
442315,32,2013-04-06 12:45:00,"Select Car Leasing Stadium, Reading",24108,Home,Reading,Southampton,0,2,L,0,1,0,0,,10.0,2.0,6.0,2.0,1.0,,1.0,,,7.0,3.0,15.0,86.0,312.0,179.0,39.4,,28.0,21.0,21.0,20.0,13.0,1.0,1.0,1.0,4.0,11.0,227.0,,2.0,,64.0,61.0,22.0,30.0,8.0,8.0,5.0,6.0,10.0,0.0,0.0,,,1.0
442325,33,2013-04-13 15:00:00,"Select Car Leasing Stadium, Reading",24139,Home,Reading,Liverpool,0,0,D,0,0,0,0,,9.0,2.0,3.0,4.0,1.0,,1.0,,,6.0,4.0,26.0,57.0,307.0,201.0,39.9,,16.0,12.0,19.0,21.0,10.0,6.0,1.0,,7.0,17.0,188.0,,,1.0,43.0,57.0,14.0,21.0,4.0,4.0,1.0,12.0,8.0,0.0,0.0,,,2.0
442332,34,2013-04-20 15:00:00,"Carrow Road, Norwich",26460,Away,Reading,Norwich,1,2,L,0,0,0,0,1.0,16.0,2.0,8.0,6.0,1.0,,1.0,,1.0,11.0,5.0,16.0,71.0,422.0,314.0,54.5,,14.0,13.0,8.0,25.0,16.0,1.0,,,4.0,10.0,168.0,,2.0,,38.0,46.0,12.0,18.0,8.0,8.0,,11.0,9.0,0.0,0.0,,,2.0
442345,35,2013-04-28 13:30:00,"Select Car Leasing Stadium, Reading",23388,Home,Reading,QPR,0,0,D,0,0,0,0,,16.0,5.0,6.0,5.0,4.0,,5.0,,,13.0,8.0,17.0,64.0,311.0,231.0,46.1,,14.0,8.0,12.0,32.0,23.0,3.0,,,13.0,4.0,150.0,,,1.0,53.0,65.0,18.0,28.0,9.0,9.0,2.0,12.0,15.0,0.0,0.0,,,1.0
442349,36,2013-05-04 15:00:00,"Craven Cottage, London",24087,Away,Reading,Fulham,4,2,W,1,0,0,0,4.0,21.0,10.0,6.0,5.0,1.0,1.0,1.0,,1.0,16.0,11.0,14.0,72.0,437.0,357.0,51.0,,13.0,8.0,13.0,27.0,14.0,6.0,,,3.0,11.0,150.0,,2.0,,42.0,44.0,8.0,17.0,3.0,3.0,,10.0,15.0,0.0,0.0,1.0,1.0,3.0
442366,37,2013-05-14 20:00:00,"Select Car Leasing Stadium, Reading",22859,Home,Reading,Man City,0,2,L,0,1,0,0,,12.0,7.0,3.0,2.0,1.0,,1.0,,,11.0,8.0,20.0,55.0,361.0,300.0,38.7,,12.0,10.0,12.0,26.0,13.0,11.0,,,8.0,8.0,123.0,,2.0,,26.0,45.0,6.0,18.0,4.0,4.0,1.0,7.0,7.0,0.0,0.0,,,1.0
442377,38,2013-05-19 16:00:00,"Boleyn Ground, London",34973,Away,Reading,West Ham,2,4,L,0,2,0,0,2.0,17.0,6.0,9.0,2.0,1.0,1.0,,,2.0,14.0,6.0,12.0,61.0,369.0,286.0,51.6,,15.0,11.0,15.0,26.0,19.0,2.0,1.0,1.0,2.0,14.0,157.0,,4.0,,36.0,43.0,7.0,15.0,4.0,4.0,,10.0,13.0,0.0,0.0,,,
