playerId,playerName,position,team,nationality,season,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,timePlayed,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,punches,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,penaltiesSaved,unsuccessfulShortPasses,successfulLayoffs,penaltiesFaced,aerialDuelsLost,penaltiesConceded,putthroughBlockedDistribution,savesFromPenalty,penaltyGoalsConceded,keyPassesAttemptAssists,groundDuelsLost,putthroughBlockedDistributionWon,timesTackled,totalFoulsConceded,interceptions,foulAttemptedTackle,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,overruns,totalTackles,totalShots,throughBalls,goalAssists,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,successfulCrossesAndCorners,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,freekickTotal,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,expectedGoals,shotsOnTargetIncGoals,expectedGoalsOnTarget,iboxTarget,shotsOnTargetInBox,goals,awayGoals,shotsOnTargetOutsideBox,homeGoals,oboxTarget,rightFootGoals,leftFootGoals,headedGoals,hitWoodwork,clearancesOffTheLine,unsuccessfulLayoffs,ownGoalScored,handballsConceded,otherGoals,secondGoalAssists,foulWonPenalty,penaltiesTaken,penaltyGoals
487838,Lewis Hall,Defender,Newcastle United U21,England,2024-25,3.725,0.0,,,27.0,24.0,192.0,1313.0,,,61.0,7.0,2192.0,120.0,2.0,90.0,1065.0,,30.9327,5.0,51.0,31.0,409.0,,21.0,0.0,221.0,,589.0,119.0,27.0,,581.0,29.0,160.0,30.0,0.0,,1257.0,354.0,,,94.0,56.0,1907.0,30.0,573.0,,3.0,57.0,70.0,101.0,,135.0,5.0,,31.0,,42.0,,,30.0,70.0,15.0,27.0,9.0,18.0,4.0,9.0,,4.0,2.0,58.0,7.0,4.0,4.0,34.0,1.0,2.0,3.0,55.0,33.0,19.0,51.0,18.0,2.0,17.0,,7.0,77.0,,2.0,6.0,19.0,41.0,11.0,18.0,,28.0,221.0,146.0,6.0,2.0,0.4125,1.0,0.0099,,,,,1.0,,1.0,,,,,3.0,,,,,,,,
441191,Tino Livramento,Defender,Newcastle United,England,2024-25,2.6777,0.0,,,37.0,32.0,171.0,1353.0,,,62.0,7.0,2842.0,141.0,4.0,114.0,1158.0,,39.9914,5.0,94.0,40.0,259.0,,35.0,0.0,271.0,,529.0,189.0,37.0,,629.0,36.0,209.0,27.0,0.0,,1335.0,340.0,,,312.0,24.0,2081.0,22.0,564.0,,1.0,37.0,64.0,130.0,,134.0,3.0,,35.0,,53.0,,1.0,25.0,95.0,26.0,62.0,6.0,23.0,5.0,11.0,,2.0,6.0,54.0,4.0,1.0,1.0,41.0,2.0,1.0,5.0,1.0,11.0,,45.0,23.0,1.0,18.0,,23.0,41.0,,1.0,2.0,14.0,36.0,25.0,11.0,,,253.0,210.0,7.0,1.0,0.3283,2.0,0.1812,2.0,2.0,,,,,,,,,,,1.0,,,,,,,
235530,Lloyd Kelly,Defender,Juventus,England,2024-25,0.1117,0.0,,,10.0,4.0,31.0,165.0,,,9.0,,301.0,18.0,,11.0,130.0,,6.0052,1.0,15.0,6.0,52.0,,5.0,0.0,28.0,,64.0,19.0,10.0,,57.0,6.0,19.0,7.0,0.0,,158.0,41.0,,,31.0,4.0,229.0,7.0,78.0,,2.0,16.0,7.0,10.0,,15.0,,,2.0,,7.0,,,1.0,8.0,2.0,3.0,5.0,1.0,2.0,1.0,,,,5.0,3.0,,1.0,,1.0,,6.0,,1.0,,4.0,4.0,,1.0,1.0,1.0,,,,3.0,,4.0,2.0,4.0,,,18.0,11.0,3.0,,0.406,,,,,,,,,,,,,,,,,,,,,,
78916,Dan Burn,Defender,Newcastle United,England,2024-25,1.0873,0.0,,,37.0,37.0,227.0,1994.0,4.0,,224.0,13.0,3330.0,200.0,5.0,52.0,1709.0,,46.7731,12.0,194.0,45.0,705.0,,12.0,0.0,328.0,,627.0,103.0,37.0,,432.0,40.0,104.0,148.0,0.0,4.0,1965.0,261.0,,,570.0,58.0,2420.0,50.0,1335.0,,11.0,73.0,87.0,128.0,,154.0,,,76.0,,26.0,,1.0,8.0,52.0,10.0,4.0,34.0,27.0,16.0,,,3.0,1.0,39.0,20.0,,1.0,3.0,5.0,,,,,,52.0,1.0,3.0,15.0,1.0,1.0,3.0,,3.0,13.0,2.0,24.0,3.0,25.0,,,92.0,7.0,,,1.9588,7.0,2.8752,6.0,6.0,1.0,0.0,,1.0,,,,1.0,,2.0,,2.0,1.0,,,,,
553746,Leo Shahar,Defender,Newcastle United U21,England,2024-25,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180974,Joelinton,Midfielder,Newcastle United,Brazil,2024-25,2.3332,0.0,,,29.0,29.0,164.0,1010.0,,,107.0,7.0,2404.0,166.0,2.0,107.0,830.0,,33.8409,2.0,46.0,32.0,305.0,,35.0,2.0,370.0,,296.0,149.0,29.0,,514.0,30.0,263.0,59.0,0.0,,998.0,301.0,,,208.0,16.0,1478.0,4.0,335.0,,10.0,15.0,38.0,204.0,,149.0,46.0,,48.0,,53.0,,1.0,20.0,156.0,30.0,81.0,58.0,23.0,41.0,3.0,,13.0,1.0,57.0,32.0,7.0,3.0,13.0,7.0,2.0,,,3.0,,86.0,,11.0,22.0,,28.0,13.0,,11.0,18.0,11.0,35.0,15.0,7.0,,,201.0,14.0,11.0,2.0,3.953,14.0,4.0517,8.0,8.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,5.0,,,1.0,1.0,,,
432422,Sandro Tonali,Midfielder,Newcastle United,Italy,2024-25,2.7623,0.0,,,36.0,28.0,206.0,1463.0,,,25.0,10.0,2631.0,132.0,4.0,120.0,1206.0,,35.9161,2.0,30.0,34.0,498.0,,49.0,2.0,244.0,,408.0,177.0,36.0,,667.0,30.0,219.0,12.0,0.0,,1438.0,320.0,,,336.0,51.0,1923.0,23.0,606.0,,5.0,44.0,57.0,112.0,,162.0,33.0,,13.0,,50.0,,1.0,26.0,99.0,23.0,37.0,37.0,34.0,15.0,6.0,0.2081,13.0,3.0,51.0,22.0,7.0,2.0,24.0,2.0,8.0,8.0,19.0,16.0,8.0,46.0,,5.0,19.0,,14.0,38.0,3.0,5.0,10.0,12.0,32.0,20.0,11.0,3.0,10.0,221.0,12.0,6.0,8.0,4.3991,12.0,4.2187,4.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,1.0,,3.0,,1.0,,,,,1.0,,
201666,Harvey Barnes,Midfielder,Newcastle United,England,2024-25,4.5626,0.0,,,33.0,17.0,98.0,548.0,,,22.0,3.0,1755.0,68.0,2.0,61.0,442.0,,23.8227,1.0,11.0,23.0,179.0,,22.0,2.0,162.0,,164.0,55.0,33.0,,333.0,21.0,140.0,7.0,0.0,,543.0,225.0,,,69.0,8.0,880.0,2.0,131.0,,0.0,6.0,19.0,94.0,,92.0,11.0,,15.0,,23.0,,1.0,22.0,79.0,6.0,56.0,15.0,6.0,4.0,14.0,,23.0,3.0,16.0,40.0,5.0,4.0,33.0,5.0,6.0,16.0,2.0,14.0,,135.0,,17.0,7.0,,33.0,33.0,,17.0,19.0,21.0,9.0,24.0,2.0,,,136.0,10.0,11.0,6.0,7.2252,21.0,9.4853,10.0,10.0,9.0,5.0,2.0,4.0,2.0,7.0,2.0,,,,,,,,,,,
114243,Jacob Murphy,Midfielder,Newcastle United,England,2024-25,6.1513,0.0,,,35.0,31.0,207.0,844.0,,,21.0,2.0,2379.0,83.0,3.0,78.0,613.0,,31.7065,3.0,29.0,31.0,62.0,,15.0,3.0,202.0,,232.0,98.0,35.0,,452.0,28.0,181.0,5.0,0.0,,824.0,419.0,,,332.0,24.0,1364.0,11.0,207.0,,4.0,34.0,56.0,119.0,,173.0,17.0,,16.0,,82.0,,1.0,30.0,103.0,31.0,68.0,11.0,13.0,6.0,22.0,,12.0,3.0,28.0,31.0,5.0,12.0,97.0,3.0,5.0,4.0,16.0,22.0,,100.0,3.0,7.0,9.0,,31.0,98.0,,7.0,16.0,33.0,19.0,35.0,,,1.0,218.0,29.0,25.0,5.0,5.7177,15.0,5.3429,4.0,4.0,8.0,3.0,3.0,5.0,3.0,8.0,,,3.0,,1.0,,,,,1.0,,
200089,Joe Willock,Midfielder,Newcastle United,England,2024-25,0.9344,0.0,,,32.0,11.0,44.0,338.0,,,20.0,,1074.0,60.0,3.0,55.0,288.0,,16.3817,,5.0,16.0,87.0,,13.0,0.0,147.0,,76.0,40.0,32.0,,205.0,13.0,127.0,5.0,0.0,,338.0,142.0,,,77.0,6.0,582.0,2.0,90.0,,4.0,7.0,10.0,87.0,,37.0,11.0,,15.0,,26.0,,,20.0,72.0,18.0,40.0,23.0,6.0,11.0,1.0,,6.0,2.0,30.0,12.0,,2.0,17.0,3.0,2.0,21.0,,1.0,,58.0,,4.0,13.0,,17.0,17.0,,4.0,9.0,9.0,17.0,12.0,6.0,,,98.0,5.0,11.0,2.0,1.6342,3.0,1.1278,3.0,3.0,,,,,,,,,,,,,2.0,,,,,
180135,Sean Longstaff,Midfielder,Leeds United,England,2024-25,0.2296,0.0,,,25.0,8.0,48.0,343.0,,,16.0,2.0,786.0,42.0,,33.0,284.0,,9.9199,2.0,8.0,11.0,83.0,,6.0,0.0,78.0,,87.0,31.0,25.0,,148.0,11.0,62.0,9.0,0.0,,341.0,75.0,,,100.0,11.0,455.0,1.0,147.0,,2.0,4.0,13.0,36.0,,44.0,9.0,,7.0,,24.0,,,4.0,29.0,12.0,11.0,9.0,7.0,7.0,,,3.0,1.0,27.0,3.0,2.0,,3.0,,,17.0,1.0,,,23.0,,3.0,11.0,,4.0,5.0,,3.0,2.0,3.0,16.0,2.0,5.0,,1.0,73.0,,5.0,,0.601,1.0,0.2249,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,
208706,Bruno Guimarães,Midfielder,Newcastle United,Brazil,2024-25,5.3884,0.0,,,38.0,38.0,287.0,1758.0,,,38.0,5.0,3282.0,243.0,4.0,224.0,1385.0,,44.8936,1.0,40.0,44.0,474.0,,108.0,1.0,464.0,,618.0,188.0,38.0,,896.0,40.0,426.0,19.0,0.0,,1690.0,481.0,,,410.0,86.0,2433.0,28.0,582.0,,7.0,76.0,68.0,221.0,,211.0,41.0,,19.0,,64.0,,1.0,46.0,202.0,26.0,103.0,65.0,29.0,40.0,6.0,,9.0,5.0,83.0,36.0,22.0,6.0,12.0,2.0,5.0,,5.0,7.0,,90.0,,4.0,36.0,,27.0,21.0,,4.0,21.0,14.0,47.0,34.0,10.0,,4.0,256.0,3.0,17.0,5.0,4.3118,15.0,5.6656,5.0,5.0,5.0,1.0,5.0,4.0,5.0,3.0,,2.0,1.0,,1.0,,2.0,,1.0,,,
547719,Lewis Miley,Midfielder,Newcastle United U21,England,2024-25,0.2964,0.0,,,14.0,1.0,22.0,190.0,,,13.0,,304.0,22.0,1.0,16.0,164.0,,5.0221,,5.0,4.0,60.0,,1.0,0.0,41.0,,29.0,16.0,14.0,,96.0,3.0,28.0,6.0,0.0,,189.0,33.0,,,60.0,4.0,241.0,2.0,72.0,,0.0,4.0,7.0,19.0,,18.0,2.0,,7.0,,8.0,,,1.0,12.0,4.0,2.0,3.0,2.0,3.0,,,1.0,,14.0,2.0,1.0,,,,,13.0,,,,6.0,,1.0,3.0,,1.0,,,1.0,,1.0,11.0,1.0,1.0,,,41.0,,,,0.545,2.0,0.595,1.0,1.0,1.0,0.0,,1.0,,,1.0,,,,,,,,,,,
75115,Callum Wilson,Forward,West Ham United,England,2024-25,0.0896,0.0,,,18.0,2.0,11.0,50.0,,,18.0,,357.0,6.0,1.0,4.0,39.0,,5.5075,,1.0,7.0,8.0,,1.0,0.0,44.0,,10.0,11.0,18.0,,21.0,6.0,26.0,2.0,0.0,,44.0,46.0,,,9.0,,109.0,,19.0,,1.0,,2.0,38.0,,11.0,4.0,,16.0,,6.0,,,3.0,22.0,2.0,16.0,4.0,1.0,2.0,1.0,,2.0,1.0,2.0,4.0,,,1.0,3.0,,16.0,,1.0,,21.0,,2.0,,,4.0,1.0,,2.0,3.0,3.0,2.0,1.0,,,,23.0,,2.0,,0.3768,1.0,0.0783,1.0,1.0,,,,,,,,,,,,,,,,,,
232826,Anthony Gordon,Forward,Newcastle United,England,2024-25,5.1064,0.0,,,34.0,28.0,154.0,809.0,,,16.0,2.0,2444.0,149.0,5.0,141.0,633.0,,34.2879,,5.0,33.0,335.0,,71.0,1.0,287.0,,198.0,97.0,34.0,,504.0,28.0,271.0,8.0,0.0,,781.0,390.0,,,88.0,22.0,1401.0,7.0,182.0,,2.0,16.0,32.0,138.0,,138.0,25.0,,8.0,,61.0,,,46.0,130.0,23.0,85.0,20.0,7.0,9.0,21.0,0.0437,19.0,6.0,32.0,40.0,9.0,5.0,55.0,8.0,10.0,6.0,53.0,31.0,7.0,139.0,,9.0,14.0,,47.0,100.0,1.0,9.0,21.0,26.0,18.0,38.0,2.0,1.0,35.0,188.0,34.0,19.0,10.0,8.0315,19.0,7.0864,11.0,11.0,6.0,2.0,2.0,4.0,2.0,5.0,1.0,,1.0,,2.0,,,,1.0,1.0,2.0,1.0
219168,Alexander Isak,Forward,Liverpool,Sweden,2024-25,3.5988,0.0,,,34.0,34.0,151.0,658.0,,,83.0,3.0,2769.0,94.0,4.0,67.0,492.0,,39.2872,1.0,17.0,41.0,163.0,,14.0,9.0,285.0,,152.0,55.0,34.0,,359.0,37.0,202.0,27.0,0.0,,590.0,345.0,,,157.0,15.0,1131.0,1.0,151.0,,1.0,11.0,14.0,191.0,,140.0,49.0,,56.0,,40.0,,1.0,36.0,135.0,16.0,102.0,27.0,3.0,8.0,3.0,0.1815,23.0,7.0,12.0,76.0,6.0,6.0,13.0,20.0,5.0,,3.0,3.0,,211.0,,18.0,7.0,,47.0,13.0,3.0,18.0,30.0,22.0,5.0,42.0,2.0,3.0,,186.0,9.0,19.0,5.0,20.4234,46.0,19.9545,20.0,20.0,23.0,11.0,3.0,12.0,3.0,17.0,2.0,4.0,3.0,,7.0,,3.0,,,1.0,4.0,4.0
538207,William Osula,Forward,Newcastle United,Denmark,2024-25,0.0585,0.0,,,14.0,,7.0,25.0,,,8.0,,124.0,12.0,1.0,6.0,18.0,,2.7462,,1.0,3.0,3.0,,1.0,0.0,29.0,,7.0,2.0,14.0,,16.0,2.0,21.0,6.0,0.0,,23.0,27.0,,,5.0,,68.0,,2.0,,0.0,,1.0,17.0,,7.0,1.0,,2.0,,,,,2.0,15.0,,9.0,4.0,4.0,,,,1.0,,2.0,3.0,,,4.0,1.0,1.0,14.0,,,,8.0,,,2.0,,3.0,4.0,,,2.0,,,3.0,,,,10.0,,,1.0,0.1618,1.0,0.2993,,,1.0,0.0,,1.0,,,,1.0,,,,,,,,,,
599303,Sean Neave,Forward,Newcastle United U21,England,2024-25,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
